Orthogroup	C_amplexicaulis	S_parvula
OG0007370	Caamp.0078s0631, Caamp.0214s0335	Sp3g06120
OG0007371	Caamp.0078s0629, Caamp.0214s0337	Sp3g06100
OG0007372	Caamp.0214s0342, Caamp.0078s0622	Sp3g06040
OG0007373	Caamp.0214s0344, Caamp.0078s0620	Sp3g06020
OG0007374	Caamp.0078s0619, Caamp.0214s0345	Sp3g06010
OG0007375	Caamp.0078s0618, Caamp.0214s0346	Sp3g06000
OG0007376	Caamp.0303s0003, Caamp.0214s0350	Sp3g05970
OG0007377	Caamp.0303s0004, Caamp.0214s0351	Sp3g05960
OG0007378	Caamp.0303s0008, Caamp.0214s0355	Sp3g05930
OG0007379	Caamp.0214s0358, Caamp.0303s0014	Sp3g05850
OG0007380	Caamp.0214s0362, Caamp.0303s0018	Sp3g05810
OG0007381	Caamp.0303s0019, Caamp.0214s0365	Sp3g05780
OG0007382	Caamp.0303s0020, Caamp.0214s0366	Sp3g05770
OG0007383	Caamp.0303s0023, Caamp.0214s0370	Sp3g05740
OG0007384	Caamp.0303s0030, Caamp.0214s0376	Sp3g05660
OG0007385	Caamp.0214s0379, Caamp.0303s0034	Sp3g05630
OG0007386	Caamp.0303s0040, Caamp.0214s0385	Sp3g05540
OG0007387	Caamp.0303s0041, Caamp.0214s0386	Sp3g05530
OG0007388	Caamp.0214s0391, Caamp.0303s0046	Sp3g05480
OG0007389	Caamp.0303s0047, Caamp.0214s0392	Sp3g05470
OG0007390	Caamp.0303s0050	Sp3g05440
OG0007391	Caamp.0303s0060, Caamp.0214s0401	Sp3g05330
OG0007392	Caamp.0214s0404, Caamp.0303s0063	Sp3g05290
OG0007393	Caamp.0303s0069, Caamp.0214s0413	Sp3g05200
OG0007394	Caamp.0214s0414, Caamp.0303s0070	Sp3g05190
OG0007395	Caamp.0303s0081, Caamp.0214s0425	Sp3g05080
OG0007396	Caamp.0303s0083, Caamp.0214s0430	Sp3g05030
OG0007397	Caamp.0214s0440, Caamp.0303s0092	Sp3g04930
OG0007398	Caamp.0214s0447, Caamp.0303s0099	Sp3g04850
OG0007399	Caamp.0214s0449, Caamp.0303s0102	Sp3g04810
OG0007400	Caamp.0303s0103	Sp3g04800
OG0007401	Caamp.0303s0114, Caamp.0214s0461	Sp3g04680
OG0007402	Caamp.0214s0464	Sp3g04650
OG0007403	Caamp.0303s0119, Caamp.0214s0465	Sp3g04640
OG0007404	Caamp.0214s0475, Caamp.0303s0127	Sp3g04570
OG0007405	Caamp.0214s0477, Caamp.0303s0130	Sp3g04540
OG0007406	Caamp.0214s0492, Caamp.0303s0152	Sp3g04330
OG0007407	Caamp.0214s0493	Sp3g04320
OG0007408	Caamp.0214s0494	Sp3g04310
OG0007409	Caamp.0214s0495, Caamp.0303s0155	Sp3g04300
OG0007410	Caamp.0303s0158, Caamp.0214s0498	Sp2g20790, Sp3g04280
OG0007411	Caamp.0303s0161, Caamp.0214s0502	Sp3g04240
OG0007412	Caamp.0214s0517, Caamp.0303s0173	Sp3g04120
OG0007413	Caamp.0214s0520	Sp3g04070
OG0007414	Caamp.0214s0521, Caamp.0303s0179	Sp3g04060
OG0007415	Caamp.0303s0183, Caamp.0214s0525	Sp3g04020
OG0007416	Caamp.0214s0526, Caamp.0303s0184	Sp3g04010
OG0007417	Caamp.0303s0188, Caamp.0214s0528	Sp3g03940
OG0007418	Caamp.0214s0530, Caamp.0303s0190	Sp3g03920
OG0007419	Caamp.0303s0194, Caamp.0214s0534	Sp3g03880
OG0007420	Caamp.0303s0206, Caamp.0214s0548	Sp3g03720
OG0007421	Caamp.0214s0554, Caamp.0303s0214	Sp3g03660
OG0007422	Caamp.0303s0216, Caamp.0214s0556	Sp3g03640
OG0007423	Caamp.0303s0218	Sp3g03620
OG0007424	Caamp.0214s0565, Caamp.0303s0222	Sp3g03580
OG0007425	Caamp.0214s0569, Caamp.0303s0229	Sp3g03520
OG0007426	Caamp.0214s0572, Caamp.0303s0235	Sp3g03470
OG0007427	Caamp.0214s0573, Caamp.0303s0236	Sp3g03460
OG0007428	Caamp.0214s0576, Caamp.0303s0239	Sp3g03430
OG0007429	Caamp.0214s0577, Caamp.0303s0240	Sp3g03420
OG0007430	Caamp.0214s0586, Caamp.0303s0254	Sp3g03280
OG0007431	Caamp.0214s0592, Caamp.0303s0261	Sp3g03210
OG0007432	Caamp.0214s0593	Sp3g03200
OG0007433	Caamp.0303s0263, Caamp.0214s0597, Caamp.0037s0352	Sp3g03190
OG0007434	Caamp.0214s0601, Caamp.0303s0266	Sp3g03150
OG0007435	Caamp.0214s0604, Caamp.0303s0269	Sp3g03130
OG0007436	Caamp.0044s0043, Caamp.0022s0076, Caamp.0214s0608	Sp3g03080
OG0007437	Caamp.0214s0612	Sp3g03030
OG0007438	Caamp.0214s0613, Caamp.0303s0279	Sp3g03010
OG0007439	Caamp.0303s0282	Sp3g02960
OG0007440	Caamp.0214s0618, Caamp.0303s0286	Sp3g02930
OG0007441	Caamp.0303s0302, Caamp.0214s0632	Sp3g02790
OG0007442	Caamp.0303s0304, Caamp.0214s0634	Sp3g02770
OG0007443	Caamp.0214s0639	Sp3g02710
OG0007444	Caamp.0303s0312, Caamp.0214s0640	Sp3g02690
OG0007445	Caamp.0303s0315, Caamp.0214s0643	Sp3g02660
OG0007446	Caamp.0214s0646	Sp3g02640
OG0007447	Caamp.0303s0320, Caamp.0214s0648	Sp3g02620
OG0007448	Caamp.0303s0321, Caamp.0214s0649	Sp3g02610
OG0007449	Caamp.0214s0654, Caamp.0303s0325	Sp3g02550
OG0007450	Caamp.0303s0336, Caamp.0214s0663	Sp3g02440
OG0007451	Caamp.0303s0344, Caamp.0214s0671	Sp7g06180, Sp6g09960
OG0007452	Caamp.0214s0676	Sp3g02300
OG0007453	Caamp.0214s0684, Caamp.0303s0358	Sp3g02210
OG0007454	Caamp.0214s0687, Caamp.0303s0361	Sp3g02180
OG0007455	Caamp.0214s0699	Sp5g15070
OG0007456	Caamp.0303s0375, Caamp.0214s0700	Sp3g02050
OG0007457	Caamp.0214s0701, Caamp.0303s0376	Sp3g02030
OG0007458	Caamp.0303s0379, Caamp.0214s0704	Sp3g02000
OG0007459	Caamp.0214s0705, Caamp.0303s0380	Sp3g01990
OG0007460	Caamp.0303s0385, Caamp.0214s0710	Sp3g01940
OG0007461	Caamp.0303s0386, Caamp.0214s0712	Sp3g01920
OG0007462	Caamp.0303s0389, Caamp.0214s0715	Sp3g01890
OG0007463	Caamp.0214s0718, Caamp.0303s0392	Sp3g01860
OG0007464	Caamp.0303s0395, Caamp.0214s0721	Sp3g01830
OG0007465	Caamp.0303s0399, Caamp.0214s0724	Sp3g01790
OG0007466	Caamp.0214s0725, Caamp.0303s0400	Sp3g01780
OG0007467	Caamp.0303s0401, Caamp.0214s0726	Sp3g01770
OG0007468	Caamp.0214s0727, Caamp.0303s0402	Sp3g01760
OG0007469	Caamp.0303s0412, Caamp.0214s0736	Sp3g01660
OG0007470	Caamp.0303s0419, Caamp.0214s0743	Sp3g01590
OG0007471	Caamp.0214s0744, Caamp.0303s0420	Sp3g01580
OG0007472	Caamp.0303s0431, Caamp.0214s0754	Sp3g01480
OG0007473	Caamp.0004s0089, Caamp.0214s0766	Sp3g01340
OG0007474	Caamp.0214s0767, Caamp.0303s0446	Sp7g04320, Sp3g01330
OG0007475	Caamp.0214s0768, Caamp.0303s0447	Sp3g01320
OG0007476	Caamp.0303s0455, Caamp.0214s0774	Sp3g01250
OG0007477	Caamp.0214s0781, Caamp.0303s0462	Sp3g01170
OG0007478	Caamp.0303s0473, Caamp.0214s0791	Sp3g01050
OG0007479	Caamp.0303s0474, Caamp.0214s0792	Sp3g01040
OG0007480	Caamp.0214s0793, Caamp.0303s0475	Sp3g01020
OG0007481	Caamp.0303s0479, Caamp.0214s0797	Sp3g00980
OG0007482	Caamp.0214s0799, Caamp.0303s0481	Sp3g00960
OG0007483	Caamp.0303s0484, Caamp.0214s0802	Sp3g00920
OG0007484	Caamp.0303s0492, Caamp.0214s0809	Sp3g00820
OG0007485	Caamp.0303s0493	Sp3g00810
OG0007486	Caamp.0214s0821, Caamp.0303s0501	Sp3g00720
OG0007487	Caamp.0214s0822, Caamp.0303s0502	Sp3g00710
OG0007488	Caamp.0303s0511, Caamp.0214s0829	Sp3g00600
OG0007489	Caamp.0303s0515	Sp3g00570
OG0007490	Caamp.0214s0844, Caamp.0303s0526	Sp3g00450
OG0007491	Caamp.0303s0534, Caamp.0214s0848	Sp3g00370
OG0007492	Caamp.0214s0855, Caamp.0303s0540	Sp3g00290
OG0007493	Caamp.0214s0856, Caamp.0303s0541	Sp3g00280
OG0007494	Caamp.0219s0001, Caamp.0033s0067	Sp2g26020
OG0007495	Caamp.0095s0001, Caamp.0022s0005	Sp7g13810
OG0007496	Caamp.0097s0478, Caamp.0022s0007	Sp7g13790
OG0007497	Caamp.0022s0016, Caamp.0097s0489	Sp7g13690
OG0007498	Caamp.0022s0021, Caamp.0097s0492	Sp7g13630
OG0007499	Caamp.0097s0494, Caamp.0008s0152, Caamp.0022s0023	Sp7g13600, Sp4g07850
OG0007500	Caamp.0024s0334, Caamp.0022s0026, Caamp.0056s0220	Sp1g04900
OG0007501	Caamp.0097s0506, Caamp.0022s0034	Sp7g13490, Sp7g13510
OG0007502	Caamp.0097s0513, Caamp.0022s0043	Sp7g13410
OG0007503	Caamp.0097s0517, Caamp.0022s0047	Sp7g13370
OG0007504	Caamp.0097s0520, Caamp.0022s0050	Sp7g13340, Sp2g01830
OG0007505	Caamp.0022s0051, Caamp.0022s0052, Caamp.0097s0521	Sp7g13330
OG0007507	Caamp.0097s0538, Caamp.0022s0074	Sp7g13060
OG0007508	Caamp.0022s0077, Caamp.0097s0544	Sp7g13040
OG0007509	Caamp.0022s0080, Caamp.0097s0547	Sp7g13010
OG0007510	Caamp.0022s0082, Caamp.0097s0549	Sp7g13000
OG0007511	Caamp.0022s0090	Sp7g12920
OG0007512	Caamp.0022s0091, Caamp.0097s0560	Sp7g12900
OG0007513	Caamp.0022s0093, Caamp.0097s0565	Sp7g12880
OG0007514	Caamp.0022s0096, Caamp.0097s0567	Sp7g12850
OG0007515	Caamp.0022s0098, Caamp.0097s0568	Sp7g12830
OG0007517	Caamp.0022s0106, Caamp.0097s0577	Sp7g12770
OG0007518	Caamp.0022s0115, Caamp.0097s0592	Sp7g12660
OG0007519	Caamp.0097s0594, Caamp.0022s0117	Sp7g12640
OG0007520	Caamp.0097s0596, Caamp.0022s0121	Sp7g12590
OG0007521	Caamp.0097s0600	Sp7g12540
OG0007522	Caamp.0097s0605, Caamp.0022s0130	Sp7g12480
OG0007523	Caamp.0022s0133, Caamp.0097s0608	Sp7g12450
OG0007524	Caamp.0097s0616, Caamp.0022s0146	Sp7g12360
OG0007525	Caamp.0022s0155, Caamp.0097s0641	Sp7g12300
OG0007526	Caamp.0022s0178, Caamp.0097s0658	Sp7g12010
OG0007527	Caamp.0097s0665, Caamp.0022s0181	Sp7g11980
OG0007528	Caamp.0022s0185, Caamp.0097s0668	Sp7g11930
OG0007529	Caamp.0022s0196, Caamp.0097s0679	Sp3g21500, Sp7g11810
OG0007530	Caamp.0097s0688, Caamp.0022s0202	Sp7g11750
OG0007531	Caamp.0022s0204, Caamp.0097s0690	Sp7g11730
OG0007532	Caamp.0022s0210, Caamp.0097s0694	Sp7g11630
OG0007533	Caamp.0061s0001, Caamp.0022s0213	Sp7g11590
OG0007534	Caamp.0061s0006, Caamp.0022s0218	Sp7g11520
OG0007535	Caamp.0022s0225, Caamp.0061s0027	Sp7g11340
OG0007536	Caamp.0023s0006, Caamp.0078s0990	Sp3g09870
OG0007537	Caamp.0078s0991, Caamp.0023s0007	Sp3g09880
OG0007538	Caamp.0078s0994, Caamp.0023s0009	Sp3g09900
OG0007539	Caamp.0023s0012, Caamp.0078s0997	Sp3g09930
OG0007540	Caamp.0023s0013, Caamp.0078s0998	Sp3g09940
OG0007541	Caamp.0078s1000, Caamp.0023s0015	Sp3g09960
OG0007542	Caamp.0078s1001, Caamp.0023s0016	Sp3g09970
OG0007543	Caamp.0078s1003, Caamp.0023s0018	Sp3g09990
OG0007544	Caamp.0023s0021, Caamp.0078s1006	Sp3g10020
OG0007545	Caamp.0023s0024, Caamp.0078s1008	Sp3g10050
OG0007546	Caamp.0078s1009, Caamp.0023s0025	Sp3g10060
OG0007547	Caamp.0078s1011, Caamp.0023s0026	Sp3g10080
OG0007548	Caamp.0023s0027, Caamp.0078s1012	Sp3g10090
OG0007549	Caamp.0023s0030, Caamp.0078s1016	Sp3g10140
OG0007550	Caamp.0023s0032, Caamp.0078s1018	Sp3g10160
OG0007551	Caamp.0023s0037, Caamp.0078s1023	Sp3g10210
OG0007552	Caamp.0078s1028, Caamp.0023s0041	Sp3g10240
OG0007553	Caamp.0023s0045, Caamp.0078s1032	Sp3g10280
OG0007554	Caamp.0023s0047, Caamp.0078s1036	Sp3g10320
OG0007555	Caamp.0023s0050, Caamp.0078s1039	Sp3g10350
OG0007556	Caamp.0078s1043, Caamp.0023s0054	Sp3g10380
OG0007557	Caamp.0023s0065, Caamp.0078s1115	Sp3g10490
OG0007558	Caamp.0078s1114, Caamp.0023s0066	Sp3g10500
OG0007559	Caamp.0078s1111, Caamp.0023s0068	Sp3g10520
OG0007560	Caamp.0023s0069, Caamp.0078s1110	Sp3g10530
OG0007561	Caamp.0023s0070, Caamp.0078s1109	Sp3g10540
OG0007562	Caamp.0023s0081, Caamp.0095s0587	Sp5g05740
OG0007563	Caamp.0095s0586, Caamp.0023s0082	Sp5g05730
OG0007564	Caamp.0023s0088, Caamp.0095s0582	Sp5g05690
OG0007565	Caamp.0095s0581, Caamp.0023s0089	Sp5g05680
OG0007566	Caamp.0095s0560, Caamp.0023s0105	Sp5g05460
OG0007567	Caamp.0023s0107, Caamp.0095s0558	Sp5g05440
OG0007568	Caamp.0095s0554, Caamp.0023s0111, Caamp.0095s0553	Sp5g05400
OG0007569	Caamp.0023s0118, Caamp.0095s0544	Sp5g05320
OG0007570	Caamp.0023s0124, Caamp.0095s0538	Sp5g05260
OG0007571	Caamp.0023s0131, Caamp.0095s0530	Sp5g05160
OG0007572	Caamp.0095s0529, Caamp.0023s0132	Sp5g05150
OG0007573	Caamp.0023s0149, Caamp.0095s0518	Sp5g05010
OG0007574	Caamp.0095s0514, Caamp.0023s0152	Sp5g04980
OG0007575	Caamp.0023s0153, Caamp.0095s0513	Sp5g04970
OG0007576	Caamp.0095s0512, Caamp.0023s0154	Sp5g04960
OG0007577	Caamp.0023s0165, Caamp.0095s0505	Sp5g04870
OG0007578	Caamp.0023s0171, Caamp.0095s0499	Sp5g04810
OG0007579	Caamp.0095s0495, Caamp.0023s0175	Sp5g04770
OG0007580	Caamp.0023s0179, Caamp.0095s0492	Sp5g04730
OG0007581	Caamp.0095s0488, Caamp.0023s0182	Sp5g04690
OG0007582	Caamp.0023s0192, Caamp.0095s0479	Sp5g04600
OG0007583	Caamp.0023s0194, Caamp.0095s0477	Sp5g04580
OG0007584	Caamp.0095s0475, Caamp.0023s0196	Sp5g04560
OG0007585	Caamp.0095s0474, Caamp.0023s0197	Sp5g04550
OG0007586	Caamp.0023s0199, Caamp.0095s0471	Sp5g04520
OG0007587	Caamp.0095s0460, Caamp.0023s0208	Sp5g04400
OG0007588	Caamp.0095s0452, Caamp.0023s0216	Sp5g04320
OG0007589	Caamp.0095s0449, Caamp.0023s0220	Sp5g04270
OG0007590	Caamp.0023s0221, Caamp.0095s0448	Sp5g04260
OG0007591	Caamp.0023s0222, Caamp.0095s0444	Sp5g04250
OG0007592	Caamp.0023s0227, Caamp.0095s0439	Sp5g04200
OG0007593	Caamp.0023s0233, Caamp.0095s0433	Sp5g04140
OG0007594	Caamp.0023s0234, Caamp.0095s0432	Sp5g04130
OG0007595	Caamp.0023s0235	Sp5g04120
OG0007596	Caamp.0095s0430, Caamp.0023s0238	Sp5g04080
OG0007597	Caamp.0095s0424	Sp5g04020
OG0007597	Caamp.0023s0245	Sp4g24990
OG0007598	Caamp.0023s0247, Caamp.0095s0422	Sp5g04000
OG0007599	Caamp.0095s0420, Caamp.0023s0249	Sp5g03960
OG0007600	Caamp.0095s0419, Caamp.0023s0250	Sp5g03950
OG0007601	Caamp.0095s0412	SpUn0450_0010
OG0007601	Caamp.0023s0256	Sp5g03900
OG0007602	Caamp.0095s0410, Caamp.0023s0258	Sp5g03880
OG0007603	Caamp.0095s0393, Caamp.0023s0272	Sp5g03740
OG0007604	Caamp.0095s0390, Caamp.0023s0275	Sp5g03710
OG0007605	Caamp.0023s0284, Caamp.0095s0382	Sp5g03630
OG0007606	Caamp.0023s0289, Caamp.0095s0377	Sp5g03570
OG0007607	Caamp.0095s0372, Caamp.0023s0293	Sp5g03550
OG0007608	Caamp.0095s0370, Caamp.0023s0295	Sp5g03520
OG0007609	Caamp.0095s0367, Caamp.0023s0298	Sp5g03490
OG0007610	Caamp.0095s0364, Caamp.0023s0304	Sp5g03430
OG0007611	Caamp.0095s0363, Caamp.0023s0305	Sp5g03370
OG0007612	Caamp.0095s0361, Caamp.0023s0308, Caamp.0023s0306	Sp5g03350
OG0007613	Caamp.0095s0358, Caamp.0023s0311	Sp5g03320
OG0007614	Caamp.0095s0356, Caamp.0023s0312	Sp5g03300
OG0007615	Caamp.0023s0326	Sp4g08260
OG0007615	Caamp.0023s0325	Sp1g33740
OG0007615	Caamp.0095s0343	Sp5g03170
OG0007616	Caamp.0023s0328, Caamp.0095s0341	Sp5g03140
OG0007617	Caamp.0095s0339, Caamp.0023s0332	Sp5g03100
OG0007618	Caamp.0023s0344, Caamp.0095s0330	Sp5g02980
OG0007619	Caamp.0023s0345, Caamp.0095s0329	Sp5g02970
OG0007620	Caamp.0023s0355, Caamp.0095s0319	SpUn0080_0040, Sp5g02860
OG0007621	Caamp.0095s0318, Caamp.0023s0356	SpUn0080_0030, Sp5g02850
OG0007622	Caamp.0095s0306, Caamp.0023s0364	Sp5g02770
OG0007623	Caamp.0095s0302, Caamp.0023s0368	Sp5g02720
OG0007624	Caamp.0023s0370, Caamp.0095s0300	Sp5g02700
OG0007625	Caamp.0023s0371, Caamp.0065s0001	Sp5g02690
OG0007626	Caamp.0023s0374, Caamp.0065s0004	Sp5g02660
OG0007627	Caamp.0065s0009, Caamp.0023s0382	Sp5g02590
OG0007628	Caamp.0065s0011	Sp5g02570
OG0007629	Caamp.0023s0385, Caamp.0065s0012	Sp5g02560
OG0007630	Caamp.0023s0388, Caamp.0065s0015	Sp5g02530
OG0007631	Caamp.0023s0391, Caamp.0065s0016	Sp5g02510
OG0007632	Caamp.0023s0395	Sp5g33570, Sp7g13290, Sp5g02460
OG0007633	Caamp.0065s0021, Caamp.0023s0398	Sp5g02430
OG0007634	Caamp.0023s0401, Caamp.0065s0023	Sp5g02400
OG0007635	Caamp.0065s0030, Caamp.0023s0407	Sp5g02340
OG0007636	Caamp.0023s0417, Caamp.0065s0039	Sp5g02250
OG0007637	Caamp.0023s0418, Caamp.0065s0040	Sp5g02240
OG0007638	Caamp.0023s0429, Caamp.0065s0047	Sp5g02190
OG0007639	Caamp.0023s0430, Caamp.0065s0048	Sp5g02180
OG0007640	Caamp.0023s0433, Caamp.0065s0051	Sp5g02140
OG0007641	Caamp.0023s0435, Caamp.0065s0053	Sp5g02120
OG0007642	Caamp.0023s0436, Caamp.0065s0054	Sp5g02110
OG0007643	Caamp.0023s0441	Sp5g02070
OG0007644	Caamp.0023s0450, Caamp.0065s0064	Sp5g01980
OG0007645	Caamp.0065s0070, Caamp.0023s0456	Sp5g01920
OG0007646	Caamp.0023s0457, Caamp.0065s0072	Sp5g01890
OG0007647	Caamp.0065s0077, Caamp.0023s0462	Sp5g01850
OG0007648	Caamp.0023s0463, Caamp.0065s0078	Sp5g01840
OG0007649	Caamp.0023s0465, Caamp.0065s0080	Sp5g01820
OG0007650	Caamp.0065s0083	Sp5g01790
OG0007651	Caamp.0065s0085, Caamp.0023s0473	Sp5g01760
OG0007652	Caamp.0023s0476, Caamp.0065s0090	Sp5g01720
OG0007653	Caamp.0065s0092, Caamp.0023s0478	Sp5g01700
OG0007654	Caamp.0023s0480, Caamp.0065s0095	Sp5g01680
OG0007655	Caamp.0065s0102, Caamp.0023s0484	Sp5g01600
OG0007656	Caamp.0065s0106, Caamp.0023s0490	Sp5g01540
OG0007657	Caamp.0065s0111, Caamp.0023s0495	Sp5g01490
OG0007658	Caamp.0023s0497, Caamp.0065s0113	Sp5g01470
OG0007659	Caamp.0023s0505, Caamp.0065s0120	Sp5g01390
OG0007660	Caamp.0023s0506, Caamp.0065s0121	Sp5g01380, Sp7g04840
OG0007661	Caamp.0065s0128, Caamp.0023s0516	Sp5g01280
OG0007662	Caamp.0065s0138, Caamp.0023s0528	Sp5g01160
OG0007663	Caamp.0023s0529, Caamp.0065s0139	Sp5g01150
OG0007664	Caamp.0065s0148, Caamp.0023s0539	Sp5g01060
OG0007665	Caamp.0065s0149, Caamp.0023s0541	Sp5g01040
OG0007666	Caamp.0023s0551, Caamp.0065s0161	Sp5g00930
OG0007667	Caamp.0065s0164, Caamp.0023s0553	Sp5g00900
OG0007668	Caamp.0065s0167, Caamp.0023s0555	Sp5g00880
OG0007669	Caamp.0065s0169, Caamp.0023s0556	Sp5g00860
OG0007670	Caamp.0065s0185, Caamp.0023s0571	Sp5g00690
OG0007671	Caamp.0023s0572, Caamp.0065s0186	Sp5g00680
OG0007672	Caamp.0023s0578, Caamp.0065s0193	Sp5g00620
OG0007673	Caamp.0065s0202, Caamp.0023s0585	Sp5g00540
OG0007674	Caamp.0023s0594, Caamp.0065s0209	Sp5g00460
OG0007675	Caamp.0023s0601, Caamp.0065s0213	Sp5g00420
OG0007676	Caamp.0023s0602, Caamp.0065s0214	Sp5g00400
OG0007677	Caamp.0065s0219, Caamp.0023s0606	Sp5g00350
OG0007678	Caamp.0023s0610, Caamp.0065s0222	Sp5g00320
OG0007679	Caamp.0065s0223, Caamp.0023s0611	Sp5g00310
OG0007680	Caamp.0023s0618, Caamp.0065s0229	Sp5g00230
OG0007681	Caamp.0065s0231, Caamp.0023s0622	SpUn1526_0010
OG0007682	Caamp.0065s0236, Caamp.0023s0626	Sp5g00140
OG0007683	Caamp.0023s0637, Caamp.0065s0245	Sp5g00040, Sp1g00010
OG0007684	Caamp.0024s0008, Caamp.0046s0468	Sp1g17730
OG0007685	Caamp.0046s0462, Caamp.0024s0013	Sp1g17670
OG0007686	Caamp.0046s0461, Caamp.0024s0014	Sp1g17660
OG0007687	Caamp.0024s0017, Caamp.0046s0458	Sp1g17630
OG0007688	Caamp.0024s0018, Caamp.0046s0457	Sp1g17620
OG0007689	Caamp.0046s0456, Caamp.0024s0019	Sp1g17610
OG0007690	Caamp.0024s0020, Caamp.0046s0455	Sp1g17600
OG0007691	Caamp.0024s0025, Caamp.0046s0453	Sp1g17580
OG0007692	Caamp.0046s0434, Caamp.0024s0040	Sp1g17400
OG0007693	Caamp.0046s0433, Caamp.0024s0041	Sp1g17390
OG0007694	Caamp.0046s0430, Caamp.0024s0044	Sp1g17370
OG0007695	Caamp.0024s0046, Caamp.0046s0428	Sp1g17350
OG0007696	Caamp.0046s0426, Caamp.0024s0048	Sp1g17330
OG0007697	Caamp.0046s0424, Caamp.0024s0050	Sp1g17300
OG0007698	Caamp.0046s0421	Sp1g17290
OG0007699	Caamp.0024s0059	Sp1g17240
OG0007700	Caamp.0046s0415, Caamp.0024s0061	Sp1g17210
OG0007701	Caamp.0024s0066, Caamp.0046s0410	Sp1g17160
OG0007702	Caamp.0024s0068, Caamp.0046s0408	Sp1g17140
OG0007703	Caamp.0024s0069, Caamp.0046s0407	Sp1g17120
OG0007704	Caamp.0046s0404, Caamp.0024s0073	Sp1g17080
OG0007705	Caamp.0024s0078	Sp1g17040
OG0007706	Caamp.0046s0398, Caamp.0024s0079	Sp1g17020
OG0007707	Caamp.0024s0086, Caamp.0046s0391	Sp1g16960
OG0007708	Caamp.0046s0390, Caamp.0024s0087	Sp1g16950
OG0007709	Caamp.0024s0088, Caamp.0046s0389, Caamp.0024s0089, Caamp.0046s0388	Sp1g16940
OG0007710	Caamp.0046s0380, Caamp.0024s0099	Sp1g16830
OG0007711	Caamp.0024s0106, Caamp.0046s0372	Sp1g16760
OG0007712	Caamp.0046s0361, Caamp.0024s0115	Sp1g16610
OG0007713	Caamp.0024s0122, Caamp.0046s0354	Sp1g16540, Sp1g16550
OG0007714	Caamp.0046s0353, Caamp.0024s0123	Sp1g16520
OG0007715	Caamp.0024s0138, Caamp.0046s0335	Sp1g16340
OG0007716	Caamp.0046s0329, Caamp.0024s0144	Sp1g16280
OG0007717	Caamp.0024s0145, Caamp.0046s0328	Sp1g16270
OG0007718	Caamp.0024s0147, Caamp.0046s0326	Sp1g16250
OG0007719	Caamp.0046s0312, Caamp.0024s0160	Sp1g16110
OG0007720	Caamp.0046s0309, Caamp.0024s0163	Sp1g16080
OG0007721	Caamp.0024s0164, Caamp.0046s0308	Sp1g16070
OG0007722	Caamp.0024s0170, Caamp.0046s0305	Sp1g16020
OG0007723	Caamp.0046s0302, Caamp.0024s0172	Sp1g15990
OG0007724	Caamp.0046s0299, Caamp.0024s0178	Sp1g15920
OG0007725	Caamp.0024s0183, Caamp.0046s0293	Sp1g15870
OG0007726	Caamp.0024s0186, Caamp.0046s0291	Sp1g15840
OG0007727	Caamp.0046s0289, Caamp.0024s0188	Sp1g15820
OG0007728	Caamp.0046s0285, Caamp.0024s0193	Sp1g15780
OG0007729	Caamp.0046s0279, Caamp.0024s0198	Sp1g15730
OG0007730	Caamp.0046s0274, Caamp.0024s0203	Sp1g15680
OG0007731	Caamp.0046s0272, Caamp.0024s0205	Sp1g15660
OG0007732	Caamp.0024s0208, Caamp.0046s0269	Sp1g15620
OG0007733	Caamp.0046s0265, Caamp.0024s0212	Sp1g15580
OG0007734	Caamp.0046s0262, Caamp.0024s0217	Sp1g15530, SpUn0033_0020
OG0007735	Caamp.0024s0228, Caamp.0046s0256	Sp1g15420
OG0007736	Caamp.0046s0250, Caamp.0024s0234	Sp1g15360
OG0007737	Caamp.0024s0235, Caamp.0046s0249	Sp1g15350
OG0007738	Caamp.0024s0236	Sp1g15340
OG0007739	Caamp.0024s0237, Caamp.0046s0245	Sp1g15310
OG0007740	Caamp.0046s0244, Caamp.0024s0238	Sp1g15300
OG0007741	Caamp.0024s0242, Caamp.0046s0239	Sp1g15250
OG0007742	Caamp.0046s0238, Caamp.0024s0243	Sp1g15240
OG0007743	Caamp.0024s0244, Caamp.0046s0237	Sp1g15230
OG0007744	Caamp.0046s0235, Caamp.0024s0246	Sp1g15210
OG0007745	Caamp.0046s0233, Caamp.0024s0248	Sp1g15190
OG0007746	Caamp.0046s0232, Caamp.0024s0249	Sp1g15180
OG0007747	Caamp.0046s0231, Caamp.0024s0250	Sp1g15170
OG0007748	Caamp.0046s0222, Caamp.0024s0258	Sp1g15070
OG0007749	Caamp.0024s0263, Caamp.0046s0217	Sp1g15040
OG0007750	Caamp.0024s0265	Sp1g15020
OG0007751	Caamp.0024s0266, Caamp.0046s0214	Sp1g15010
OG0007752	Caamp.0056s0155, Caamp.0024s0275	Sp1g04220
OG0007753	Caamp.0024s0276, Caamp.0056s0156	Sp1g04230
OG0007754	Caamp.0056s0159, Caamp.0024s0279	Sp1g04270
OG0007755	Caamp.0056s0162, Caamp.0024s0281	Sp1g04300
OG0007756	Caamp.0056s0169, Caamp.0024s0285	Sp1g04370
OG0007757	Caamp.0024s0288, Caamp.0056s0172	Sp1g04400
OG0007758	Caamp.0024s0291, Caamp.0056s0175	Sp1g04420
OG0007759	Caamp.0056s0180, Caamp.0024s0297	Sp1g04470
