Orthogroup	S_parvula	C_amplexicaulis
OG0006881	Sp1g13940	Caamp.0040s0134, Caamp.0188s0672
OG0006882	Sp1g13970	Caamp.0040s0138, Caamp.0188s0674
OG0006883	Sp1g14020	Caamp.0188s0679, Caamp.0040s0143
OG0006884	Sp1g14110	Caamp.0459s0008, Caamp.0040s0154, Caamp.0188s0686
OG0006885	Sp1g14130	Caamp.0040s0155, Caamp.0188s0687
OG0006886	Sp1g14150	Caamp.0188s0690, Caamp.0040s0158
OG0006887	Sp1g14260	Caamp.0040s0168, Caamp.0188s0699
OG0006888	Sp1g14280	Caamp.0040s0170, Caamp.0188s0701
OG0006889	Sp1g14400	Caamp.0188s0716
OG0006890	Sp1g14470	Caamp.0188s0724, Caamp.0046s0161
OG0006891	Sp1g14480	Caamp.0188s0725, Caamp.0046s0162
OG0006892	Sp1g14690	Caamp.0188s0745, Caamp.0046s0182
OG0006893	Sp1g14710	Caamp.0188s0747, Caamp.0046s0184
OG0006894	Sp1g14730	Caamp.0046s0186, Caamp.0188s0749
OG0006895	Sp1g14740	Caamp.0188s0750, Caamp.0188s0751, Caamp.0046s0187
OG0006896	Sp1g14890	Caamp.0188s0766, Caamp.0046s0200
OG0006897	Sp1g04125, SpUn0024_0010	Caamp.0188s0780, Caamp.0056s0147
OG0006898	Sp1g04120, SpUn0024_0020	Caamp.0056s0146, Caamp.0188s0781
OG0006899	SpUn0024_0060, Sp1g04080	Caamp.0188s0784, Caamp.0056s0144
OG0006900	Sp1g04070, SpUn0024_0070	Caamp.0056s0143, Caamp.0188s0785, Caamp.0056s0142
OG0006901	Sp1g04040, SpUn0024_0100	Caamp.0188s0787, Caamp.0056s0139
OG0006902	Sp1g03980	Caamp.0056s0132, Caamp.0188s0793
OG0006903	Sp1g03960	Caamp.0056s0130, Caamp.0188s0795
OG0006904	Sp1g03920	Caamp.0056s0127, Caamp.0188s0800
OG0006905	Sp1g03770	Caamp.0056s0114
OG0006906	Sp1g03740	Caamp.0188s0818, Caamp.0056s0112
OG0006907	Sp1g03620	Caamp.0188s0828, Caamp.0056s0102
OG0006908	Sp4g14620, Sp1g03480	Caamp.0056s0087, Caamp.0188s0840
OG0006909	Sp1g03450, SpUn0217_0010	Caamp.0056s0084, Caamp.0188s0843
OG0006910	Sp1g03410	Caamp.0056s0082, Caamp.0188s0848
OG0006911	Sp1g03360	Caamp.0056s0077, Caamp.0188s0853
OG0006912	Sp1g03280	Caamp.0188s0860, Caamp.0056s0069
OG0006913	Sp1g03250	Caamp.0056s0066, Caamp.0188s0863
OG0006914	Sp1g03130	Caamp.0056s0051
OG0006914	Sp1g03120	Caamp.0188s0874
OG0006915	Sp1g03110	Caamp.0056s0050, Caamp.0188s0875
OG0006916	Sp1g03090	Caamp.0188s0877, Caamp.0056s0048
OG0006917	Sp1g03030	Caamp.0188s0883, Caamp.0056s0042
OG0006918	Sp1g02960	Caamp.0056s0036, Caamp.0188s0890
OG0006919	Sp1g02917	Caamp.0056s0032, Caamp.0188s0894
OG0006920	Sp1g02880	Caamp.0188s0897, Caamp.0056s0027
OG0006921	Sp1g02850	Caamp.0056s0024, Caamp.0188s0900
OG0006922	Sp1g02820	Caamp.0188s0903, Caamp.0056s0022
OG0006923	Sp1g02600	Caamp.0056s0003, Caamp.0188s0926
OG0006924	Sp1g02540	Caamp.0188s0933, Caamp.0056s0010
OG0006925	Sp1g02530	Caamp.0188s0934, Caamp.0056s0011
OG0006926	Sp1g02520	Caamp.0188s0935, Caamp.0056s0012
OG0006927	Sp1g02510	Caamp.0056s0013, Caamp.0188s0936
OG0006928	Sp1g02500	Caamp.0056s0014, Caamp.0188s0937
OG0006929	Sp1g05360	Caamp.0056s0265, Caamp.0188s0949, Caamp.0024s0380
OG0006930	Sp1g00960	Caamp.0188s1088, Caamp.0275s0086
OG0006931	Sp1g00940	Caamp.0275s0085, Caamp.0188s1090
OG0006932	Sp1g00770	Caamp.0188s1111, Caamp.0275s0070
OG0006933	Sp1g00750	Caamp.0188s1113, Caamp.0275s0068
OG0006934	Sp1g00710	Caamp.0275s0064, Caamp.0188s1117
OG0006935	Sp1g00660, Sp1g00650	Caamp.0188s1120
OG0006936	Sp1g00510	Caamp.0275s0048, Caamp.0188s1130
OG0006937	Sp1g00390	Caamp.0188s1139, Caamp.0275s0036
OG0006938	Sp1g00350	Caamp.0188s1140, Caamp.0275s0032
OG0006939	Sp1g00290	Caamp.0275s0028, Caamp.0188s1145
OG0006941	Sp1g00240	Caamp.0275s0023, Caamp.0188s1150
OG0006942	Sp1g00230	Caamp.0188s1151, Caamp.0275s0021
OG0006943	Sp1g00180	Caamp.0188s1155, Caamp.0275s0016
OG0006944	Sp1g00100	Caamp.0275s0007, Caamp.0188s1160
OG0006945	Sp1g00070	Caamp.0275s0005, Caamp.0188s1162
OG0006946	Sp5g19120	Caamp.0019s0108
OG0006947	Sp5g19240	Caamp.0019s0085, Caamp.0019s0101
OG0006948	Sp5g19250	Caamp.0019s0100, Caamp.0019s0086
OG0006949	Sp5g02030	Caamp.0019s0129, Caamp.0065s0060, Caamp.0023s0446
OG0006950	Sp1g17790	Caamp.0190s0001, Caamp.0046s0474
OG0006951	Sp1g17870	Caamp.0046s0482, Caamp.0190s0007
OG0006952	Sp1g17880	Caamp.0046s0483, Caamp.0190s0008
OG0006953	Sp1g17890	Caamp.0190s0009
OG0006954	Sp1g17960	Caamp.0190s0017
OG0006955	Sp1g17980	Caamp.0046s0491
OG0006956	Sp1g18030	Caamp.0046s0496, Caamp.0190s0024
OG0006957	Sp1g18260	Caamp.0190s0039, Caamp.0046s0512
OG0006958	Sp1g18300	Caamp.0190s0043, Caamp.0046s0516
OG0006959	Sp1g18360	Caamp.0046s0520, Caamp.0190s0048
OG0006960	Sp1g18380	Caamp.0190s0050, Caamp.0046s0522
OG0006961	Sp1g18460	Caamp.0190s0056, Caamp.0046s0528
OG0006962	Sp1g18470	Caamp.0190s0057, Caamp.0046s0529
OG0006963	Sp1g18530	Caamp.0046s0535, Caamp.0190s0062
OG0006964	Sp1g18540	Caamp.0046s0536, Caamp.0190s0063
OG0006965	Sp1g18570	Caamp.0190s0066, Caamp.0046s0539
OG0006966	Sp1g18600	Caamp.0190s0069, Caamp.0046s0542
OG0006967	Sp1g18610	Caamp.0046s0543, Caamp.0190s0070
OG0006968	Sp1g18640	Caamp.0046s0546, Caamp.0190s0073
OG0006969	Sp1g18680	Caamp.0046s0550, Caamp.0190s0078
OG0006970	Sp1g18690	Caamp.0046s0551, Caamp.0190s0079
OG0006971	Sp1g18720	Caamp.0190s0082, Caamp.0046s0554
OG0006972	Sp1g18760	Caamp.0046s0560, Caamp.0190s0087
OG0006973	Sp1g18840	Caamp.0190s0094, Caamp.0046s0566
OG0006974	Sp1g18900	Caamp.0046s0573, Caamp.0190s0101
OG0006975	Sp1g18910	Caamp.0046s0574, Caamp.0190s0102
OG0006976	Sp1g18920	Caamp.0046s0575, Caamp.0190s0103
OG0006977	Sp1g18940	Caamp.0046s0577, Caamp.0190s0105
OG0006978	Sp1g18990	Caamp.0046s0582, Caamp.0190s0110
OG0006979	Sp1g37600	Caamp.0190s0190, Caamp.0064s0868
OG0006980	Sp1g37630	Caamp.0190s0191, Caamp.0064s0872
OG0006981	Sp1g37640	Caamp.0190s0192, Caamp.0064s0873
OG0006982	Sp1g37650	Caamp.0190s0193, Caamp.0064s0874
OG0006983	Sp1g37890	Caamp.0064s0889, Caamp.0190s0208
OG0006984	Sp7g25770	Caamp.0190s0247, Caamp.0005s0052, Caamp.0094s1059
OG0006985	Sp7g25720	Caamp.0094s1064, Caamp.0190s0252
OG0006986	Sp7g25680	Caamp.0094s1069, Caamp.0190s0257
OG0006987	Sp7g11900	Caamp.0094s1078
OG0006987	Sp7g25620	Caamp.0190s0268
OG0006988	Sp7g25560	Caamp.0094s1080, Caamp.0190s0272
OG0006989	Sp7g25550	Caamp.0094s1081, Caamp.0190s0273
OG0006990	Sp7g25540	Caamp.0094s1082, Caamp.0190s0274
OG0006991	Sp7g25520	Caamp.0190s0275
OG0006992	Sp7g25480	Caamp.0190s0278
OG0006993	Sp7g25440	Caamp.0094s1091, Caamp.0190s0280
OG0006994	Sp7g25430	Caamp.0190s0281, Caamp.0094s1092
OG0006995	Sp7g25420	Caamp.0190s0282, Caamp.0094s1093
OG0006996	Sp7g25380	Caamp.0094s1099, Caamp.0190s0286
OG0006997	Sp7g25370	Caamp.0190s0287, Caamp.0094s1100
OG0006998	Sp7g25360	Caamp.0094s1102, Caamp.0190s0289
OG0006999	Sp7g25350	Caamp.0190s0290, Caamp.0094s1103
OG0007000	Sp7g25310	Caamp.0190s0292, Caamp.0094s1107
OG0007001	Sp7g25250	Caamp.0190s0299, Caamp.0094s1110
OG0007002	Sp7g25180	Caamp.0190s0304, Caamp.0094s1115
OG0007003	Sp7g25130	Caamp.0190s0309, Caamp.0094s1118
OG0007004	Sp7g24940	Caamp.0094s1134, Caamp.0190s0326
OG0007005	Sp7g24890	Caamp.0190s0331, Caamp.0094s1140
OG0007006	Sp7g24810	Caamp.0094s1143, Caamp.0190s0336
OG0007007	Sp7g24770	Caamp.0190s0341, Caamp.0094s1148
OG0007008	Sp7g24760	Caamp.0094s1149, Caamp.0190s0342
OG0007009	Sp7g24730	Caamp.0094s1152, Caamp.0190s0345
OG0007010	Sp7g24620	Caamp.0190s0358, Caamp.0094s1164
OG0007011	Sp7g24610	Caamp.0094s1165, Caamp.0190s0359
OG0007012	Sp7g24590	Caamp.0094s1166, Caamp.0190s0360
OG0007013	Sp7g24580	Caamp.0190s0361, Caamp.0094s1167
OG0007014	Sp7g24450	Caamp.0190s0373, Caamp.0003s0010
OG0007015	Sp7g24410	Caamp.0003s0014, Caamp.0190s0376
OG0007016	Sp7g24370	Caamp.0190s0379, Caamp.0003s0017
OG0007017	Sp7g24200	Caamp.0190s0396, Caamp.0003s0037
OG0007018	Sp7g24170	Caamp.0190s0401, Caamp.0003s0039
OG0007019	Sp7g24150	Caamp.0190s0403, Caamp.0003s0041
OG0007020	Sp7g24140	Caamp.0190s0404, Caamp.0003s0042
OG0007021	SpUn0235_0010	Caamp.0003s0050, Caamp.0190s0414
OG0007022	Sp7g24020, Sp4g09620	Caamp.0190s0419, Caamp.0003s0056
OG0007023	Sp7g24010	Caamp.0190s0420, Caamp.0003s0057
OG0007024	Sp7g23900	Caamp.0190s0432, Caamp.0003s0069
OG0007025	Sp7g23840	Caamp.0003s0076, Caamp.0190s0438
OG0007026	Sp7g23800	Caamp.0003s0081, Caamp.0190s0443
OG0007027	Sp7g23670	Caamp.0190s0460, Caamp.0003s0094
OG0007028	Sp7g23610	Caamp.0190s0467, Caamp.0003s0102
OG0007029	Sp7g23600	Caamp.0190s0468, Caamp.0003s0103
OG0007030	Sp7g23590	Caamp.0190s0469, Caamp.0003s0104
OG0007031	Sp7g23580	Caamp.0190s0470, Caamp.0003s0105
OG0007032	Sp7g23440	Caamp.0190s0484, Caamp.0003s0113
OG0007033	Sp7g23390	Caamp.0190s0489, Caamp.0003s0116
OG0007034	Sp7g23340	Caamp.0190s0494, Caamp.0003s0120
OG0007035	Sp7g23330	Caamp.0003s0121, Caamp.0190s0495
OG0007036	Sp7g23300	Caamp.0003s0124, Caamp.0190s0498
OG0007037	Sp7g23230	Caamp.0190s0506, Caamp.0003s0131
OG0007038	Sp7g23170	Caamp.0190s0510, Caamp.0003s0159
OG0007039	Sp7g23140	Caamp.0003s0156, Caamp.0190s0512
OG0007040	Sp7g23070	Caamp.0003s0150, Caamp.0190s0518
OG0007041	Sp7g23060	Caamp.0003s0149, Caamp.0190s0519, Caamp.0002s0120
OG0007042	Sp7g23030	Caamp.0190s0522, Caamp.0003s0146
OG0007043	SpUn1647_0010	Caamp.0190s0523
OG0007044	Sp7g23010	Caamp.0003s0143, Caamp.0190s0524
OG0007045	Sp7g22980	Caamp.0003s0142, Caamp.0190s0526
OG0007046	Sp7g22970	Caamp.0003s0133
OG0007047	Sp5g18180	Caamp.0003s0134
OG0007047	Sp7g22960	Caamp.0190s0528
OG0007048	Sp7g22790	Caamp.0190s0545, Caamp.0003s0171
OG0007049	Sp7g22780	Caamp.0003s0170, Caamp.0190s0546
OG0007050	Sp7g22750	Caamp.0190s0549, Caamp.0003s0168
OG0007051	Sp7g22690	Caamp.0190s0554, Caamp.0003s0176
OG0007052	Sp7g22680	Caamp.0003s0177, Caamp.0190s0556
OG0007053	Sp7g22650	Caamp.0190s0559, Caamp.0003s0180
OG0007054	Sp7g22620	Caamp.0190s0561
OG0007055	Sp7g22610	Caamp.0003s0185, Caamp.0190s0562
OG0007056	Sp7g22600	Caamp.0190s0563, Caamp.0003s0186
OG0007057	Sp7g22590	Caamp.0190s0564, Caamp.0003s0187
OG0007058	Sp7g22580	Caamp.0190s0565, Caamp.0003s0188
OG0007059	Sp7g22560	Caamp.0190s0567, Caamp.0003s0190
OG0007060	Sp7g22490	Caamp.0190s0574, Caamp.0003s0196
OG0007061	Sp7g22480	Caamp.0003s0197, Caamp.0190s0575
OG0007062	Sp7g22460	Caamp.0190s0577, Caamp.0003s0199
OG0007063	Sp7g22450	Caamp.0190s0578, Caamp.0003s0200
OG0007064	Sp7g22380	Caamp.0003s0204, Caamp.0190s0583
OG0007065	Sp7g22270	Caamp.0190s0596
OG0007066	Sp7g22260	Caamp.0190s0597, Caamp.0003s0212
OG0007067	Sp7g22220	Caamp.0190s0601
OG0007068	Sp7g22210	Caamp.0190s0602, Caamp.0003s0217
OG0007069	Sp7g22200	Caamp.0190s0603, Caamp.0003s0218
OG0007070	Sp7g22160	Caamp.0003s0223, Caamp.0190s0608
OG0007071	Sp7g22110	Caamp.0003s0228, Caamp.0190s0613
OG0007072	Sp7g22080	Caamp.0003s0231, Caamp.0190s0616
OG0007073	Sp7g22030	Caamp.0003s0236, Caamp.0190s0620
OG0007074	Sp7g22020	Caamp.0003s0237, Caamp.0190s0621
OG0007075	Sp7g21990	Caamp.0190s0625, Caamp.0003s0240
OG0007076	Sp7g21970	Caamp.0190s0626, Caamp.0003s0243
OG0007077	Sp7g21850	Caamp.0190s0637, Caamp.0003s0253
OG0007078	Sp7g21840	Caamp.0003s0254, Caamp.0190s0638
OG0007079	Sp7g21810	Caamp.0003s0257, Caamp.0190s0641
OG0007080	Sp7g21770	Caamp.0190s0646, Caamp.0003s0261
OG0007081	Sp7g21760	Caamp.0003s0262, Caamp.0190s0647
OG0007082	Sp7g21670	Caamp.0190s0652, Caamp.0003s0268
OG0007083	Sp7g21590	Caamp.0190s0658, Caamp.0097s0664, Caamp.0003s0275
OG0007084	Sp7g21540	Caamp.0003s0279, Caamp.0190s0662
OG0007085	Sp7g21470	Caamp.0003s0284, Caamp.0190s0667
OG0007086	Sp7g21460	Caamp.0003s0285, Caamp.0190s0668
OG0007087	Sp7g21380	Caamp.0003s0293, Caamp.0190s0674
OG0007088	Sp7g21350	Caamp.0003s0296, Caamp.0190s0677
OG0007089	Sp7g21320	Caamp.0003s0300, Caamp.0190s0680
OG0007090	Sp7g21180	Caamp.0190s0690, Caamp.0003s0319
OG0007091	Sp7g21160	Caamp.0003s0322, Caamp.0190s0692, Caamp.0003s0321
OG0007092	Sp7g21140	Caamp.0190s0694, Caamp.0003s0324
OG0007093	Sp7g21100	Caamp.0190s0697, Caamp.0003s0329
OG0007094	Sp7g20990	Caamp.0190s0705, Caamp.0003s0339
OG0007095	Sp7g20960	Caamp.0190s0707, Caamp.0003s0342
OG0007096	Sp7g20950	Caamp.0003s0343, Caamp.0190s0708
OG0007097	Sp7g20940	Caamp.0190s0709, Caamp.0003s0344
OG0007098	Sp7g20930	Caamp.0003s0345, Caamp.0190s0710
OG0007099	Sp7g20870	Caamp.0190s0713, Caamp.0003s0351
OG0007100	Sp7g20840	Caamp.0190s0716, Caamp.0003s0354
OG0007101	Sp7g29610	Caamp.0190s0719
OG0007102	Sp7g20760	Caamp.0042s0020, Caamp.0190s0727, Caamp.0190s0725, Caamp.0003s0361
OG0007103	Sp7g20740	Caamp.0190s0728, Caamp.0003s0362
OG0007104	SpUn1040_0020	Caamp.0190s0729
OG0007105	Sp6g05260	Caamp.0028s0270
OG0007105	Sp7g20700	Caamp.0190s0736, Caamp.0003s0365
OG0007106	Sp7g20680	Caamp.0190s0741, Caamp.0190s0740
OG0007106	Sp7g20670	Caamp.0003s0370
OG0007107	Sp7g20640	Caamp.0003s0373, Caamp.0190s0745
OG0007108	Sp7g20620	Caamp.0190s0746, Caamp.0003s0374
OG0007109	Sp7g20590	Caamp.0003s0377, Caamp.0190s0749
OG0007110	Sp7g20550	Caamp.0003s0381, Caamp.0190s0754
OG0007111	Sp7g20500	Caamp.0190s0757, Caamp.0003s0387
OG0007112	Sp7g20440	Caamp.0190s0762, Caamp.0003s0393
OG0007113	Sp7g20410	Caamp.0190s0767, Caamp.0003s0396
OG0007114	Sp7g20380	Caamp.0003s0400, Caamp.0190s0770
OG0007115	Sp7g20370	Caamp.0190s0771, Caamp.0003s0401
OG0007116	Sp7g20330	Caamp.0003s0405, Caamp.0190s0777
OG0007117	Sp7g20310	Caamp.0003s0407, Caamp.0190s0779
OG0007118	Sp7g20280	Caamp.0190s0781, Caamp.0003s0409
OG0007119	Sp7g20220	Caamp.0003s0414, Caamp.0190s0789
OG0007120	Sp7g20200	Caamp.0190s0792, Caamp.0003s0416
OG0007121	Sp7g20190	Caamp.0003s0417
OG0007122	Sp7g20180	Caamp.0003s0418, Caamp.0190s0794
OG0007123	Sp7g20150	Caamp.0003s0421, Caamp.0190s0797
OG0007124	Sp7g20010	Caamp.0003s0429, Caamp.0190s0810
OG0007125	Sp7g19990	Caamp.0003s0432, Caamp.0190s0813
OG0007126	Sp7g19900	Caamp.0190s0821, Caamp.0003s0441
OG0007127	Sp7g19880	Caamp.0190s0822, Caamp.0003s0442
OG0007128	Sp7g19780	Caamp.0003s0448, Caamp.0190s0828
OG0007129	Sp7g19760	Caamp.0003s0449, Caamp.0097s0661, Caamp.0190s0829
OG0007130	Sp7g19680	Caamp.0003s0458, Caamp.0190s0838
OG0007131	Sp7g19650	Caamp.0190s0840
OG0007131	Sp7g19660	Caamp.0190s0839
OG0007132	Sp7g19590	Caamp.0003s0462, Caamp.0190s0848
OG0007133	Sp7g19570	Caamp.0190s0850, Caamp.0003s0464
OG0007134	Sp7g19560	Caamp.0190s0851, Caamp.0003s0465
OG0007135	Sp7g19520	Caamp.0190s0854, Caamp.0003s0468
OG0007136	Sp7g19440	Caamp.0190s0856, Caamp.0003s0469
OG0007137	Sp7g19420	Caamp.0190s0858, Caamp.0003s0470
OG0007138	Sp7g19370	Caamp.0190s0863, Caamp.0003s0473
OG0007139	Sp7g19300	Caamp.0190s0869, Caamp.0003s0480
OG0007140	Sp7g19290	Caamp.0190s0870
OG0007141	Sp7g19190	Caamp.0004s0049, Caamp.0003s0491, Caamp.0190s0880
OG0007142	Sp7g19070	Caamp.0003s0499, Caamp.0190s0890
OG0007143	Sp7g19040	Caamp.0003s0502
OG0007144	Sp7g19000	Caamp.0190s0895, Caamp.0003s0506
OG0007145	Sp7g18990	Caamp.0190s0896, Caamp.0003s0507
OG0007146	Sp7g18960	Caamp.0003s0510, Caamp.0190s0899
OG0007147	Sp7g18770	Caamp.0190s0916, Caamp.0003s0524
OG0007148	Sp7g18765	Caamp.0003s0525, Caamp.0190s0917
OG0007149	Sp7g18630	Caamp.0003s0538, Caamp.0190s0929
OG0007150	Sp7g18600	Caamp.0190s0933, Caamp.0003s0543
OG0007151	Sp7g18590	Caamp.0190s0934, Caamp.0003s0544
OG0007152	Sp7g18570	Caamp.0003s0546, Caamp.0190s0936
OG0007153	Sp7g18530	Caamp.0003s0550, Caamp.0190s0940
OG0007154	Sp7g18510	Caamp.0190s0942, Caamp.0003s0551
OG0007155	Sp7g18500	Caamp.0190s0943, Caamp.0003s0552
OG0007156	Sp7g18480	Caamp.0003s0555, Caamp.0190s0945
OG0007157	Sp7g18470	Caamp.0003s0556
OG0007158	Sp7g18440	Caamp.0003s0559, Caamp.0190s0950
OG0007159	Sp7g18360	Caamp.0003s0566, Caamp.0190s0959
OG0007160	Sp7g18340	Caamp.0003s0567
OG0007161	Sp7g18320	Caamp.0190s0962
OG0007162	Sp7g18300	Caamp.0190s0964, Caamp.0003s0571
OG0007163	Sp7g18240	Caamp.0003s0575, Caamp.0190s0967
OG0007164	Sp7g18230	Caamp.0190s0968, Caamp.0003s0576
OG0007165	Sp7g18140, Sp7g18170	Caamp.0190s0974, Caamp.0003s0582
OG0007166	Sp7g18130	Caamp.0190s0980, Caamp.0003s0586
OG0007167	Sp7g18120	Caamp.0003s0587, Caamp.0190s0981
OG0007168	Sp7g18100	Caamp.0003s0589, Caamp.0190s0985
OG0007169	Sp7g18070	Caamp.0190s0990, Caamp.0003s0591
OG0007170	Sp7g18040	Caamp.0003s0594, Caamp.0190s0993
OG0007171	Sp7g18010	Caamp.0003s0597, Caamp.0190s0996
OG0007172	Sp7g17990	Caamp.0190s0997, Caamp.0003s0598
OG0007173	Sp7g17960	Caamp.0190s0998, Caamp.0003s0601
OG0007174	Sp7g17950	Caamp.0190s0999, Caamp.0003s0602
OG0007175	Sp7g17920	Caamp.0003s0605, Caamp.0190s1004
OG0007176	Sp7g17900	Caamp.0190s1006, Caamp.0003s0607
OG0007177	Sp7g17860	Caamp.0190s1010, Caamp.0003s0611
OG0007178	Sp7g17840	Caamp.0003s0613, Caamp.0190s1012
OG0007179	Sp7g17830, Sp2g10350	Caamp.0190s1013
OG0007180	Sp7g17820	Caamp.0003s0615, Caamp.0190s1015
OG0007181	Sp7g17810	Caamp.0190s1017, Caamp.0003s0617
OG0007182	Sp7g17690	Caamp.0190s1029, Caamp.0003s0628
OG0007183	Sp7g17670	Caamp.0003s0630
OG0007184	Sp7g17660	Caamp.0003s0631, Caamp.0190s1032
OG0007185	Sp7g17640	Caamp.0003s0633, Caamp.0190s1034
OG0007186	Sp7g17610	Caamp.0190s1037, Caamp.0190s1038, Caamp.0003s0636
OG0007187	Sp7g17600	Caamp.0190s1039, Caamp.0003s0637
OG0007188	Sp7g17560	Caamp.0190s1042, Caamp.0003s0641
OG0007189	Sp7g17480	Caamp.0003s0650, Caamp.0190s1049
OG0007190	Sp7g17470	Caamp.0003s0651, Caamp.0190s1050
OG0007191	Sp7g15390	Caamp.0190s1064, Caamp.0003s0663
OG0007192	Sp7g15420	Caamp.0003s0667, Caamp.0190s1067
OG0007193	Sp7g15440	Caamp.0003s0669
OG0007194	Sp7g15470	Caamp.0190s1072, Caamp.0003s0672
OG0007195	Sp7g15500	Caamp.0003s0676, Caamp.0190s1079
OG0007196	Sp7g15530	Caamp.0003s0680, Caamp.0190s1083
OG0007197	Sp7g15540	Caamp.0003s0681, Caamp.0190s1084
OG0007198	Sp7g15550	Caamp.0190s1085, Caamp.0003s0682
OG0007199	Sp7g15590	Caamp.0190s1089, Caamp.0003s0686
OG0007200	Sp7g15630	Caamp.0003s0693, Caamp.0190s1094
OG0007201	Sp7g15640	Caamp.0003s0694, Caamp.0190s1095
OG0007202	Sp7g15750	Caamp.0190s1102, Caamp.0003s0701
OG0007203	Sp7g15800	Caamp.0003s0705
OG0007204	Sp7g15940	Caamp.0003s0718, Caamp.0190s1116
OG0007205	Sp7g15950	Caamp.0003s0719
OG0007206	Sp7g15960	Caamp.0003s0720, Caamp.0190s1118
OG0007207	Sp7g16060	Caamp.0190s1126, Caamp.0003s0728
OG0007208	Sp7g16100	Caamp.0003s0733, Caamp.0190s1131
OG0007209	Sp7g16110	Caamp.0190s1132, Caamp.0003s0734
OG0007210	Sp3g27540	Caamp.0026s0810, Caamp.0190s1139
OG0007211	Sp3g27650	Caamp.0190s1142, Caamp.0026s0806
OG0007212	Sp3g28360	Caamp.0190s1189, Caamp.0026s0770
OG0007213	Sp3g28510	Caamp.0026s0753, Caamp.0190s1214
OG0007214	Sp3g28580	Caamp.0190s1217
OG0007215	SpUn0368_0010	Caamp.0190s1223, Caamp.0026s0744
OG0007216	Sp3g28700	Caamp.0026s0740, Caamp.0190s1226
OG0007217	Sp3g28730	Caamp.0190s1227, Caamp.0026s0738
OG0007218	Sp3g28850	Caamp.0190s1234, Caamp.0026s0721
OG0007219	Sp3g28870	Caamp.0190s1237, Caamp.0026s0722
OG0007220	Sp3g29110, Sp3g29120	Caamp.0190s1258, Caamp.0026s0716
OG0007221	Sp3g29300	Caamp.0190s1271, Caamp.0026s0706
OG0007222	Sp3g19130, Sp4g16570	Caamp.0190s1274
OG0007223	Sp3g29340	Caamp.0190s1276, Caamp.0026s0702
OG0007224	Sp3g29720	Caamp.0190s1297, Caamp.0026s0677
OG0007225	Sp3g29760	Caamp.0190s1299, Caamp.0026s0672
OG0007226	Sp3g30110	Caamp.0190s1313, Caamp.0026s0660
OG0007227	Sp3g29920	Caamp.0190s1335, Caamp.0026s0633
OG0007228	Sp3g30190	Caamp.0190s1340, Caamp.0026s0623
OG0007229	Sp3g30240	Caamp.0190s1345, Caamp.0026s0616
OG0007230	Sp3g30480	Caamp.0026s0602, Caamp.0190s1362
OG0007231	Sp3g30510	Caamp.0190s1366, Caamp.0026s0599
OG0007232	Sp3g30580	Caamp.0190s1370, Caamp.0026s0595
OG0007233	Sp3g30610	Caamp.0190s1373, Caamp.0026s0592
OG0007234	SpUn0338_0010	Caamp.0006s0604, Caamp.0002s0117
OG0007235	Sp5g21530	Caamp.0006s0595
OG0007236	Sp5g21710	Caamp.0002s0149, Caamp.0006s0582
OG0007237	SpUn1100_0010	Caamp.0002s0153, Caamp.0303s0710
OG0007238	Sp5g21800	Caamp.0303s0707, Caamp.0002s0155
OG0007239	Sp7g03820	Caamp.0097s0445
OG0007239	Sp5g21880	Caamp.0002s0167, Caamp.0303s0702
OG0007240	Sp5g21980	Caamp.0303s0694, Caamp.0002s0175
OG0007241	Sp5g22100	Caamp.0002s0188, Caamp.0303s0683
OG0007242	Sp5g22170	Caamp.0002s0196, Caamp.0303s0678
OG0007243	Sp5g22200	Caamp.0002s0200, Caamp.0303s0674
OG0007244	Sp5g22250	Caamp.0002s0209, Caamp.0303s0669
OG0007245	Sp5g22260	Caamp.0002s0210, Caamp.0303s0668
OG0007246	Sp5g22290	Caamp.0002s0213, Caamp.0303s0665
OG0007247	Sp5g22300	Caamp.0002s0214, Caamp.0303s0663
OG0007248	Sp5g22440	Caamp.0303s0654, Caamp.0002s0226
OG0007249	Sp5g22540	Caamp.0303s0646, Caamp.0002s0233
OG0007250	Sp5g22580	Caamp.0303s0645, Caamp.0002s0236
OG0007251	Sp5g22600	Caamp.0303s0643, Caamp.0002s0239
OG0007252	Sp5g22610	Caamp.0303s0642, Caamp.0002s0240
OG0007253	Sp5g22660	Caamp.0002s0247, Caamp.0303s0635
OG0007254	Sp5g22670	Caamp.0303s0633, Caamp.0002s0249
OG0007255	Sp5g22780	Caamp.0002s0266, Caamp.0303s0622
OG0007256	Sp5g22820	Caamp.0002s0276, Caamp.0303s0618
OG0007257	Sp5g22850	Caamp.0002s0279, Caamp.0303s0615
OG0007258	Sp5g22860	Caamp.0002s0280, Caamp.0303s0614
OG0007259	Sp5g22930	Caamp.0002s0289
OG0007260	Sp5g22980	Caamp.0303s0604, Caamp.0002s0294
OG0007261	Sp5g22990	Caamp.0002s0295, Caamp.0303s0603
OG0007262	Sp5g23030	Caamp.0002s0299, Caamp.0303s0598
OG0007263	Sp5g23060	Caamp.0303s0595, Caamp.0002s0303
OG0007264	Sp5g23070	Caamp.0002s0304, Caamp.0303s0594
OG0007265	Sp5g23090	Caamp.0303s0592, Caamp.0002s0306
OG0007266	Sp5g23140	Caamp.0303s0588, Caamp.0002s0310
OG0007267	Sp5g23160	Caamp.0002s0312, Caamp.0303s0586
