Orthogroup	S_pinnata	E_salsugineum
OG0005243	Stapi.15125s0001, Stapi.14857s0001	Thhalv10024123m.g
OG0005244	Stapi.18479s0001, Stapi.0240s0010	Thhalv10023612m.g
OG0005245	Stapi.7757s0003, Stapi.2926s0004, Stapi.6769s0001	Thhalv10023397m.g
OG0005247	Stapi.6154s0003, Stapi.10476s0001	Thhalv10023664m.g
OG0005248	Stapi.25085s0001, Stapi.14218s0003	Thhalv10023680m.g
OG0005249	Stapi.6819s0002, Stapi.4848s0003	Thhalv10023313m.g
OG0005250	Stapi.12071s0001, Stapi.0741s0015	Thhalv10023782m.g
OG0005251	Stapi.0634s0009, Stapi.0312s0007	Thhalv10018427m.g
OG0005252	Stapi.3153s0005, Stapi.0312s0009	Thhalv10019852m.g
OG0005253	Stapi.1846s0001, Stapi.0080s0021	Thhalv10018597m.g
OG0005254	Stapi.1537s0004, Stapi.0617s0004	Thhalv10019820m.g
OG0005255	Stapi.0327s0014, Stapi.0482s0009	Thhalv10018066m.g
OG0005256	Stapi.0082s0016, Stapi.0209s0003	Thhalv10027981m.g
OG0005257	Stapi.0167s0025, Stapi.3880s0001	Thhalv10018216m.g
OG0005258	Stapi.0167s0019, Stapi.0208s0019	Thhalv10019176m.g
OG0005259	Stapi.0208s0018, Stapi.0167s0018	Thhalv10018139m.g
OG0005260	Stapi.0167s0005, Stapi.0208s0007	Thhalv10019364m.g
OG0005261	Stapi.0503s0005, Stapi.6802s0001	Thhalv10019572m.g
OG0005263	Stapi.1263s0002, Stapi.0861s0003, Stapi.0956s0002	Thhalv10018184m.g
OG0005264	Stapi.0018s0011, Stapi.0501s0006	Thhalv10018127m.g
OG0005266	Stapi.3025s0001	Thhalv10019314m.g, Thhalv10009290m.g
OG0005268	Stapi.1273s0002, Stapi.2093s0002	Thhalv10022484m.g
OG0005269	Stapi.0052s0004, Stapi.0696s0001, Stapi.0404s0003	Thhalv10022467m.g
OG0005270	Stapi.1671s0002, Stapi.1671s0001, Stapi.6481s0003	Thhalv10018768m.g
OG0005271	Stapi.0955s0003, Stapi.0036s0043	Thhalv10002339m.g
OG0005272	Stapi.0024s0037, Stapi.0276s0015	Thhalv10000977m.g, Thhalv10016855m.g
OG0005273	Stapi.0236s0007, Stapi.0240s0001	Thhalv10002341m.g
OG0005274	Stapi.0321s0006, Stapi.0156s0017	Thhalv10022503m.g
OG0005275	Stapi.0504s0010	Thhalv10001766m.g
OG0005275	Stapi.1178s0013, Stapi.1178s0012	Thhalv10024087m.g
OG0005276	Stapi.5170s0006, Stapi.6785s0004	Thhalv10020611m.g
OG0005277	Stapi.10760s0004	Thhalv10019305m.g
OG0005278	Stapi.1404s0009, Stapi.2886s0007	Thhalv10006555m.g
OG0005279	Stapi.2886s0009, Stapi.4082s0001	Thhalv10006592m.g
OG0005280	Stapi.10866s0001, Stapi.4082s0003	Thhalv10008167m.g
OG0005281	Stapi.12574s0001, Stapi.9152s0003	Thhalv10007026m.g
OG0005282	Stapi.9152s0002, Stapi.4779s0001	Thhalv10007596m.g
OG0005283	Stapi.4779s0003, Stapi.6084s0007	Thhalv10006727m.g
OG0005284	Stapi.16856s0001, Stapi.5429s0001	Thhalv10007714m.g
OG0005285	Stapi.3163s0001, Stapi.1180s0001	Thhalv10008725m.g
OG0005286	Stapi.3163s0008, Stapi.3361s0007	Thhalv10008323m.g
OG0005287	Stapi.2544s0005	Thhalv10008831m.g
OG0005288	Stapi.3587s0004	Thhalv10007972m.g
OG0005289	Stapi.8548s0001, Stapi.2827s0002	Thhalv10007823m.g
OG0005290	Stapi.7573s0002	Thhalv10023249m.g, Thhalv10007557m.g
OG0005291	Stapi.8062s0001	Thhalv10007497m.g
OG0005292	Stapi.8904s0003, Stapi.3570s0004, Stapi.20084s0002	Thhalv10008726m.g
OG0005293	Stapi.8904s0002, Stapi.2820s0001	Thhalv10023085m.g, Thhalv10008741m.g
OG0005294	Stapi.11845s0004, Stapi.0898s0009	Thhalv10008060m.g
OG0005295	Stapi.0898s0006	Thhalv10008721m.g
OG0005296	Stapi.0898s0005, Stapi.2571s0001	Thhalv10008545m.g
OG0005297	Stapi.7027s0002, Stapi.18553s0001, Stapi.13699s0001	Thhalv10006631m.g
OG0005298	Stapi.8707s0002, Stapi.6771s0003	Thhalv10007480m.g
OG0005299	Stapi.2721s0003, Stapi.12607s0002	Thhalv10006883m.g
OG0005300	Stapi.1922s0009	Thhalv10007819m.g
OG0005301	Stapi.1724s0005, Stapi.2117s0017	Thhalv10007161m.g
OG0005302	Stapi.0460s0003, Stapi.2117s0009	Thhalv10008698m.g
OG0005304	Stapi.2117s0005, Stapi.0460s0009	Thhalv10008352m.g
OG0005305	Stapi.8259s0001, Stapi.1152s0005	Thhalv10006699m.g
OG0005306	Stapi.2235s0010, Stapi.1152s0003	Thhalv10008990m.g
OG0005307	Stapi.3355s0002, Stapi.2235s0002	Thhalv10006765m.g
OG0005308	Stapi.1873s0014, Stapi.9541s0002	Thhalv10008376m.g
OG0005309	Stapi.13561s0001, Stapi.1873s0013	Thhalv10009851m.g
OG0005310	Stapi.1873s0010	Thhalv10000634m.g, Thhalv10007996m.g
OG0005311	Stapi.1873s0002, Stapi.3097s0001	Thhalv10006565m.g
OG0005312	Stapi.10318s0001, Stapi.7055s0003	Thhalv10008819m.g
OG0005313	Stapi.6391s0001	Thhalv10008855m.g
OG0005314	Stapi.3135s0003, Stapi.1810s0005	Thhalv10008651m.g
OG0005315	Stapi.1184s0013, Stapi.5578s0005	Thhalv10006652m.g
OG0005316	Stapi.5578s0003, Stapi.5578s0002, Stapi.3023s0001	Thhalv10008265m.g
OG0005317	Stapi.2008s0012, Stapi.1184s0006	Thhalv10007760m.g
OG0005318	Stapi.4893s0004, Stapi.7438s0001	Thhalv10006875m.g
OG0005319	Stapi.4893s0001, Stapi.4859s0004	Thhalv10006682m.g
OG0005320	Stapi.4700s0001, Stapi.0089s0012	Thhalv10006640m.g
OG0005321	Stapi.0089s0004, Stapi.4738s0004	Thhalv10006696m.g
OG0005322	Stapi.0089s0002	Thhalv10008665m.g, Thhalv10005017m.g
OG0005323	Stapi.4338s0005, Stapi.9740s0002	Thhalv10007038m.g
OG0005324	Stapi.9740s0001	Thhalv10007485m.g, Thhalv10002208m.g
OG0005325	Stapi.7530s0003, Stapi.4338s0009, Stapi.12796s0001	Thhalv10007333m.g
OG0005326	Stapi.2541s0001, Stapi.6029s0002	Thhalv10000737m.g
OG0005327	Stapi.4055s0009, Stapi.4055s0007	Thhalv10007981m.g
OG0005328	Stapi.3163s0010, Stapi.3361s0004	Thhalv10009442m.g
OG0005329	Stapi.0047s0001, Stapi.2763s0002	Thhalv10007542m.g
OG0005330	Stapi.1193s0009, Stapi.0741s0002	Thhalv10007575m.g
OG0005331	Stapi.1193s0013, Stapi.2693s0009	Thhalv10007279m.g
OG0005332	Stapi.2693s0006, Stapi.2693s0005, Stapi.1193s0017	Thhalv10008230m.g
OG0005333	Stapi.9224s0001, Stapi.3133s0004, Stapi.8105s0003	Thhalv10006816m.g
OG0005334	Stapi.3133s0006, Stapi.1792s0006	Thhalv10007191m.g
OG0005335	Stapi.1792s0005, Stapi.3133s0007	Thhalv10008511m.g
OG0005336	Stapi.3802s0001	Thhalv10021020m.g, Thhalv10007975m.g
OG0005337	Stapi.8971s0003, Stapi.23921s0001	Thhalv10007980m.g
OG0005338	Stapi.1933s0005, Stapi.1095s0005	Thhalv10008348m.g
OG0005339	Stapi.2595s0004, Stapi.0431s0009	Thhalv10008475m.g
OG0005340	Stapi.2595s0005, Stapi.0431s0012	Thhalv10007373m.g
OG0005341	Stapi.0431s0014, Stapi.5672s0004	Thhalv10007774m.g
OG0005342	Stapi.1211s0004	Thhalv10008133m.g, Thhalv10028057m.g, Thhalv10028024m.g
OG0005343	Stapi.1211s0008, Stapi.0431s0023	Thhalv10008408m.g
OG0005344	Stapi.1211s0010, Stapi.0431s0024	Thhalv10007019m.g
OG0005345	Stapi.0431s0028, Stapi.1211s0015	Thhalv10006678m.g
OG0005346	Stapi.7341s0004, Stapi.5791s0002	Thhalv10007646m.g
OG0005347	Stapi.3065s0004	Thhalv10007616m.g, Thhalv10009320m.g, Thhalv10007501m.g, Thhalv10007743m.g
OG0005348	Stapi.2346s0004, Stapi.3465s0004	Thhalv10007067m.g
OG0005349	Stapi.4155s0001	Thhalv10006856m.g
OG0005350	Stapi.1514s0008, Stapi.11765s0001	Thhalv10007113m.g
OG0005351	Stapi.3189s0002, Stapi.1514s0005	Thhalv10006891m.g
OG0005352	Stapi.1036s0012	Thhalv10009755m.g
OG0005352	Stapi.1982s0001	Thhalv10011681m.g
OG0005353	Stapi.1036s0011, Stapi.1982s0002	Thhalv10007298m.g
OG0005354	Stapi.1563s0003, Stapi.3336s0002	Thhalv10007726m.g
OG0005355	Stapi.1563s0011, Stapi.1420s0003	Thhalv10008971m.g
OG0005356	Stapi.1420s0005, Stapi.1563s0014, Stapi.11392s0003	Thhalv10006665m.g
OG0005357	Stapi.7584s0001, Stapi.1420s0010	Thhalv10007225m.g
OG0005358	Stapi.3560s0004, Stapi.1005s0010	Thhalv10008048m.g
OG0005359	Stapi.1005s0011, Stapi.3560s0005	Thhalv10007967m.g
OG0005360	Stapi.1005s0012, Stapi.3560s0006	Thhalv10009002m.g
OG0005361	Stapi.8874s0003	Thhalv10009024m.g
OG0005362	Stapi.2660s0013, Stapi.2918s0006	Thhalv10009177m.g
OG0005363	Stapi.2918s0009, Stapi.2660s0011	Thhalv10008539m.g
OG0005364	Stapi.2660s0001, Stapi.2918s0016	Thhalv10006564m.g
OG0005365	Stapi.7221s0001, Stapi.2033s0002	Thhalv10007623m.g
OG0005366	Stapi.5319s0001, Stapi.3456s0002	Thhalv10006918m.g
OG0005367	Stapi.1172s0013, Stapi.1894s0004	Thhalv10008533m.g
OG0005368	Stapi.1894s0007, Stapi.1172s0015	Thhalv10009652m.g
OG0005369	Stapi.0327s0002, Stapi.11100s0002	Thhalv10006624m.g
OG0005370	Stapi.0327s0001, Stapi.11100s0001	Thhalv10007467m.g
OG0005371	Stapi.1603s0005, Stapi.1603s0006	Thhalv10008448m.g
OG0005372	Stapi.11315s0003, Stapi.5366s0002	Thhalv10006803m.g
OG0005373	Stapi.5835s0003	Thhalv10018646m.g
OG0005374	Stapi.9119s0002	Thhalv10006716m.g
OG0005375	Stapi.28145s0001, Stapi.5033s0001	Thhalv10007758m.g
OG0005376	Stapi.23536s0001, Stapi.15656s0001	Thhalv10007017m.g
OG0005377	Stapi.12953s0001	Thhalv10008052m.g
OG0005378	Stapi.9064s0002	Thhalv10006811m.g, Thhalv10009939m.g
OG0005379	Stapi.5056s0002	Thhalv10010013m.g
OG0005381	Stapi.14477s0001, Stapi.1713s0004	Thhalv10006644m.g
OG0005382	Stapi.1713s0003	Thhalv10029242m.g, Thhalv10007316m.g
OG0005383	Stapi.5535s0002, Stapi.1943s0001, Stapi.2436s0010	Thhalv10007902m.g
OG0005384	Stapi.7421s0002, Stapi.2523s0014	Thhalv10006753m.g
OG0005385	Stapi.2523s0015, Stapi.7421s0001	Thhalv10006576m.g
OG0005386	Stapi.4504s0009, Stapi.2523s0006	Thhalv10004433m.g
OG0005387	Stapi.4504s0010, Stapi.2523s0005	Thhalv10008694m.g
OG0005388	Stapi.14144s0001	Thhalv10006257m.g
OG0005389	Stapi.12738s0001, Stapi.0018s0035	Thhalv10002490m.g
OG0005390	Stapi.0300s0007, Stapi.4870s0002	Thhalv10022469m.g
OG0005392	Stapi.0980s0004, Stapi.0849s0010	Thhalv10007122m.g
OG0005393	Stapi.2359s0008, Stapi.2359s0009	Thhalv10008566m.g
OG0005394	Stapi.2359s0006, Stapi.3672s0001	Thhalv10008163m.g
OG0005395	Stapi.2359s0005, Stapi.3485s0002	Thhalv10010046m.g
OG0005396	Stapi.2359s0004, Stapi.3485s0003, Stapi.3672s0002	Thhalv10009574m.g
OG0005397	Stapi.1538s0007	Thhalv10008313m.g, Thhalv10008706m.g
OG0005398	Stapi.2505s0008, Stapi.18709s0001, Stapi.1663s0010	Thhalv10007137m.g
OG0005399	Stapi.1128s0004	Thhalv10009917m.g, Thhalv10008824m.g
OG0005400	Stapi.1128s0007, Stapi.1319s0014	Thhalv10006674m.g
OG0005401	Stapi.7291s0001, Stapi.13818s0002	Thhalv10007995m.g
OG0005402	Stapi.7291s0002, Stapi.1319s0006	Thhalv10006916m.g
OG0005403	Stapi.6155s0001, Stapi.4824s0002	Thhalv10006656m.g
OG0005404	Stapi.6155s0003, Stapi.4824s0001	Thhalv10008443m.g
OG0005405	Stapi.11875s0001, Stapi.3000s0001	Thhalv10008635m.g
OG0005406	Stapi.0579s0014, Stapi.3973s0002	Thhalv10011195m.g
OG0005407	Stapi.0579s0021, Stapi.1200s0011	Thhalv10011243m.g
OG0005408	Stapi.0579s0020, Stapi.1200s0010	Thhalv10011819m.g
OG0005409	Stapi.0579s0019, Stapi.1200s0009	Thhalv10011488m.g
OG0005410	Stapi.0729s0007, Stapi.1779s0007	Thhalv10011463m.g
OG0005411	Stapi.1018s0013, Stapi.5914s0002, Stapi.0788s0014	Thhalv10011777m.g
OG0005412	Stapi.2812s0005, Stapi.1986s0001	Thhalv10025423m.g
OG0005413	Stapi.1761s0013, Stapi.1986s0007	Thhalv10026171m.g
OG0005414	Stapi.2985s0001, Stapi.2699s0006	Thhalv10025109m.g
OG0005415	Stapi.2985s0003, Stapi.2699s0004	Thhalv10024236m.g
OG0005416	Stapi.1030s0015, Stapi.3082s0002	Thhalv10024656m.g
OG0005417	Stapi.2212s0005, Stapi.1030s0010	Thhalv10024701m.g
OG0005418	Stapi.1910s0010, Stapi.2423s0004	Thhalv10024503m.g
OG0005419	Stapi.2137s0008, Stapi.1443s0015	Thhalv10025144m.g, Thhalv10015348m.g
OG0005420	Stapi.2823s0010, Stapi.1742s0010	Thhalv10025139m.g
OG0005421	Stapi.6576s0005, Stapi.0079s0007	Thhalv10024810m.g
OG0005422	Stapi.6576s0004, Stapi.0079s0005	Thhalv10024474m.g
OG0005423	Stapi.0079s0004, Stapi.6576s0003	Thhalv10025213m.g
OG0005424	Stapi.0340s0005, Stapi.2226s0012	Thhalv10027581m.g
OG0005425	Stapi.2226s0008, Stapi.0340s0007	Thhalv10026168m.g
OG0005426	Stapi.0340s0008	Thhalv10011146m.g, Thhalv10026838m.g, Thhalv10011088m.g, Thhalv10011128m.g
OG0005427	Stapi.2226s0007, Stapi.0340s0011	Thhalv10024990m.g, Thhalv10010857m.g
OG0005428	Stapi.0340s0015, Stapi.2373s0008, Stapi.2226s0004	Thhalv10026784m.g
OG0005429	Stapi.2226s0002, Stapi.0340s0017, Stapi.2373s0006	Thhalv10026011m.g
OG0005430	Stapi.0340s0018	Thhalv10026040m.g, Thhalv10025833m.g
OG0005431	Stapi.13281s0001, Stapi.5294s0004	Thhalv10025461m.g
OG0005432	Stapi.3235s0001, Stapi.9617s0001	Thhalv10025915m.g
OG0005433	Stapi.5609s0001, Stapi.3950s0010	Thhalv10024869m.g
OG0005434	Stapi.1126s0029, Stapi.1368s0017	Thhalv10025027m.g
OG0005435	Stapi.1126s0033, Stapi.1368s0013	Thhalv10024860m.g
OG0005436	Stapi.0553s0007, Stapi.10986s0001	Thhalv10025104m.g
OG0005437	Stapi.3455s0002, Stapi.0556s0019	Thhalv10026551m.g
OG0005438	Stapi.4051s0001	Thhalv10025619m.g
OG0005439	Stapi.4877s0006, Stapi.17026s0001, Stapi.6414s0003	Thhalv10026218m.g
OG0005440	Stapi.9253s0001, Stapi.3485s0005	Thhalv10025975m.g
OG0005441	Stapi.2010s0008, Stapi.1395s0001	Thhalv10024553m.g
OG0005442	Stapi.1264s0010, Stapi.2108s0012	Thhalv10026103m.g
OG0005443	Stapi.1264s0009, Stapi.2108s0013	Thhalv10024556m.g
OG0005444	Stapi.7380s0001, Stapi.1264s0006	Thhalv10025809m.g
OG0005445	Stapi.1454s0014, Stapi.1816s0011	Thhalv10024557m.g
OG0005446	Stapi.1816s0007, Stapi.1454s0011	Thhalv10026163m.g
OG0005447	Stapi.1816s0004, Stapi.1454s0010	Thhalv10025973m.g
OG0005448	Stapi.1454s0009, Stapi.1816s0003	Thhalv10024695m.g
OG0005449	Stapi.1454s0008, Stapi.1816s0001	Thhalv10024255m.g
OG0005450	Stapi.2121s0003, Stapi.1454s0006	Thhalv10024336m.g
OG0005451	Stapi.2121s0005, Stapi.1454s0004	Thhalv10024307m.g
OG0005452	Stapi.0380s0004, Stapi.5796s0005	Thhalv10025760m.g
OG0005453	Stapi.0380s0007, Stapi.8270s0005	Thhalv10026224m.g
OG0005454	Stapi.8270s0004, Stapi.0380s0008	Thhalv10025795m.g
OG0005455	Stapi.3728s0006, Stapi.0380s0025	Thhalv10027403m.g
OG0005456	Stapi.9561s0001, Stapi.0380s0026	Thhalv10024416m.g
OG0005457	Stapi.3527s0010, Stapi.0380s0028	Thhalv10003366m.g, Thhalv10024681m.g
OG0005458	Stapi.3527s0007, Stapi.0380s0030	Thhalv10025430m.g
OG0005459	Stapi.0380s0031, Stapi.3527s0006	Thhalv10025425m.g
OG0005460	Stapi.3527s0003, Stapi.0380s0036	Thhalv10024414m.g
OG0005461	Stapi.0380s0038	Thhalv10026976m.g
OG0005462	Stapi.0380s0040, Stapi.8221s0001	Thhalv10025371m.g
OG0005463	Stapi.0876s0010, Stapi.3651s0005	Thhalv10025581m.g
OG0005464	Stapi.1102s0008, Stapi.9937s0004	Thhalv10024328m.g
OG0005465	Stapi.1102s0007, Stapi.9063s0003	Thhalv10026391m.g
OG0005466	Stapi.1356s0006	Thhalv10024674m.g
OG0005467	Stapi.3517s0003, Stapi.2930s0009	Thhalv10025959m.g
OG0005468	Stapi.3517s0002, Stapi.2930s0010	Thhalv10026041m.g
OG0005469	Stapi.0202s0026, Stapi.1001s0005	Thhalv10027042m.g
OG0005470	Stapi.0202s0025, Stapi.1001s0008	Thhalv10024902m.g
OG0005471	Stapi.1451s0002, Stapi.3883s0001	Thhalv10027372m.g, Thhalv10027137m.g
OG0005472	Stapi.0095s0004, Stapi.8632s0001	Thhalv10025012m.g
OG0005473	Stapi.11346s0001	Thhalv10029518m.g, Thhalv10024187m.g
OG0005474	Stapi.0593s0023, Stapi.6956s0001, Stapi.2426s0003	Thhalv10027413m.g
OG0005475	Stapi.0593s0016, Stapi.4041s0003	Thhalv10025739m.g
OG0005476	Stapi.4041s0005, Stapi.0593s0014	Thhalv10024955m.g
OG0005477	Stapi.10653s0002, Stapi.0593s0007	Thhalv10025199m.g
OG0005478	Stapi.3692s0001, Stapi.1029s0017	Thhalv10025220m.g
OG0005479	Stapi.6386s0001, Stapi.1864s0003	Thhalv10024514m.g
OG0005480	Stapi.3130s0008	Thhalv10026048m.g
OG0005481	Stapi.5961s0002, Stapi.3967s0001	Thhalv10025202m.g
OG0005482	Stapi.0147s0028, Stapi.14871s0001	Thhalv10026221m.g
OG0005483	Stapi.0147s0023, Stapi.3258s0004	Thhalv10025698m.g
OG0005484	Stapi.0147s0018, Stapi.3258s0001	Thhalv10024563m.g
OG0005485	Stapi.1214s0009, Stapi.0147s0011	Thhalv10026864m.g
OG0005487	Stapi.13834s0001, Stapi.26632s0001	Thhalv10024235m.g
OG0005488	Stapi.1626s0002, Stapi.3309s0003	Thhalv10024251m.g
OG0005489	Stapi.6836s0001, Stapi.8052s0004	Thhalv10024324m.g
OG0005490	Stapi.8052s0003	Thhalv10024772m.g
OG0005491	Stapi.0052s0067, Stapi.4285s0003	Thhalv10025469m.g
OG0005492	Stapi.3674s0001, Stapi.4852s0003	Thhalv10025357m.g
OG0005493	Stapi.2051s0001, Stapi.2919s0007	Thhalv10027186m.g
OG0005494	Stapi.2051s0006, Stapi.2919s0004	Thhalv10026413m.g
OG0005495	Stapi.2919s0003, Stapi.2051s0007	Thhalv10024394m.g
OG0005496	Stapi.2161s0003, Stapi.3887s0002	Thhalv10027367m.g
OG0005497	Stapi.2395s0002, Stapi.0582s0015	Thhalv10027342m.g
OG0005498	Stapi.2395s0004, Stapi.0582s0012	Thhalv10026322m.g
OG0005499	Stapi.2395s0006, Stapi.0582s0008	Thhalv10024326m.g, Thhalv10024347m.g
OG0005500	Stapi.5600s0001, Stapi.2662s0009	Thhalv10026120m.g
OG0005501	Stapi.2997s0010, Stapi.6612s0002	Thhalv10025334m.g
OG0005502	Stapi.2997s0005, Stapi.0981s0010	Thhalv10024338m.g
OG0005503	Stapi.2997s0003	Thhalv10026533m.g
OG0005504	Stapi.4218s0003, Stapi.0747s0006	Thhalv10024310m.g
OG0005505	Stapi.0858s0011, Stapi.6444s0003	Thhalv10024965m.g
OG0005506	Stapi.0858s0002, Stapi.3631s0002	Thhalv10025370m.g, Thhalv10024702m.g
OG0005507	Stapi.6184s0003, Stapi.3679s0002	Thhalv10026093m.g
OG0005508	Stapi.0815s0004, Stapi.2692s0003	Thhalv10000928m.g
OG0005509	Stapi.3275s0001, Stapi.6165s0002, Stapi.7039s0002	Thhalv10027346m.g
OG0005510	Stapi.6165s0004, Stapi.3616s0001	Thhalv10024879m.g
OG0005512	Stapi.4425s0002, Stapi.8951s0001	Thhalv10025664m.g
OG0005513	Stapi.23854s0001, Stapi.1386s0018, Stapi.0832s0007	Thhalv10024740m.g
OG0005514	Stapi.1386s0011, Stapi.4849s0004	Thhalv10025776m.g
OG0005515	Stapi.6371s0002	Thhalv10000750m.g
OG0005515	Stapi.4849s0003	Thhalv10012486m.g, Thhalv10010076m.g, Thhalv10027412m.g
OG0005516	Stapi.3642s0003, Stapi.0451s0003	Thhalv10025996m.g
OG0005517	Stapi.0451s0002, Stapi.3642s0002	Thhalv10024528m.g
OG0005518	Stapi.24114s0001, Stapi.5603s0001	Thhalv10025059m.g
OG0005519	Stapi.3982s0002, Stapi.10166s0003	Thhalv10026367m.g
OG0005520	Stapi.3982s0004, Stapi.1908s0001	Thhalv10024821m.g
OG0005521	Stapi.0539s0022, Stapi.1824s0002	Thhalv10025843m.g
OG0005522	Stapi.1824s0006, Stapi.0539s0020	Thhalv10027028m.g
OG0005523	Stapi.1824s0007, Stapi.4028s0001, Stapi.0539s0019	Thhalv10026226m.g
OG0005524	Stapi.0539s0012, Stapi.1483s0001, Stapi.2786s0002	Thhalv10024250m.g
OG0005525	Stapi.21428s0001, Stapi.1483s0004	Thhalv10026338m.g
OG0005526	Stapi.2808s0007	Thhalv10024971m.g
OG0005527	Stapi.2691s0004, Stapi.7031s0001	Thhalv10027385m.g
OG0005528	Stapi.3882s0002, Stapi.4803s0007, Stapi.0626s0008	Thhalv10024266m.g
OG0005529	Stapi.4803s0002, Stapi.3882s0008	Thhalv10024314m.g
OG0005530	Stapi.4803s0001, Stapi.3882s0009	Thhalv10026824m.g
OG0005531	Stapi.4879s0001, Stapi.2417s0005	Thhalv10025024m.g
OG0005532	Stapi.6383s0004, Stapi.0666s0016	Thhalv10027091m.g
OG0005533	Stapi.3232s0007, Stapi.3612s0009	Thhalv10024567m.g
OG0005534	Stapi.10450s0003, Stapi.3232s0002	Thhalv10025077m.g
OG0005535	Stapi.0688s0010, Stapi.3853s0007	Thhalv10027030m.g
OG0005536	Stapi.0688s0009, Stapi.3853s0008	Thhalv10025806m.g
OG0005537	Stapi.3853s0009, Stapi.0688s0008	Thhalv10025197m.g
OG0005538	Stapi.3652s0005, Stapi.1978s0001	Thhalv10024919m.g
OG0005539	Stapi.25825s0001, Stapi.3652s0003	Thhalv10024638m.g
OG0005540	Stapi.0097s0018, Stapi.0742s0002	Thhalv10022637m.g
OG0005541	Stapi.0068s0027, Stapi.0742s0007	Thhalv10022988m.g
OG0005542	Stapi.0720s0005	Thhalv10023147m.g
OG0005543	Stapi.0718s0002, Stapi.0131s0011	Thhalv10022850m.g
OG0005544	Stapi.0131s0022, Stapi.1777s0009	Thhalv10022776m.g
OG0005545	Stapi.3297s0002	Thhalv10022704m.g
OG0005546	Stapi.0387s0001	Thhalv10022638m.g
OG0005547	Stapi.7392s0003	Thhalv10023083m.g
OG0005548	Stapi.2132s0003, Stapi.0621s0006	Thhalv10022862m.g
OG0005549	Stapi.3096s0006, Stapi.1426s0001, Stapi.1387s0005	Thhalv10022556m.g
OG0005550	Stapi.3096s0007	Thhalv10022654m.g
OG0005551	Stapi.0716s0005	Thhalv10022836m.g
OG0005552	Stapi.1920s0001, Stapi.0716s0003	Thhalv10001877m.g, Thhalv10016136m.g
OG0005553	Stapi.2938s0005	Thhalv10022826m.g
OG0005554	Stapi.9153s0003	Thhalv10022734m.g
OG0005555	Stapi.2938s0003, Stapi.9153s0002	Thhalv10022323m.g, Thhalv10022525m.g
OG0005556	Stapi.6860s0002	Thhalv10026999m.g
OG0005557	Stapi.0265s0006	Thhalv10022903m.g
OG0005558	Stapi.5450s0001	Thhalv10025286m.g, Thhalv10022705m.g
OG0005559	Stapi.0016s0079	Thhalv10022729m.g
OG0005560	Stapi.10191s0001	Thhalv10022800m.g
OG0005561	Stapi.10462s0001, Stapi.0433s0019, Stapi.4960s0004	Thhalv10022536m.g
OG0005562	Stapi.13862s0002	Thhalv10022610m.g
OG0005563	Stapi.14762s0002	Thhalv10022738m.g
OG0005564	Stapi.7655s0002	Thhalv10022628m.g
OG0005565	Stapi.8914s0003, Stapi.0308s0003	Thhalv10008362m.g, Thhalv10019005m.g, Thhalv10019206m.g, Thhalv10009611m.g
OG0005566	Stapi.9113s0001, Stapi.0634s0007, Stapi.0312s0003	Thhalv10018970m.g
OG0005567	Stapi.0095s0018	Thhalv10019041m.g
OG0005568	Stapi.3438s0002, Stapi.0095s0025	Thhalv10018694m.g
OG0005569	Stapi.1259s0003, Stapi.1274s0004	Thhalv10018801m.g
OG0005570	Stapi.5428s0001	Thhalv10018500m.g, Thhalv10018475m.g
OG0005571	Stapi.12450s0001, Stapi.0248s0001, Stapi.0578s0005, Stapi.2437s0002	Thhalv10028297m.g
OG0005572	Stapi.1736s0004, Stapi.1700s0004	Thhalv10019248m.g
OG0005573	Stapi.7789s0001, Stapi.1012s0007	Thhalv10018132m.g
OG0005574	Stapi.0159s0013	Thhalv10027361m.g
OG0005575	Stapi.0169s0023, Stapi.6896s0005	Thhalv10018757m.g
OG0005576	Stapi.0169s0008, Stapi.0677s0004	Thhalv10018034m.g
OG0005577	Stapi.0677s0009, Stapi.1215s0002	Thhalv10018457m.g
OG0005578	Stapi.5753s0001	Thhalv10019599m.g, Thhalv10019163m.g, Thhalv10018300m.g
OG0005579	Stapi.0034s0037, Stapi.1776s0001	Thhalv10018053m.g
OG0005580	Stapi.2381s0003, Stapi.0034s0040	Thhalv10018528m.g
OG0005581	Stapi.2381s0007, Stapi.1279s0015	Thhalv10018922m.g
OG0005582	Stapi.1253s0009, Stapi.1212s0002	Thhalv10019308m.g
OG0005583	Stapi.1207s0002	Thhalv10019531m.g, Thhalv10019423m.g
OG0005584	Stapi.1318s0005, Stapi.1207s0009	Thhalv10018729m.g
OG0005585	Stapi.0287s0023, Stapi.1727s0006	Thhalv10018091m.g
OG0005586	Stapi.0287s0026, Stapi.1727s0004	Thhalv10018174m.g
OG0005587	Stapi.1727s0003, Stapi.0287s0027	Thhalv10018804m.g
OG0005588	Stapi.0316s0004	Thhalv10019642m.g
OG0005589	Stapi.2384s0001, Stapi.6283s0005	Thhalv10018246m.g
OG0005590	Stapi.4208s0001, Stapi.2384s0006	Thhalv10018396m.g
OG0005591	Stapi.2019s0002, Stapi.0909s0003	Thhalv10019165m.g
OG0005592	Stapi.0909s0011, Stapi.2898s0002	Thhalv10018362m.g
OG0005593	Stapi.1858s0001, Stapi.0453s0013	Thhalv10018280m.g
OG0005594	Stapi.5660s0002, Stapi.0453s0014	Thhalv10018653m.g
