Orthogroup	S_diversifolius	S_pinnata
OG0009069	Sdiv_ptg000008l_0421-R	Stapi.0024s0015, Stapi.0299s0001
OG0009071	Sdiv_ptg000008l_0436-R	Stapi.0591s0003, Stapi.4742s0006
OG0009072	Sdiv_ptg000022l_0455-R	Stapi.0321s0007
OG0009073	Sdiv_ptg000022l_0472-R	Stapi.0216s0006
OG0009074	Sdiv_ptg000004l_0395-R	Stapi.0409s0009, Stapi.0291s0031
OG0009075	Sdiv_ptg000004l_0396-R	Stapi.0160s0001
OG0009076	Sdiv_ptg000022l_1777-R	Stapi.8136s0004
OG0009077	Sdiv_ptg000022l_1829-R	Stapi.0019s0048, Stapi.0019s0047
OG0009078	Sdiv_ptg000022l_1839-R	Stapi.6453s0007
OG0009079	Sdiv_ptg000022l_1840-R	Stapi.6453s0003, Stapi.6453s0005, Stapi.6453s0004
OG0009081	Sdiv_ptg000013l_2194-R, Sdiv_ptg000001l_2309-R	Stapi.8858s0001
OG0009082	Sdiv_ptg000001l_2308-R	Stapi.6785s0002
OG0009083	Sdiv_ptg000001l_2291-R	Stapi.9525s0004, Stapi.8839s0005
OG0009084	Sdiv_ptg000014l_0497-R, Sdiv_ptg000003l_2445-R	Stapi.5214s0001
OG0009085	Sdiv_ptg000014l_0500-R	Stapi.10760s0005
OG0009086	Sdiv_ptg000014l_0502-R	Stapi.10760s0001
OG0009087	Sdiv_ptg000003l_2433-R, Sdiv_ptg000014l_0507-R	Stapi.2886s0004
OG0009088	Sdiv_ptg000014l_0511-R	Stapi.4082s0002, Stapi.2886s0010
OG0009089	Sdiv_ptg000014l_0515-R, Sdiv_ptg000003l_2426-R	Stapi.4082s0006
OG0009090	Sdiv_ptg000014l_0518-R	Stapi.6084s0006
OG0009091	Sdiv_ptg000014l_0521-R	Stapi.5429s0006
OG0009093	Sdiv_ptg000014l_0531-R, Sdiv_ptg000003l_2409-R	Stapi.13939s0001
OG0009095	Sdiv_ptg000003l_2406-R, Sdiv_ptg000014l_0537-R	Stapi.4125s0005
OG0009096	Sdiv_ptg000003l_2400-R	Stapi.4536s0007
OG0009097	Sdiv_ptg000014l_0547-R, Sdiv_ptg000003l_2399-R	Stapi.9374s0001
OG0009098	Sdiv_ptg000003l_2395-R	Stapi.3509s0001
OG0009099	Sdiv_ptg000003l_2391-R	Stapi.0382s0001
OG0009100	Sdiv_ptg000003l_2384-R, Sdiv_ptg000014l_0557-R	Stapi.2957s0008
OG0009101	Sdiv_ptg000003l_2383-R	Stapi.2957s0007
OG0009102	Sdiv_ptg000003l_2382-R	Stapi.2957s0006, Stapi.5223s0008
OG0009103	Sdiv_ptg000014l_0559-R, Sdiv_ptg000003l_2381-R	Stapi.5223s0007
OG0009104	Sdiv_ptg000003l_2379-R	Stapi.5223s0005, Stapi.15093s0002
OG0009105	Sdiv_ptg000014l_0561-R	Stapi.5223s0003
OG0009106	Sdiv_ptg000014l_0562-R, Sdiv_ptg000003l_2377-R	Stapi.5223s0002
OG0009107	Sdiv_ptg000003l_2375-R	Stapi.7546s0002
OG0009108	Sdiv_ptg000003l_2370-R	Stapi.7791s0003
OG0009109	Sdiv_ptg000003l_2365-R	Stapi.5877s0003
OG0009110	Sdiv_ptg000003l_2364-R	Stapi.13820s0001
OG0009111	Sdiv_ptg000003l_2360-R	Stapi.3163s0002
OG0009112	Sdiv_ptg000003l_2358-R, Sdiv_ptg000014l_0576-R	Stapi.11677s0001
OG0009114	Sdiv_ptg000014l_0584-R	Stapi.2518s0003, Stapi.2436s0001
OG0009115	Sdiv_ptg000014l_0586-R, Sdiv_ptg000003l_2119-R	Stapi.2544s0004
OG0009116	Sdiv_ptg000003l_2121-R	Stapi.2544s0003
OG0009117	Sdiv_ptg000014l_0588-R	Stapi.2436s0008
OG0009118	Sdiv_ptg000014l_0591-R, Sdiv_ptg000003l_2123-R	Stapi.2436s0011
OG0009119	Sdiv_ptg000003l_2126-R	Stapi.2924s0008
OG0009120	Sdiv_ptg000014l_0598-R, Sdiv_ptg000003l_2130-R	Stapi.7541s0003
OG0009121	Sdiv_ptg000003l_2135-R, Sdiv_ptg000014l_0602-R	Stapi.2794s0004
OG0009122	Sdiv_ptg000014l_0604-R	Stapi.8548s0002, Stapi.8548s0003
OG0009123	Sdiv_ptg000003l_2140-R	Stapi.4891s0002
OG0009125	Sdiv_ptg000003l_2145-R, Sdiv_ptg000014l_0610-R	Stapi.1725s0005
OG0009127	Sdiv_ptg000003l_2149-R, Sdiv_ptg000014l_0619-R	Stapi.5621s0004
OG0009128	Sdiv_ptg000003l_2155-R	Stapi.6775s0002
OG0009129	Sdiv_ptg000003l_2156-R, Sdiv_ptg000014l_0629-R	Stapi.6775s0001
OG0009130	Sdiv_ptg000014l_0630-R	Stapi.2820s0006
OG0009131	Sdiv_ptg000014l_0631-R, Sdiv_ptg000003l_2159-R	Stapi.3570s0001
OG0009132	Sdiv_ptg000003l_2160-R	Stapi.3570s0002
OG0009133	Sdiv_ptg000014l_0638-R, Sdiv_ptg000003l_2167-R	Stapi.3570s0007
OG0009134	Sdiv_ptg000003l_2169-R	Stapi.3570s0009
OG0009135	Sdiv_ptg000003l_2171-R	Stapi.0898s0012
OG0009136	Sdiv_ptg000003l_2177-R	Stapi.0898s0004
OG0009137	Sdiv_ptg000003l_2183-R	Stapi.2721s0004
OG0009137	Sdiv_ptg000014l_0660-R	Stapi.12607s0001
OG0009138	Sdiv_ptg000003l_2189-R	Stapi.1724s0009
OG0009139	Sdiv_ptg000003l_2190-R	Stapi.1724s0007
OG0009140	Sdiv_ptg000003l_2191-R	Stapi.1724s0006
OG0009141	Sdiv_ptg000014l_0691-R, Sdiv_ptg000003l_2219-R	Stapi.1152s0007
OG0009142	Sdiv_ptg000003l_2238-R	Stapi.1873s0015
OG0009142	Sdiv_ptg000003l_2237-R	Stapi.12381s0001
OG0009143	Sdiv_ptg000014l_0705-R	Stapi.12381s0003
OG0009144	Sdiv_ptg000014l_0709-R	Stapi.1873s0011
OG0009145	Sdiv_ptg000003l_2246-R	Stapi.1873s0009
OG0009146	Sdiv_ptg000003l_2251-R	Stapi.1873s0005
OG0009147	Sdiv_ptg000003l_2253-R, Sdiv_ptg000014l_0715-R	Stapi.11367s0001
OG0009149	Sdiv_ptg000003l_2270-R, Sdiv_ptg000014l_0731-R	Stapi.5867s0003
OG0009150	Sdiv_ptg000003l_2272-R	Stapi.1930s0001
OG0009151	Sdiv_ptg000003l_2274-R, Sdiv_ptg000014l_0734-R	Stapi.1810s0007
OG0009153	Sdiv_ptg000003l_2282-R	Stapi.2902s0005
OG0009154	Sdiv_ptg000003l_2285-R, Sdiv_ptg000014l_0745-R	Stapi.1184s0016
OG0009155	Sdiv_ptg000003l_2294-R, Sdiv_ptg000014l_0751-R	Stapi.1184s0010
OG0009156	Sdiv_ptg000003l_2299-R	Stapi.1184s0005, Stapi.2008s0013
OG0009157	Sdiv_ptg000014l_0755-R	Stapi.1184s0004
OG0009158	Sdiv_ptg000014l_0758-R	Stapi.1184s0002, Stapi.2008s0015
OG0009159	Sdiv_ptg000003l_2313-R	Stapi.12895s0002
OG0009159	Sdiv_ptg000014l_0768-R	Stapi.0089s0013
OG0009160	Sdiv_ptg000003l_2317-R	Stapi.0089s0008
OG0009161	Sdiv_ptg000003l_2320-R, Sdiv_ptg000014l_0775-R	Stapi.4738s0003
OG0009162	Sdiv_ptg000014l_0777-R	Stapi.4738s0005, Stapi.0089s0003
OG0009163	Sdiv_ptg000014l_0783-R, Sdiv_ptg000003l_2328-R	Stapi.4338s0002
OG0009164	Sdiv_ptg000003l_2334-R, Sdiv_ptg000014l_0794-R	Stapi.2541s0002
OG0009165	Sdiv_ptg000003l_2342-R, Sdiv_ptg000014l_0801-R	Stapi.2541s0010
OG0009166	Sdiv_ptg000014l_0802-R	Stapi.2541s0011
OG0009167	Sdiv_ptg000003l_2346-R, Sdiv_ptg000014l_0804-R	Stapi.3361s0001
OG0009168	Sdiv_ptg000014l_0805-R	Stapi.3361s0002
OG0009169	Sdiv_ptg000003l_2115-R	Stapi.1284s0008
OG0009170	Sdiv_ptg000014l_0810-R	Stapi.2518s0007
OG0009171	Sdiv_ptg000014l_0811-R, Sdiv_ptg000003l_2109-R	Stapi.0112s0001
OG0009172	Sdiv_ptg000003l_2108-R, Sdiv_ptg000014l_0812-R	Stapi.0112s0002
OG0009173	Sdiv_ptg000003l_2107-R	Stapi.0112s0003
OG0009174	Sdiv_ptg000003l_2102-R	Stapi.5837s0002
OG0009175	Sdiv_ptg000003l_2101-R, Sdiv_ptg000014l_0818-R	Stapi.5837s0001
OG0009176	Sdiv_ptg000014l_0828-R, Sdiv_ptg000003l_2089-R	Stapi.1193s0001
OG0009177	Sdiv_ptg000014l_0829-R	Stapi.0741s0008
OG0009178	Sdiv_ptg000003l_2059-R	Stapi.1193s0007
OG0009179	Sdiv_ptg000003l_2061-R	Stapi.1193s0011
OG0009180	Sdiv_ptg000003l_2064-R	Stapi.1193s0015
OG0009181	Sdiv_ptg000003l_2065-R	Stapi.2693s0007, Stapi.1193s0016
OG0009182	Sdiv_ptg000003l_2072-R, Sdiv_ptg000014l_0850-R	Stapi.3133s0005
OG0009183	Sdiv_ptg000014l_0860-R	Stapi.14823s0001
OG0009184	Sdiv_ptg000014l_0861-R	Stapi.14648s0001
OG0009185	Sdiv_ptg000014l_0864-R	Stapi.3177s0007
OG0009186	Sdiv_ptg000014l_0865-R	Stapi.16608s0001, Stapi.1095s0014
OG0009187	Sdiv_ptg000003l_2083-R, Sdiv_ptg000014l_0867-R	Stapi.1095s0013
OG0009188	Sdiv_ptg000014l_0874-R	Stapi.1095s0006, Stapi.1933s0004
OG0009189	Sdiv_ptg000003l_2049-R	Stapi.2473s0003
OG0009190	Sdiv_ptg000014l_0882-R	Stapi.0431s0004
OG0009191	Sdiv_ptg000014l_0883-R	Stapi.2595s0003, Stapi.0431s0007
OG0009192	Sdiv_ptg000014l_0884-R	Stapi.0431s0008
OG0009193	Sdiv_ptg000003l_2042-R, Sdiv_ptg000014l_0888-R	Stapi.0431s0015
OG0009194	Sdiv_ptg000014l_0890-R	Stapi.1211s0001
OG0009195	Sdiv_ptg000014l_0891-R	Stapi.1211s0005, Stapi.0431s0020
OG0009196	Sdiv_ptg000014l_0893-R	Stapi.0431s0022
OG0009196	Sdiv_ptg000003l_2035-R	Stapi.1211s0007
OG0009197	Sdiv_ptg000014l_0896-R	Stapi.14866s0001, Stapi.1211s0011, Stapi.0431s0025
OG0009198	Sdiv_ptg000003l_2032-R	Stapi.1211s0012, Stapi.0431s0026
OG0009199	Sdiv_ptg000003l_2031-R	Stapi.1211s0014
OG0009200	Sdiv_ptg000003l_2025-R, Sdiv_ptg000014l_0905-R	Stapi.5791s0003
OG0009201	Sdiv_ptg000014l_0909-R	Stapi.5791s0005
OG0009202	Sdiv_ptg000014l_0913-R	Stapi.7885s0005
OG0009203	Sdiv_ptg000003l_2017-R, Sdiv_ptg000014l_0915-R	Stapi.4887s0002
OG0009204	Sdiv_ptg000003l_2006-R	Stapi.6191s0004, Stapi.10210s0001
OG0009205	Sdiv_ptg000003l_1999-R, Sdiv_ptg000014l_0931-R	Stapi.2346s0001
OG0009206	Sdiv_ptg000003l_1997-R	Stapi.3465s0003
OG0009207	Sdiv_ptg000014l_0935-R	Stapi.2346s0005, Stapi.3465s0005
OG0009208	Sdiv_ptg000014l_0945-R	Stapi.4098s0003, Stapi.5747s0003
OG0009209	Sdiv_ptg000014l_0947-R	Stapi.4098s0001
OG0009210	Sdiv_ptg000003l_1978-R, Sdiv_ptg000014l_0949-R	Stapi.0390s0004
OG0009212	Sdiv_ptg000014l_0956-R	Stapi.1514s0009
OG0009213	Sdiv_ptg000014l_0959-R	Stapi.1514s0006
OG0009214	Sdiv_ptg000014l_0963-R, Sdiv_ptg000003l_1964-R	Stapi.1514s0001
OG0009215	Sdiv_ptg000014l_0966-R	Stapi.1036s0009, Stapi.1982s0003
OG0009216	Sdiv_ptg000014l_0968-R	Stapi.1982s0005
OG0009217	Sdiv_ptg000014l_0969-R	Stapi.1982s0006
OG0009218	Sdiv_ptg000014l_0970-R	Stapi.1982s0007, Stapi.1036s0004
OG0009219	Sdiv_ptg000014l_0971-R	Stapi.3681s0003
OG0009220	Sdiv_ptg000014l_0983-R	Stapi.2920s0005
OG0009221	Sdiv_ptg000014l_0992-R	Stapi.3336s0001, Stapi.1563s0005
OG0009222	Sdiv_ptg000014l_0995-R	Stapi.1563s0008, Stapi.1420s0002
OG0009224	Sdiv_ptg000014l_1003-R	Stapi.3560s0003
OG0009225	Sdiv_ptg000014l_1009-R	Stapi.6492s0003
OG0009226	Sdiv_ptg000003l_1917-R	Stapi.8874s0002
OG0009227	Sdiv_ptg000003l_1916-R	Stapi.8874s0001
OG0009228	Sdiv_ptg000014l_1011-R	Stapi.2918s0002
OG0009229	Sdiv_ptg000014l_1015-R	Stapi.2918s0007
OG0009230	Sdiv_ptg000003l_1910-R	Stapi.2918s0010, Stapi.2660s0010
OG0009231	Sdiv_ptg000003l_1909-R	Stapi.2660s0005
OG0009232	Sdiv_ptg000003l_1905-R, Sdiv_ptg000014l_1026-R	Stapi.2033s0003
OG0009233	Sdiv_ptg000014l_1031-R	Stapi.1172s0001
OG0009233	Sdiv_ptg000003l_1899-R	Stapi.1019s0001
OG0009234	Sdiv_ptg000014l_1033-R	Stapi.1172s0006, Stapi.1019s0005
OG0009235	Sdiv_ptg000014l_1035-R	Stapi.1172s0012, Stapi.1894s0003
OG0009236	Sdiv_ptg000003l_1882-R	Stapi.3493s0008
OG0009237	Sdiv_ptg000003l_1881-R	Stapi.1293s0014, Stapi.3493s0007
OG0009238	Sdiv_ptg000003l_1875-R	Stapi.3493s0002, Stapi.0125s0033
OG0009239	Sdiv_ptg000003l_0120-R	Stapi.3788s0005, Stapi.1293s0008
OG0009240	Sdiv_ptg000003l_0141-R	Stapi.8223s0004, Stapi.17744s0001
OG0009242	Sdiv_ptg000014l_1073-R	Stapi.15570s0001, Stapi.4234s0002
OG0009243	Sdiv_ptg000003l_0146-R	Stapi.4234s0005, Stapi.4476s0003
OG0009244	Sdiv_ptg000003l_0147-R, Sdiv_ptg000014l_1075-R	Stapi.4476s0006
OG0009245	Sdiv_ptg000003l_0148-R, Sdiv_ptg000014l_1076-R	Stapi.4476s0008
OG0009246	Sdiv_ptg000003l_0156-R	Stapi.9917s0001
OG0009247	Sdiv_ptg000014l_1085-R, Sdiv_ptg000003l_0158-R	Stapi.0701s0012
OG0009248	Sdiv_ptg000003l_2677-R, Sdiv_ptg000014l_0289-R	Stapi.26963s0001
OG0009249	Sdiv_ptg000003l_2680-R	Stapi.9145s0002
OG0009252	Sdiv_ptg000003l_2689-R	Stapi.5366s0003
OG0009253	Sdiv_ptg000014l_0275-R, Sdiv_ptg000003l_2691-R	Stapi.5169s0005
OG0009255	Sdiv_ptg000003l_2699-R	Stapi.9119s0004
OG0009256	Sdiv_ptg000003l_2700-R	Stapi.9119s0003
OG0009257	Sdiv_ptg000014l_0260-R	Stapi.5033s0002
OG0009258	Sdiv_ptg000014l_0244-R	Stapi.29145s0001
OG0009259	Sdiv_ptg000014l_0241-R	Stapi.5056s0003
OG0009260	Sdiv_ptg000003l_2730-R, Sdiv_ptg000014l_0231-R	Stapi.16249s0002
OG0009262	Sdiv_ptg000014l_0219-R	Stapi.1713s0006
OG0009263	Sdiv_ptg000014l_0217-R	Stapi.1713s0005
OG0009264	Sdiv_ptg000014l_0207-R	Stapi.5204s0002
OG0009265	Sdiv_ptg000014l_0206-R	Stapi.10938s0001
OG0009266	Sdiv_ptg000014l_0201-R, Sdiv_ptg000003l_2760-R	Stapi.4267s0002
OG0009267	Sdiv_ptg000003l_2761-R	Stapi.4267s0003
OG0009268	Sdiv_ptg000014l_0198-R, Sdiv_ptg000003l_2763-R	Stapi.4267s0005
OG0009270	Sdiv_ptg000003l_2895-R	Stapi.18263s0001
OG0009272	Sdiv_ptg000003l_2910-R, Sdiv_ptg000014l_0047-R	Stapi.14143s0001
OG0009273	Sdiv_ptg000014l_0024-R, Sdiv_ptg000003l_2934-R	Stapi.6934s0004
OG0009274	Sdiv_ptg000014l_0014-R	Stapi.4500s0004
OG0009275	Sdiv_ptg000014l_0013-R, Sdiv_ptg000003l_2944-R	Stapi.4500s0005
OG0009276	Sdiv_ptg000003l_2948-R	Stapi.4504s0001, Stapi.2253s0003
OG0009277	Sdiv_ptg000003l_2949-R	Stapi.4504s0002
OG0009278	Sdiv_ptg000003l_2956-R, Sdiv_ptg000014l_0006-R	Stapi.2523s0008
OG0009279	Sdiv_ptg000014l_0005-R	Stapi.2523s0007
OG0009280	Sdiv_ptg000014l_0001-R	Stapi.2523s0003
OG0009282	Sdiv_ptg000002l_0985-R	Stapi.0115s0016
OG0009283	Sdiv_ptg000015l_1148-R	Stapi.0671s0004, Stapi.6843s0001
OG0009284	Sdiv_ptg000015l_1145-R	Stapi.4152s0003, Stapi.0018s0033
OG0009285	Sdiv_ptg000002l_1018-R	Stapi.0300s0006
OG0009287	Sdiv_ptg000014l_1315-R, Sdiv_ptg000003l_0377-R	Stapi.0849s0004
OG0009289	Sdiv_ptg000014l_1321-R	Stapi.0849s0009
OG0009291	Sdiv_ptg000014l_1324-R	Stapi.0184s0014, Stapi.5681s0004
OG0009292	Sdiv_ptg000003l_0402-R, Sdiv_ptg000014l_1334-R	Stapi.2470s0006
OG0009293	Sdiv_ptg000003l_0414-R	Stapi.1663s0009
OG0009294	Sdiv_ptg000003l_0416-R, Sdiv_ptg000014l_1352-R	Stapi.2505s0004
OG0009295	Sdiv_ptg000003l_0419-R, Sdiv_ptg000014l_1355-R	Stapi.26088s0001
OG0009296	Sdiv_ptg000014l_1357-R	Stapi.6741s0001
OG0009297	Sdiv_ptg000014l_1365-R, Sdiv_ptg000003l_0427-R	Stapi.1128s0008
OG0009298	Sdiv_ptg000003l_0428-R	Stapi.1128s0009
OG0009298	Sdiv_ptg000014l_1366-R	Stapi.1319s0011
OG0009299	Sdiv_ptg000003l_0435-R, Sdiv_ptg000014l_1372-R	Stapi.1319s0003
OG0009300	Sdiv_ptg000003l_0450-R	Stapi.5888s0001
OG0009301	Sdiv_ptg000014l_1404-R, Sdiv_ptg000003l_0456-R	Stapi.3118s0002
OG0009302	Sdiv_ptg000003l_0460-R	Stapi.14145s0001
OG0009303	Sdiv_ptg000014l_1410-R	Stapi.7858s0002
OG0009304	Sdiv_ptg000003l_0462-R, Sdiv_ptg000014l_1411-R	Stapi.3000s0003
OG0009305	Sdiv_ptg000003l_0470-R, Sdiv_ptg000014l_1418-R	Stapi.7595s0001
OG0009306	Sdiv_ptg000014l_1419-R	Stapi.5461s0003
OG0009307	Sdiv_ptg000003l_0472-R	Stapi.8571s0002
OG0009309	Sdiv_ptg000014l_1501-R	Stapi.3516s0003
OG0009310	Sdiv_ptg000004l_1534-R	Stapi.1702s0007
OG0009311	Sdiv_ptg000005l_1223-R	Stapi.1986s0002
OG0009312	Sdiv_ptg000004l_1527-R	Stapi.1761s0007
OG0009313	Sdiv_ptg000005l_1221-R, Sdiv_ptg000004l_1526-R	Stapi.1986s0004
OG0009314	Sdiv_ptg000005l_1214-R	Stapi.1761s0015, Stapi.1986s0009
OG0009316	Sdiv_ptg000005l_1208-R, Sdiv_ptg000004l_1514-R	Stapi.2699s0007
OG0009317	Sdiv_ptg000005l_1205-R, Sdiv_ptg000004l_1511-R	Stapi.2985s0005
OG0009319	Sdiv_ptg000004l_1505-R	Stapi.2231s0008
OG0009320	Sdiv_ptg000004l_1504-R	Stapi.2231s0009
OG0009321	Sdiv_ptg000004l_1502-R, Sdiv_ptg000005l_1196-R	Stapi.3861s0003
OG0009322	Sdiv_ptg000004l_1498-R	Stapi.3638s0002, Stapi.5724s0001
OG0009323	Sdiv_ptg000005l_1192-R, Sdiv_ptg000004l_1497-R	Stapi.3638s0003
OG0009324	Sdiv_ptg000004l_1496-R, Sdiv_ptg000005l_1190-R	Stapi.3638s0004
OG0009325	Sdiv_ptg000005l_1188-R, Sdiv_ptg000004l_1493-R	Stapi.3082s0001
OG0009326	Sdiv_ptg000004l_1486-R	Stapi.1030s0008, Stapi.2212s0007
OG0009327	Sdiv_ptg000004l_1470-R	Stapi.1443s0014, Stapi.2137s0007
OG0009328	Sdiv_ptg000004l_1467-R	Stapi.2137s0009
OG0009329	Sdiv_ptg000004l_1466-R	Stapi.2137s0010, Stapi.7316s0002
OG0009330	Sdiv_ptg000004l_1457-R	Stapi.1742s0014
OG0009331	Sdiv_ptg000004l_1456-R, Sdiv_ptg000005l_1154-R	Stapi.1742s0013
OG0009332	Sdiv_ptg000004l_1452-R	Stapi.1742s0008
OG0009333	Sdiv_ptg000004l_1450-R	Stapi.1742s0007, Stapi.2823s0007
OG0009334	Sdiv_ptg000005l_1143-R	Stapi.1742s0003
OG0009335	Sdiv_ptg000004l_1445-R, Sdiv_ptg000005l_1140-R	Stapi.12986s0001
OG0009336	Sdiv_ptg000004l_1440-R	Stapi.0079s0002
OG0009337	Sdiv_ptg000005l_1124-R	Stapi.0340s0006, Stapi.2226s0009
OG0009338	Sdiv_ptg000005l_1120-R	Stapi.2226s0006
OG0009340	Sdiv_ptg000005l_1116-R	Stapi.2226s0001
OG0009341	Sdiv_ptg000004l_1419-R, Sdiv_ptg000005l_1108-R	Stapi.6068s0001
OG0009342	Sdiv_ptg000004l_1412-R, Sdiv_ptg000005l_1101-R	Stapi.9617s0002
OG0009343	Sdiv_ptg000005l_1097-R	Stapi.5832s0003
OG0009344	Sdiv_ptg000005l_1093-R, Sdiv_ptg000004l_1403-R	Stapi.2321s0008
OG0009345	Sdiv_ptg000005l_1092-R	Stapi.2321s0007
OG0009346	Sdiv_ptg000004l_1401-R, Sdiv_ptg000005l_1091-R	Stapi.2321s0006
OG0009347	Sdiv_ptg000005l_1086-R	Stapi.2432s0003, Stapi.2321s0001
OG0009348	Sdiv_ptg000004l_1394-R	Stapi.3969s0007
OG0009348	Sdiv_ptg000005l_1085-R	Stapi.2432s0008
OG0009349	Sdiv_ptg000004l_1392-R	Stapi.3969s0008
OG0009350	Sdiv_ptg000005l_1079-R, Sdiv_ptg000004l_1390-R	Stapi.1126s0005
OG0009351	Sdiv_ptg000005l_1075-R, Sdiv_ptg000004l_1386-R	Stapi.1126s0009
OG0009352	Sdiv_ptg000005l_1072-R	Stapi.1126s0013, Stapi.3950s0001
OG0009353	Sdiv_ptg000004l_1379-R, Sdiv_ptg000005l_1064-R	Stapi.1368s0020
OG0009354	Sdiv_ptg000004l_1369-R, Sdiv_ptg000005l_1056-R	Stapi.1368s0012
OG0009355	Sdiv_ptg000004l_1368-R, Sdiv_ptg000005l_1055-R	Stapi.1368s0011
OG0009356	Sdiv_ptg000004l_1367-R, Sdiv_ptg000005l_1054-R	Stapi.1368s0010
OG0009357	Sdiv_ptg000004l_1363-R	Stapi.3647s0003, Stapi.5212s0003
OG0009358	Sdiv_ptg000004l_1360-R, Sdiv_ptg000005l_1045-R	Stapi.15520s0001
OG0009359	Sdiv_ptg000004l_1359-R	Stapi.3387s0005, Stapi.9775s0002
OG0009360	Sdiv_ptg000005l_1043-R, Sdiv_ptg000004l_1358-R	Stapi.3387s0008
OG0009361	Sdiv_ptg000004l_1353-R	Stapi.0556s0020
OG0009362	Sdiv_ptg000004l_1348-R	Stapi.0556s0017
OG0009363	Sdiv_ptg000005l_1029-R	Stapi.5729s0004
OG0009364	Sdiv_ptg000004l_1339-R	Stapi.9176s0003, Stapi.5729s0001, Stapi.8409s0004
OG0009366	Sdiv_ptg000005l_1010-R, Sdiv_ptg000004l_1336-R	Stapi.4051s0004
OG0009368	Sdiv_ptg000005l_1015-R, Sdiv_ptg000004l_1327-R	Stapi.6414s0001
OG0009369	Sdiv_ptg000004l_1326-R, Sdiv_ptg000005l_1016-R	Stapi.4877s0001
OG0009370	Sdiv_ptg000005l_0997-R	Stapi.1264s0007
OG0009370	Sdiv_ptg000004l_1303-R	Stapi.7380s0002
OG0009371	Sdiv_ptg000004l_1297-R, Sdiv_ptg000005l_0989-R	Stapi.1454s0016
OG0009372	Sdiv_ptg000004l_1294-R	Stapi.1816s0008
OG0009373	Sdiv_ptg000004l_1288-R, Sdiv_ptg000005l_0979-R	Stapi.1454s0007
OG0009374	Sdiv_ptg000005l_0977-R	Stapi.1454s0005
OG0009375	Sdiv_ptg000004l_1285-R	Stapi.2121s0006, Stapi.1454s0003
OG0009376	Sdiv_ptg000005l_0971-R	Stapi.0380s0001, Stapi.0380s0003, Stapi.5796s0004
OG0009377	Sdiv_ptg000005l_0969-R, Sdiv_ptg000004l_1279-R	Stapi.0380s0005
OG0009378	Sdiv_ptg000005l_0961-R, Sdiv_ptg000004l_1271-R	Stapi.1459s0004
OG0009379	Sdiv_ptg000005l_0958-R	Stapi.11633s0001
OG0009380	Sdiv_ptg000005l_0957-R	Stapi.0380s0022, Stapi.3728s0002
OG0009381	Sdiv_ptg000005l_0950-R	Stapi.3527s0008
OG0009382	Sdiv_ptg000005l_0946-R	Stapi.3527s0004
OG0009383	Sdiv_ptg000004l_1253-R	Stapi.6714s0004, Stapi.6714s0006
OG0009384	Sdiv_ptg000005l_0939-R	Stapi.7240s0002
OG0009385	Sdiv_ptg000005l_0938-R, Sdiv_ptg000004l_1245-R	Stapi.2401s0008
OG0009386	Sdiv_ptg000005l_0934-R, Sdiv_ptg000004l_1242-R	Stapi.0876s0009
OG0009387	Sdiv_ptg000004l_1234-R	Stapi.2048s0004
OG0009388	Sdiv_ptg000004l_1233-R	Stapi.10294s0001
OG0009389	Sdiv_ptg000004l_1231-R	Stapi.2048s0005, Stapi.10164s0001
OG0009390	Sdiv_ptg000005l_0922-R	Stapi.10951s0001
OG0009391	Sdiv_ptg000005l_0918-R, Sdiv_ptg000004l_1228-R	Stapi.4612s0005
OG0009392	Sdiv_ptg000005l_0905-R	Stapi.2930s0006
OG0009393	Sdiv_ptg000004l_1208-R	Stapi.19659s0001
OG0009395	Sdiv_ptg000004l_1205-R	Stapi.0910s0002, Stapi.0202s0027
OG0009396	Sdiv_ptg000005l_0892-R	Stapi.1001s0009
OG0009397	Sdiv_ptg000004l_1200-R	Stapi.0202s0022
OG0009398	Sdiv_ptg000004l_1199-R	Stapi.0202s0021
OG0009399	Sdiv_ptg000005l_0882-R, Sdiv_ptg000004l_1193-R	Stapi.0202s0011, Stapi.3617s0005
OG0009400	Sdiv_ptg000005l_0872-R	Stapi.0095s0005
OG0009401	Sdiv_ptg000004l_1178-R	Stapi.2426s0004
OG0009401	Sdiv_ptg000005l_0863-R	Stapi.0593s0024
OG0009402	Sdiv_ptg000004l_1174-R	Stapi.4041s0001
OG0009403	Sdiv_ptg000004l_1172-R, Sdiv_ptg000005l_0855-R	Stapi.0593s0015
OG0009404	Sdiv_ptg000005l_0853-R	Stapi.0593s0013
OG0009405	Sdiv_ptg000005l_0851-R, Sdiv_ptg000004l_1168-R	Stapi.9870s0001
OG0009407	Sdiv_ptg000005l_0844-R, Sdiv_ptg000004l_1162-R	Stapi.0377s0001, Stapi.1398s0002
OG0009408	Sdiv_ptg000005l_0839-R	Stapi.0333s0015
OG0009408	Sdiv_ptg000004l_1158-R	Stapi.3177s0001
OG0009409	Sdiv_ptg000004l_1157-R	Stapi.3177s0002
OG0009410	Sdiv_ptg000005l_0837-R, Sdiv_ptg000004l_1155-R	Stapi.3692s0002
OG0009411	Sdiv_ptg000004l_1153-R	Stapi.1029s0016
OG0009412	Sdiv_ptg000004l_1152-R	Stapi.1864s0004
OG0009413	Sdiv_ptg000005l_0830-R, Sdiv_ptg000004l_1149-R	Stapi.6386s0002
