Orthogroup	E_salsugineum	S_pinnata
OG0006503	Thhalv10000321m.g	Stapi.10939s0001, Stapi.2076s0007
OG0006504	Thhalv10000059m.g	Stapi.2362s0002
OG0006505	Thhalv10000110m.g	Stapi.4951s0002
OG0006506	Thhalv10000201m.g	Stapi.0748s0009, Stapi.5449s0003, Stapi.3406s0003
OG0006507	Thhalv10000012m.g	Stapi.3074s0003
OG0006508	Thhalv10000068m.g	Stapi.4519s0003
OG0006509	Thhalv10000525m.g	Stapi.1973s0007
OG0006510	Thhalv10000566m.g	Stapi.1973s0006, Stapi.16062s0001
OG0006511	Thhalv10000039m.g	Stapi.3481s0004
OG0006512	Thhalv10000591m.g	Stapi.6059s0001, Stapi.14059s0001, Stapi.2138s0006
OG0006513	Thhalv10000037m.g	Stapi.4206s0004
OG0006514	Thhalv10000040m.g	Stapi.4206s0006
OG0006515	Thhalv10000055m.g	Stapi.3358s0002
OG0006516	Thhalv10000047m.g	Stapi.2171s0003, Stapi.4713s0002
OG0006518	Thhalv10017701m.g, Thhalv10027177m.g	Stapi.5256s0002, Stapi.7029s0001
OG0006519	Thhalv10000225m.g	Stapi.4034s0003, Stapi.4334s0001
OG0006525	Thhalv10016722m.g	Stapi.0139s0014, Stapi.0953s0008
OG0006526	Thhalv10016200m.g	Stapi.0953s0015, Stapi.0139s0022
OG0006527	Thhalv10016938m.g	Stapi.0188s0002, Stapi.0129s0027
OG0006528	Thhalv10017135m.g	Stapi.0188s0011
OG0006529	Thhalv10017370m.g	Stapi.0129s0013
OG0006530	Thhalv10017168m.g	Stapi.0876s0008
OG0006531	Thhalv10017488m.g	Stapi.0044s0061, Stapi.0110s0005
OG0006532	Thhalv10017750m.g	Stapi.0110s0004, Stapi.0044s0060
OG0006533	Thhalv10017334m.g	Stapi.0433s0014, Stapi.0044s0056
OG0006534	Thhalv10017309m.g	Stapi.0433s0010, Stapi.0044s0051
OG0006535	Thhalv10017012m.g	Stapi.0016s0075
OG0006536	Thhalv10017369m.g	Stapi.0016s0072
OG0006537	Thhalv10016308m.g	Stapi.0044s0040
OG0006538	Thhalv10017171m.g	Stapi.0016s0055
OG0006539	Thhalv10016341m.g	Stapi.0044s0026, Stapi.0016s0052
OG0006540	Thhalv10016957m.g	Stapi.0016s0022, Stapi.0310s0011
OG0006541	Thhalv10016576m.g	Stapi.0016s0016
OG0006542	Thhalv10016458m.g	Stapi.0016s0015
OG0006543	Thhalv10016165m.g	Stapi.0177s0014
OG0006544	Thhalv10016162m.g	Stapi.0351s0002
OG0006545	Thhalv10017218m.g	Stapi.0043s0002
OG0006546	Thhalv10017255m.g	Stapi.0175s0020
OG0006547	Thhalv10017465m.g	Stapi.0175s0009
OG0006548	Thhalv10002561m.g	Stapi.0374s0001, Stapi.3835s0004
OG0006549	Thhalv10002632m.g	Stapi.14028s0002
OG0006550	Thhalv10003045m.g, Thhalv10002809m.g, Thhalv10002780m.g	Stapi.1093s0001
OG0006551	Thhalv10003057m.g	Stapi.0227s0002
OG0006552	Thhalv10022023m.g	Stapi.0926s0012, Stapi.4304s0002
OG0006553	Thhalv10028711m.g	Stapi.4220s0001, Stapi.0220s0008
OG0006554	Thhalv10002515m.g	Stapi.2089s0002
OG0006555	Thhalv10017700m.g, Thhalv10017577m.g, Thhalv10017733m.g, Thhalv10017056m.g	Stapi.2670s0007
OG0006556	Thhalv10017905m.g	Stapi.4612s0001
OG0006557	Thhalv10016839m.g	Stapi.3873s0007
OG0006558	Thhalv10016304m.g	Stapi.8380s0001
OG0006559	Thhalv10016913m.g	Stapi.3873s0001
OG0006560	Thhalv10016882m.g	Stapi.0233s0017
OG0006561	Thhalv10017114m.g	Stapi.0305s0001, Stapi.0676s0005, Stapi.0704s0001
OG0006562	Thhalv10016554m.g	Stapi.11784s0002
OG0006563	Thhalv10017802m.g	Stapi.3929s0001, Stapi.25660s0001
OG0006564	Thhalv10016619m.g	Stapi.0932s0001, Stapi.7672s0001
OG0006565	Thhalv10016372m.g	Stapi.7755s0001
OG0006566	Thhalv10016941m.g	Stapi.2711s0002
OG0006567	Thhalv10017822m.g	Stapi.15375s0001
OG0006568	Thhalv10016404m.g	Stapi.4451s0001
OG0006569	Thhalv10017117m.g	Stapi.4451s0002
OG0006570	Thhalv10016954m.g	Stapi.9586s0001
OG0006571	Thhalv10016933m.g	Stapi.7035s0001
OG0006572	Thhalv10016895m.g	Stapi.3963s0003
OG0006573	Thhalv10017044m.g	Stapi.2982s0006
OG0006574	Thhalv10016501m.g	Stapi.9712s0002
OG0006575	Thhalv10016197m.g	Stapi.9712s0004, Stapi.3562s0002
OG0006576	Thhalv10017061m.g	Stapi.3562s0003
OG0006577	Thhalv10017139m.g	Stapi.2223s0001
OG0006578	Thhalv10016564m.g	Stapi.5478s0003, Stapi.2223s0005
OG0006579	Thhalv10016765m.g	Stapi.2223s0008
OG0006580	Thhalv10017695m.g	Stapi.2520s0003
OG0006581	Thhalv10016758m.g	Stapi.2276s0005, Stapi.1004s0018
OG0006582	Thhalv10016901m.g	Stapi.9885s0001
OG0006583	Thhalv10016769m.g	Stapi.5176s0004
OG0006584	Thhalv10017187m.g	Stapi.5176s0002
OG0006585	Thhalv10010856m.g	Stapi.2602s0003
OG0006586	Thhalv10016572m.g	Stapi.12056s0001
OG0006587	Thhalv10016254m.g	Stapi.5601s0001, Stapi.12503s0001
OG0006588	Thhalv10016257m.g	Stapi.4648s0004
OG0006589	Thhalv10017199m.g	Stapi.6744s0001
OG0006590	Thhalv10016467m.g	Stapi.6744s0003
OG0006591	Thhalv10016674m.g	Stapi.6744s0005
OG0006592	Thhalv10017080m.g	Stapi.1097s0012
OG0006593	Thhalv10016121m.g	Stapi.1097s0014
OG0006594	Thhalv10017026m.g	Stapi.5543s0002
OG0006596	Thhalv10001718m.g	Stapi.4523s0001
OG0006597	Thhalv10016138m.g	Stapi.10806s0002
OG0006598	Thhalv10016965m.g	Stapi.8737s0003
OG0006599	Thhalv10017040m.g	Stapi.2104s0003
OG0006600	Thhalv10016585m.g	Stapi.2989s0003
OG0006601	Thhalv10016682m.g	Stapi.6545s0003
OG0006602	Thhalv10016889m.g	Stapi.6545s0005
OG0006603	Thhalv10017282m.g	Stapi.3725s0004
OG0006604	Thhalv10017501m.g	Stapi.3725s0002, Stapi.6228s0002
OG0006605	Thhalv10017381m.g	Stapi.4216s0006
OG0006606	Thhalv10017691m.g	Stapi.5237s0001, Stapi.3099s0008
OG0006607	Thhalv10016890m.g	Stapi.19544s0001
OG0006608	Thhalv10016867m.g	Stapi.6245s0001
OG0006609	Thhalv10016735m.g, Thhalv10017777m.g	Stapi.7041s0002
OG0006610	Thhalv10016611m.g	Stapi.1379s0007, Stapi.6349s0002
OG0006611	Thhalv10017294m.g	Stapi.13389s0001
OG0006612	Thhalv10017818m.g	Stapi.1791s0008, Stapi.1904s0002
OG0006613	Thhalv10017092m.g	Stapi.1904s0003
OG0006614	Thhalv10016287m.g	Stapi.1791s0006
OG0006615	Thhalv10017300m.g, Thhalv10016725m.g	Stapi.1791s0002
OG0006616	Thhalv10016958m.g	Stapi.1791s0001
OG0006617	Thhalv10017869m.g	Stapi.3983s0005
OG0006618	Thhalv10016896m.g	Stapi.7099s0001
OG0006619	Thhalv10016973m.g	Stapi.4546s0001
OG0006620	Thhalv10016355m.g	Stapi.12110s0001
OG0006621	Thhalv10017226m.g	Stapi.15926s0001, Stapi.4325s0003
OG0006622	Thhalv10017273m.g	Stapi.4325s0004
OG0006623	Thhalv10016318m.g	Stapi.1862s0006, Stapi.0728s0012
OG0006624	Thhalv10017095m.g	Stapi.12598s0001
OG0006625	Thhalv10016830m.g	Stapi.4151s0002
OG0006626	Thhalv10016943m.g	Stapi.1154s0009
OG0006627	Thhalv10016239m.g	Stapi.1154s0007, Stapi.1149s0003
OG0006628	Thhalv10016608m.g	Stapi.1149s0004, Stapi.1154s0004
OG0006629	Thhalv10016799m.g, Thhalv10017814m.g	Stapi.1149s0012
OG0006630	Thhalv10016662m.g	Stapi.1149s0013
OG0006631	Thhalv10016845m.g	Stapi.5106s0004
OG0006632	Thhalv10016358m.g	Stapi.3685s0001
OG0006633	Thhalv10017068m.g	Stapi.2010s0004, Stapi.3685s0004
OG0006634	Thhalv10017783m.g	Stapi.3685s0005
OG0006635	Thhalv10016692m.g	Stapi.13217s0003
OG0006636	Thhalv10017137m.g	Stapi.2166s0005
OG0006637	Thhalv10017389m.g	Stapi.11977s0001
OG0006638	Thhalv10016942m.g	Stapi.1310s0001
OG0006639	Thhalv10016738m.g	Stapi.1255s0001
OG0006640	Thhalv10017435m.g	Stapi.4556s0003
OG0006641	Thhalv10017183m.g, Thhalv10000465m.g	Stapi.8434s0002
OG0006642	Thhalv10017791m.g	Stapi.3690s0005
OG0006643	Thhalv10017130m.g	Stapi.10127s0001
OG0006644	Thhalv10017426m.g	Stapi.1915s0002, Stapi.1797s0001
OG0006645	Thhalv10016820m.g	Stapi.9174s0001
OG0006646	Thhalv10016541m.g	Stapi.1407s0008
OG0006647	Thhalv10017640m.g	Stapi.1407s0007
OG0006648	Thhalv10016477m.g	Stapi.1071s0015, Stapi.1752s0008
OG0006650	Thhalv10017885m.g	Stapi.3059s0001, Stapi.16009s0001
OG0006651	Thhalv10017936m.g	Stapi.3059s0002
OG0006652	Thhalv10016202m.g	Stapi.3059s0004, Stapi.3603s0006
OG0006653	Thhalv10016893m.g	Stapi.2182s0005
OG0006654	Thhalv10016950m.g	Stapi.2182s0003, Stapi.13713s0003
OG0006655	Thhalv10016668m.g	Stapi.2652s0002
OG0006656	Thhalv10016603m.g	Stapi.2652s0004, Stapi.1269s0005, Stapi.1607s0003
OG0006657	Thhalv10017336m.g	Stapi.5951s0002, Stapi.11026s0002
OG0006658	Thhalv10016909m.g	Stapi.4129s0002
OG0006659	Thhalv10016500m.g	Stapi.0313s0004
OG0006660	Thhalv10017592m.g	Stapi.1576s0006, Stapi.12685s0001
OG0006661	Thhalv10016610m.g	Stapi.7920s0006
OG0006662	Thhalv10017259m.g	Stapi.7920s0004, Stapi.2548s0007
OG0006663	Thhalv10016905m.g	Stapi.9107s0002, Stapi.3249s0001
OG0006664	Thhalv10016417m.g	Stapi.0376s0006, Stapi.2094s0008
OG0006665	Thhalv10016557m.g	Stapi.2094s0010, Stapi.0376s0008
OG0006666	Thhalv10016368m.g	Stapi.1592s0001, Stapi.0376s0009
OG0006667	Thhalv10017196m.g	Stapi.1111s0008, Stapi.1592s0005
OG0006668	Thhalv10016420m.g	Stapi.1111s0006, Stapi.8186s0001
OG0006669	Thhalv10017272m.g	Stapi.3326s0004, Stapi.6674s0002
OG0006670	Thhalv10016986m.g	Stapi.3326s0011, Stapi.7200s0003
OG0006671	Thhalv10016745m.g	Stapi.3852s0002, Stapi.7200s0004
OG0006672	Thhalv10010162m.g, Thhalv10016336m.g	Stapi.3852s0006
OG0006673	Thhalv10016805m.g	Stapi.5864s0005
OG0006674	Thhalv10017097m.g	Stapi.1751s0011, Stapi.3173s0005
OG0006675	Thhalv10016848m.g	Stapi.1419s0008, Stapi.1898s0011
OG0006676	Thhalv10016993m.g	Stapi.1898s0008, Stapi.1781s0003, Stapi.1419s0010
OG0006677	Thhalv10016344m.g	Stapi.1898s0001
OG0006678	Thhalv10016158m.g	Stapi.10332s0001
OG0006679	Thhalv10017261m.g	Stapi.1616s0007
OG0006680	Thhalv10016667m.g	Stapi.1058s0007, Stapi.7432s0001
OG0006681	Thhalv10016502m.g	Stapi.1058s0008, Stapi.3242s0004
OG0006682	Thhalv10016991m.g	Stapi.3242s0006
OG0006683	Thhalv10017887m.g	Stapi.5373s0001, Stapi.2023s0003
OG0006684	Thhalv10016803m.g	Stapi.5373s0002, Stapi.2023s0002
OG0006686	Thhalv10017360m.g	Stapi.2969s0005, Stapi.8906s0005
OG0006687	Thhalv10006680m.g	Stapi.1120s0004, Stapi.3643s0001
OG0006688	Thhalv10017155m.g	Stapi.1445s0003
OG0006689	Thhalv10027557m.g	Stapi.0539s0008
OG0006690	Thhalv10016878m.g	Stapi.0812s0005
OG0006691	Thhalv10016785m.g	Stapi.10369s0001
OG0006692	Thhalv10016394m.g	Stapi.1533s0002, Stapi.1874s0001
OG0006693	Thhalv10017182m.g	Stapi.1533s0006, Stapi.1874s0002
OG0006694	Thhalv10017234m.g	Stapi.5193s0004
OG0006695	Thhalv10016214m.g	Stapi.3748s0008
OG0006696	Thhalv10016424m.g	Stapi.3748s0007, Stapi.4581s0008
OG0006697	Thhalv10017788m.g	Stapi.2734s0003, Stapi.4581s0003, Stapi.3748s0006
OG0006698	Thhalv10017289m.g	Stapi.4581s0002, Stapi.3748s0005
OG0006699	Thhalv10016757m.g	Stapi.3389s0001, Stapi.0917s0019
OG0006700	Thhalv10017851m.g	Stapi.3389s0003, Stapi.0917s0016
OG0006701	Thhalv10016607m.g	Stapi.6539s0001, Stapi.0917s0010
OG0006702	Thhalv10017474m.g	Stapi.0917s0009
OG0006703	Thhalv10002066m.g	Stapi.6694s0002
OG0006704	Thhalv10016550m.g	Stapi.0917s0007
OG0006705	Thhalv10016974m.g	Stapi.0917s0005
OG0006706	Thhalv10016385m.g	Stapi.0342s0004, Stapi.2873s0003
OG0006707	Thhalv10017471m.g	Stapi.2951s0002, Stapi.12372s0001
OG0006708	Thhalv10016411m.g	Stapi.2951s0007
OG0006709	Thhalv10017042m.g	Stapi.2951s0010, Stapi.1807s0003
OG0006710	Thhalv10029375m.g	Stapi.4853s0003
OG0006711	Thhalv10029158m.g	Stapi.7131s0002, Stapi.2831s0002
OG0006712	Thhalv10028881m.g	Stapi.6508s0001, Stapi.2831s0007
OG0006713	Thhalv10028959m.g	Stapi.10200s0002
OG0006714	Thhalv10029228m.g	Stapi.7511s0001
OG0006715	Thhalv10028529m.g	Stapi.1408s0009
OG0006716	Thhalv10028472m.g	Stapi.7083s0001, Stapi.0472s0005
OG0006717	Thhalv10028531m.g	Stapi.1282s0001, Stapi.5538s0003, Stapi.1110s0005
OG0006718	Thhalv10028764m.g	Stapi.0104s0002, Stapi.3828s0003
OG0006719	Thhalv10028803m.g	Stapi.0104s0003, Stapi.3828s0002
OG0006720	Thhalv10028997m.g, Thhalv10028996m.g	Stapi.0113s0025
OG0006721	Thhalv10028461m.g	Stapi.0290s0001
OG0006722	Thhalv10028718m.g	Stapi.0290s0005
OG0006723	Thhalv10028383m.g	Stapi.0496s0007, Stapi.0290s0007
OG0006724	Thhalv10029021m.g	Stapi.7360s0005, Stapi.5308s0003
OG0006725	Thhalv10028648m.g, Thhalv10015680m.g	Stapi.0290s0011
OG0006726	Thhalv10028453m.g	Stapi.5904s0001, Stapi.2683s0003
OG0006727	Thhalv10028377m.g	Stapi.3006s0007, Stapi.0418s0007
OG0006728	Thhalv10029474m.g	Stapi.0947s0013, Stapi.0397s0008, Stapi.0947s0010, Stapi.0418s0013
OG0006729	Thhalv10028774m.g	Stapi.0379s0007, Stapi.0884s0005
OG0006730	Thhalv10028871m.g	Stapi.0999s0004, Stapi.0463s0005
OG0006731	Thhalv10028894m.g	Stapi.0373s0011
OG0006732	Thhalv10029346m.g	Stapi.1250s0006, Stapi.0134s0041
OG0006733	Thhalv10028670m.g	Stapi.0134s0043, Stapi.1250s0004
OG0006734	Thhalv10028402m.g	Stapi.0134s0027, Stapi.0583s0009
OG0006735	Thhalv10028938m.g	Stapi.0583s0005, Stapi.0134s0024
OG0006736	Thhalv10029196m.g	Stapi.0748s0007, Stapi.5871s0001, Stapi.1182s0001
OG0006737	Thhalv10028511m.g	Stapi.1439s0002
OG0006738	Thhalv10028966m.g	Stapi.0541s0012, Stapi.1331s0003
OG0006739	Thhalv10028757m.g	Stapi.1439s0004
OG0006740	Thhalv10028857m.g	Stapi.1295s0012
OG0006741	Thhalv10028742m.g	Stapi.0213s0024
OG0006742	Thhalv10028759m.g	Stapi.0345s0005
OG0006743	Thhalv10028883m.g	Stapi.0138s0021, Stapi.8514s0002
OG0006744	Thhalv10028375m.g	Stapi.0109s0015
OG0006745	Thhalv10029483m.g	Stapi.0128s0022, Stapi.0109s0008
OG0006746	Thhalv10028816m.g	Stapi.0128s0023, Stapi.0685s0002
OG0006747	Thhalv10028847m.g	Stapi.0685s0004
OG0006748	Thhalv10003403m.g	Stapi.0685s0005
OG0006749	Thhalv10028452m.g	Stapi.0150s0011
OG0006750	Thhalv10028739m.g	Stapi.0150s0008
OG0006751	Thhalv10029426m.g	Stapi.0137s0031
OG0006752	Thhalv10028699m.g	Stapi.0683s0005
OG0006754	Thhalv10028969m.g	Stapi.0038s0008
OG0006755	Thhalv10028961m.g	Stapi.0001s0039
OG0006756	Thhalv10029113m.g	Stapi.0374s0006
OG0006757	Thhalv10024855m.g	Stapi.3398s0011, Stapi.1431s0006
OG0006758	Thhalv10024456m.g	Stapi.1431s0007, Stapi.3398s0010
OG0006759	Thhalv10024267m.g	Stapi.1431s0008, Stapi.3398s0009
OG0006760	Thhalv10025208m.g	Stapi.3398s0003, Stapi.1431s0016
OG0006761	Thhalv10025979m.g	Stapi.3398s0001, Stapi.1431s0018
OG0006762	Thhalv10024734m.g	Stapi.1525s0005, Stapi.1431s0019
OG0006763	Thhalv10026442m.g	Stapi.1431s0020, Stapi.1525s0006
OG0006764	Thhalv10024830m.g	Stapi.1525s0010, Stapi.1431s0024
OG0006765	Thhalv10026303m.g	Stapi.1431s0026, Stapi.25221s0001
OG0006766	Thhalv10024983m.g	Stapi.10705s0003, Stapi.1525s0018
OG0006767	Thhalv10025386m.g	Stapi.1525s0020, Stapi.10705s0001
OG0006768	Thhalv10024192m.g	Stapi.9132s0001, Stapi.1525s0024
OG0006770	Thhalv10025021m.g	Stapi.6864s0003, Stapi.24844s0001
OG0006771	Thhalv10025869m.g	Stapi.8285s0001
OG0006772	Thhalv10024179m.g	Stapi.6048s0001, Stapi.11295s0001
OG0006773	Thhalv10024660m.g	Stapi.25048s0001
OG0006774	Thhalv10024527m.g	Stapi.5932s0004
OG0006775	Thhalv10026058m.g	Stapi.11606s0004
OG0006776	Thhalv10025832m.g	Stapi.18153s0001
OG0006777	Thhalv10027947m.g	Stapi.29304s0001
OG0006780	Thhalv10025455m.g	Stapi.7950s0004
OG0006781	Thhalv10026061m.g	Stapi.19487s0001, Stapi.7950s0003, Stapi.16900s0001
OG0006782	Thhalv10026651m.g	Stapi.7950s0002
OG0006783	Thhalv10025923m.g	Stapi.26367s0001
OG0006784	Thhalv10027155m.g	Stapi.31277s0001
OG0006786	Thhalv10024858m.g	Stapi.11690s0001
OG0006787	Thhalv10024981m.g	Stapi.9992s0001, Stapi.0111s0038
OG0006788	Thhalv10026134m.g	Stapi.4157s0003
OG0006789	Thhalv10023903m.g, Thhalv10025462m.g	Stapi.9566s0003
OG0006790	Thhalv10025192m.g	Stapi.9566s0002
OG0006791	Thhalv10025018m.g	Stapi.9566s0001
OG0006792	Thhalv10025906m.g	Stapi.8684s0001
OG0006794	Thhalv10016868m.g	Stapi.4216s0003
OG0006795	Thhalv10016135m.g	Stapi.2276s0002, Stapi.9885s0003
OG0006796	Thhalv10017287m.g	Stapi.14457s0001
OG0006797	Thhalv10016414m.g	Stapi.2744s0001
OG0006798	Thhalv10016272m.g	Stapi.8578s0001
OG0006799	Thhalv10016819m.g	Stapi.14250s0001
OG0006800	Thhalv10016481m.g	Stapi.2670s0002
OG0006801	Thhalv10016770m.g, Thhalv10003285m.g	Stapi.2670s0001
OG0006802	Thhalv10017926m.g	Stapi.1505s0007
OG0006803	Thhalv10016713m.g	Stapi.1505s0006
OG0006804	Thhalv10017311m.g	Stapi.1505s0002
OG0006805	Thhalv10016808m.g	Stapi.2892s0009
OG0006806	Thhalv10023901m.g, Thhalv10017418m.g	Stapi.3382s0004
OG0006807	Thhalv10016763m.g	Stapi.3382s0001
OG0006808	Thhalv10016401m.g	Stapi.2561s0002
OG0006809	Thhalv10016317m.g	Stapi.2561s0006
OG0006810	Thhalv10017945m.g	Stapi.2561s0008
OG0006811	Thhalv10002504m.g	Stapi.4862s0001
OG0006812	Thhalv10017959m.g	Stapi.11278s0001
OG0006813	Thhalv10016684m.g	Stapi.4862s0002, Stapi.8992s0001
OG0006814	Thhalv10017050m.g	Stapi.8992s0002, Stapi.4862s0003
OG0006815	Thhalv10017967m.g	Stapi.4862s0004, Stapi.8992s0003
OG0006816	Thhalv10017145m.g	Stapi.4862s0006
OG0006817	Thhalv10017346m.g	Stapi.9725s0001, Stapi.6657s0002
OG0006818	Thhalv10016504m.g	Stapi.6657s0001
OG0006819	Thhalv10017167m.g	Stapi.2742s0002
OG0006820	Thhalv10016879m.g	Stapi.10146s0001
OG0006821	Thhalv10016720m.g	Stapi.13693s0001
OG0006822	Thhalv10017200m.g	Stapi.5293s0001
OG0006823	Thhalv10016568m.g	Stapi.6787s0001
OG0006824	Thhalv10016470m.g	Stapi.4486s0006, Stapi.2679s0002
OG0006825	Thhalv10016164m.g	Stapi.4486s0005, Stapi.2679s0003
OG0006826	Thhalv10017045m.g	Stapi.4486s0003
OG0006827	Thhalv10016810m.g	Stapi.8959s0001
OG0006828	Thhalv10017359m.g	Stapi.5590s0004
OG0006829	Thhalv10016161m.g, Thhalv10016156m.g	Stapi.5590s0002
OG0006830	Thhalv10016836m.g	Stapi.5590s0001
OG0006831	Thhalv10017052m.g	Stapi.13424s0001
OG0006833	Thhalv10016664m.g	Stapi.9134s0001
OG0006834	Thhalv10017186m.g	Stapi.7786s0006
OG0006835	Thhalv10016357m.g	Stapi.1728s0006, Stapi.7092s0001
OG0006836	Thhalv10016635m.g	Stapi.1728s0010
OG0006837	Thhalv10017645m.g	Stapi.6634s0002
OG0006838	Thhalv10016343m.g	Stapi.13367s0001
OG0006839	Thhalv10016724m.g	Stapi.7558s0003
OG0006840	Thhalv10016894m.g	Stapi.7884s0001
OG0006841	Thhalv10016578m.g	Stapi.7382s0001
OG0006842	Thhalv10017430m.g	Stapi.8846s0002
OG0006843	Thhalv10016898m.g	Stapi.8624s0002
OG0006844	Thhalv10016869m.g	Stapi.8451s0002
OG0006845	Thhalv10016479m.g	Stapi.9246s0002
OG0006846	Thhalv10017046m.g	Stapi.5045s0004
OG0006847	Thhalv10016998m.g	Stapi.28742s0001
OG0006848	Thhalv10001429m.g	Stapi.3317s0007
OG0006849	Thhalv10001741m.g	Stapi.3317s0006
OG0006850	Thhalv10001393m.g	Stapi.0583s0013
OG0006851	Thhalv10001469m.g	Stapi.7351s0002
OG0006852	Thhalv10001453m.g	Stapi.7351s0003
OG0006854	Thhalv10001407m.g	Stapi.27882s0001
OG0006855	Thhalv10001296m.g	Stapi.1778s0003, Stapi.1306s0001
OG0006856	Thhalv10001307m.g	Stapi.1306s0002
OG0006857	Thhalv10001327m.g	Stapi.1306s0007
OG0006858	Thhalv10001299m.g	Stapi.10188s0002
OG0006859	Thhalv10001621m.g	Stapi.13218s0003
OG0006860	Thhalv10001581m.g, Thhalv10001575m.g	Stapi.5703s0004, Stapi.5703s0005
OG0006862	Thhalv10001669m.g	Stapi.24946s0001, Stapi.4482s0006
OG0006863	Thhalv10001567m.g	Stapi.4482s0003
OG0006864	Thhalv10001716m.g	Stapi.15626s0001
OG0006867	Thhalv10001491m.g	Stapi.10047s0001
OG0006869	Thhalv10001286m.g	Stapi.5384s0003
OG0006870	Thhalv10001539m.g	Stapi.13844s0001
OG0006871	Thhalv10001421m.g	Stapi.17355s0001
OG0006872	Thhalv10001406m.g	Stapi.8781s0001
OG0006873	Thhalv10001807m.g	Stapi.9911s0001
OG0006874	Thhalv10001516m.g	Stapi.6095s0002
OG0006875	Thhalv10001779m.g	Stapi.7097s0003
OG0006876	Thhalv10001797m.g	Stapi.5629s0001
OG0006877	Thhalv10001641m.g	Stapi.8015s0001
OG0006878	Thhalv10001624m.g	Stapi.12257s0001
OG0006879	Thhalv10001417m.g	Stapi.12257s0002
OG0006880	Thhalv10001543m.g	Stapi.2827s0003, Stapi.1178s0005
OG0006881	Thhalv10001625m.g	Stapi.6087s0001, Stapi.1178s0011
OG0006882	Thhalv10001306m.g	Stapi.1178s0015, Stapi.16095s0001
OG0006883	Thhalv10001325m.g	Stapi.16860s0001
OG0006888	Thhalv10001485m.g	Stapi.6453s0002
OG0006889	Thhalv10001303m.g	Stapi.28507s0001
OG0006890	Thhalv10001611m.g	Stapi.6140s0001
OG0006891	Thhalv10001448m.g	Stapi.5729s0005
OG0006892	Thhalv10001508m.g	Stapi.30632s0001
OG0006893	Thhalv10001342m.g	Stapi.19704s0001
OG0006894	Thhalv10001507m.g	Stapi.0020s0039
OG0006895	Thhalv10001664m.g	Stapi.9455s0004
OG0006896	Thhalv10001533m.g	Stapi.15281s0001
OG0006897	Thhalv10001373m.g	Stapi.11261s0001
OG0006898	Thhalv10001568m.g	Stapi.0886s0004
OG0006899	Thhalv10001490m.g	Stapi.8340s0002
OG0006900	Thhalv10001398m.g	Stapi.11319s0001
OG0006901	Thhalv10001445m.g	Stapi.12572s0001
OG0006902	Thhalv10001506m.g	Stapi.12479s0002
OG0006903	Thhalv10001426m.g	Stapi.12479s0001
OG0006904	Thhalv10001318m.g	Stapi.4809s0002
OG0006905	Thhalv10001369m.g	Stapi.4335s0002
OG0006906	Thhalv10001295m.g	Stapi.12830s0001
OG0006907	Thhalv10001530m.g	Stapi.6455s0004
OG0006908	Thhalv10001400m.g	Stapi.9604s0002
OG0006909	Thhalv10001294m.g	Stapi.0331s0006, Stapi.9604s0004
OG0006910	Thhalv10001682m.g	Stapi.9604s0005
OG0006911	Thhalv10001515m.g	Stapi.17246s0003
OG0006912	Thhalv10001380m.g	Stapi.4196s0006, Stapi.14695s0001
OG0006913	Thhalv10001411m.g	Stapi.4196s0001
OG0006914	Thhalv10006329m.g	Stapi.9228s0003
OG0006915	Thhalv10001548m.g	Stapi.5869s0007
OG0006916	Thhalv10001474m.g	Stapi.5869s0005
OG0006917	Thhalv10001288m.g	Stapi.2580s0005, Stapi.2770s0001
OG0006918	Thhalv10001392m.g	Stapi.2770s0002, Stapi.2580s0006
OG0006919	Thhalv10001278m.g	Stapi.2580s0008, Stapi.2770s0003
OG0006920	Thhalv10001627m.g	Stapi.2580s0009
OG0006921	Thhalv10001665m.g	Stapi.2580s0010
OG0006922	Thhalv10001284m.g	Stapi.2580s0015, Stapi.2770s0007
OG0006923	Thhalv10006523m.g	Stapi.3086s0004, Stapi.2387s0006
OG0006924	Thhalv10006690m.g	Stapi.0155s0051, Stapi.8498s0002
OG0006926	Thhalv10009123m.g, Thhalv10019323m.g	Stapi.0155s0053
OG0006927	Thhalv10006965m.g	Stapi.0155s0055
OG0006928	Thhalv10006746m.g	Stapi.3247s0006
OG0006929	Thhalv10008543m.g	Stapi.3664s0005
OG0006930	Thhalv10009164m.g	Stapi.3664s0004
OG0006931	Thhalv10008190m.g	Stapi.3664s0003
OG0006932	Thhalv10008385m.g	Stapi.3664s0001, Stapi.16919s0001
OG0006933	Thhalv10008805m.g	Stapi.1458s0004
OG0006934	Thhalv10008753m.g	Stapi.4222s0005
OG0006935	Thhalv10009593m.g	Stapi.4382s0001, Stapi.2511s0005
OG0006936	Thhalv10007136m.g	Stapi.7711s0001
OG0006937	Thhalv10006527m.g	Stapi.1338s0002
OG0006938	Thhalv10007944m.g	Stapi.6257s0001, Stapi.3512s0002
OG0006939	Thhalv10026368m.g, Thhalv10015765m.g	Stapi.0539s0009
OG0006940	Thhalv10008416m.g	Stapi.2377s0005
OG0006941	Thhalv10008357m.g	Stapi.0813s0006
OG0006942	Thhalv10007015m.g	Stapi.1925s0003, Stapi.1493s0005
OG0006943	Thhalv10008961m.g	Stapi.4458s0005
OG0006944	Thhalv10006740m.g	Stapi.6927s0003, Stapi.4458s0001
OG0006945	Thhalv10007128m.g	Stapi.2332s0004
