Orthogroup	S_parvula	S_pinnata
OG0014627	Sp1g16680	Stapi.2009s0001, Stapi.10601s0001
OG0014628	Sp1g17810	Stapi.0849s0005
OG0014629	Sp1g18120	Stapi.1538s0003, Stapi.5848s0002
OG0014630	Sp1g18390	Stapi.1128s0003, Stapi.1128s0001, Stapi.8056s0001
OG0014631	Sp5g18750	Stapi.4767s0004
OG0014632	Sp5g17620	Stapi.0114s0003
OG0014633	Sp6g06150	Stapi.14460s0001
OG0014634	Sp6g09270	Stapi.0001s0013
OG0014635	Sp5g17230	Stapi.0426s0007
OG0014636	Sp5g17100	Stapi.0774s0003
OG0014637	Sp5g16810	Stapi.10744s0002
OG0014638	Sp5g16590	Stapi.0040s0019
OG0014639	Sp5g16560	Stapi.2993s0001
OG0014640	Sp5g16280	Stapi.0028s0031
OG0014642	Sp5g16030	Stapi.1028s0003
OG0014643	Sp5g15770	Stapi.1528s0006, Stapi.0622s0003
OG0014644	Sp5g15480	Stapi.0622s0006
OG0014645	Sp5g15650	Stapi.0263s0011
OG0014646	Sp5g15520	Stapi.0622s0010, Stapi.0507s0003
OG0014647	Sp5g15140	Stapi.3885s0008
OG0014648	Sp5g14950	Stapi.2643s0004
OG0014649	Sp5g14880	Stapi.0480s0006
OG0014650	Sp5g14870	Stapi.0396s0011
OG0014651	Sp5g14810	Stapi.0396s0015, Stapi.0498s0004
OG0014652	Sp5g14750	Stapi.0396s0019, Stapi.0498s0010
OG0014653	Sp5g03290	Stapi.7667s0001
OG0014654	Sp5g14190	Stapi.0930s0004, Stapi.1618s0009
OG0014655	Sp5g14120	Stapi.0989s0004, Stapi.0347s0010
OG0014656	Sp5g14080, SpUn0103_0020	Stapi.0347s0020
OG0014657	Sp5g13710	Stapi.9658s0001
OG0014658	Sp5g13620	Stapi.4215s0003, Stapi.0326s0010
OG0014659	Sp5g13580	Stapi.1853s0012, Stapi.4215s0007
OG0014660	Sp5g13340	Stapi.0926s0011, Stapi.2151s0001
OG0014662	Sp5g13150	Stapi.17567s0001, Stapi.0968s0001
OG0014663	Sp4g12030	Stapi.0520s0006, Stapi.2477s0009
OG0014664	Sp4g12180	Stapi.0916s0005, Stapi.0308s0011
OG0014665	Sp4g12290	Stapi.5563s0005
OG0014666	Sp4g12320	Stapi.0254s0012
OG0014667	Sp4g12360	Stapi.0254s0021
OG0014668	Sp4g12650	Stapi.0479s0012
OG0014669	Sp4g12660	Stapi.0479s0011
OG0014670	Sp4g12700	Stapi.0957s0005
OG0014671	Sp4g12710	Stapi.0957s0007
OG0014672	SpUn0968_0010	Stapi.0084s0046
OG0014673	Sp3g14830	Stapi.1203s0002, Stapi.14157s0002
OG0014674	Sp3g15510	Stapi.1404s0005, Stapi.2030s0007
OG0014675	Sp3g16210	Stapi.2940s0008, Stapi.4948s0005
OG0014676	Sp3g16390	Stapi.3345s0002
OG0014678	Sp1g06730	Stapi.4083s0008, Stapi.28948s0001
OG0014679	Sp1g08380	Stapi.4055s0005, Stapi.2541s0006
OG0014680	Sp1g08940, Sp2g30100	Stapi.2008s0004
OG0014681	Sp1g09100	Stapi.3135s0006, Stapi.1810s0002
OG0014682	Sp1g09760	Stapi.2235s0003, Stapi.3355s0003
OG0014683	Sp1g09780	Stapi.2235s0006, Stapi.1152s0001
OG0014684	Sp7g03680	Stapi.8428s0001
OG0014685	Sp6g03970	Stapi.4010s0002
OG0014686	Sp6g03650	Stapi.2613s0002, Stapi.8404s0002
OG0014687	Sp6g04290	Stapi.0454s0005, Stapi.1229s0004, Stapi.4598s0003
OG0014688	Sp6g03490	Stapi.3414s0002
OG0014689	Sp6g03020	Stapi.6809s0002
OG0014690	Sp6g02780	Stapi.1163s0005
OG0014691	Sp6g24280	Stapi.4026s0007, Stapi.0795s0002
OG0014692	Sp3g19280	Stapi.3604s0002
OG0014693	Sp3g19770	Stapi.6602s0004, Stapi.2128s0003
OG0014694	Sp2g04500	Stapi.0733s0008
OG0014695	Sp2g04870	Stapi.6014s0001, Stapi.0348s0016
OG0014696	Sp1g03610	Stapi.15656s0002, Stapi.29933s0001
OG0014698	Sp1g05180	Stapi.7641s0002, Stapi.12888s0002
OG0014699	Sp1g06190	Stapi.1209s0007, Stapi.3281s0010, Stapi.8914s0001
OG0014701	Sp7g08220	Stapi.0058s0028, Stapi.0056s0042
OG0014702	Sp2g07460	Stapi.0072s0026, Stapi.0163s0001
OG0014703	Sp2g07540	Stapi.0284s0006
OG0014704	Sp2g07550	Stapi.0019s0030
OG0014705	Sp2g07650	Stapi.0739s0006, Stapi.0113s0020
OG0014706	Sp2g07840	Stapi.0052s0021, Stapi.0014s0020
OG0014707	Sp2g07920	Stapi.0039s0007
OG0014708	Sp2g07950	Stapi.0039s0012, Stapi.0140s0007
OG0014709	Sp2g08030	Stapi.0027s0014
OG0014710	Sp2g08040	Stapi.0027s0015
OG0014711	Sp2g08050	Stapi.0048s0025, Stapi.0027s0016
OG0014712	Sp2g08090	Stapi.0048s0031
OG0014713	Sp2g08120	Stapi.0048s0039, Stapi.0027s0028
OG0014714	Sp2g08270	Stapi.0032s0059
OG0014715	Sp2g08280	Stapi.0032s0061
OG0014716	Sp2g08300	Stapi.4315s0005
OG0014717	Sp2g08310	Stapi.0045s0059
OG0014718	Sp2g08500	Stapi.0056s0018
OG0014719	Sp2g08560	Stapi.0045s0014
OG0014720	Sp2g08620	Stapi.0102s0012
OG0014722	Sp2g08640	Stapi.0045s0006
OG0014723	Sp2g08810	Stapi.2319s0006
OG0014724	Sp2g08820	Stapi.2319s0007
OG0014726	Sp2g09080	Stapi.1750s0003, Stapi.0455s0014
OG0014727	Sp2g09210	Stapi.0354s0001
OG0014728	Sp4g01250	Stapi.2917s0005, Stapi.4766s0001
OG0014729	Sp4g00910	Stapi.6293s0001
OG0014730	Sp5g33770, SpUn0074_0080, SpUn0095_0060	Stapi.19877s0001
OG0014733	Sp5g33600	Stapi.19651s0001
OG0014735	Sp5g33400	Stapi.5802s0002
OG0014736	Sp5g33250	Stapi.6212s0001
OG0014738	Sp5g32940	Stapi.11539s0001
OG0014740	Sp5g32850	Stapi.1655s0002
OG0014741	Sp5g32840	Stapi.1655s0001
OG0014745	Sp5g32550	Stapi.10442s0002
OG0014746	Sp5g32500	Stapi.3443s0005
OG0014748	Sp5g32430	Stapi.17072s0002
OG0014750	Sp5g32350	Stapi.2013s0008
OG0014751	Sp5g32320	Stapi.2013s0007
OG0014756	Sp5g31860	Stapi.6428s0001
OG0014757	Sp5g31770	Stapi.7191s0002
OG0014760	Sp5g31540	Stapi.7653s0001
OG0014763	Sp5g31350	Stapi.5001s0004
OG0014765	Sp5g31260	Stapi.4480s0006
OG0014766	Sp5g31250	Stapi.4480s0005
OG0014767	Sp5g31200	Stapi.4480s0002
OG0014770	Sp5g31130	Stapi.3267s0005
OG0014771	Sp5g31120	Stapi.3267s0006, Stapi.9910s0001
OG0014773	Sp5g31010	Stapi.10059s0002
OG0014774	Sp5g30930	Stapi.12293s0001
OG0014775	Sp5g30920	Stapi.1861s0001
OG0014776	Sp5g30860	Stapi.0861s0006
OG0014782	Sp5g30660	Stapi.2000s0004
OG0014786	Sp5g30350	Stapi.1667s0003, Stapi.7043s0004
OG0014787	Sp5g30320	Stapi.7043s0002
OG0014788	Sp5g30260	Stapi.4541s0005
OG0014789	Sp5g30230	Stapi.4541s0002
OG0014790	Sp5g30110	Stapi.6484s0002
OG0014791	Sp5g30100	Stapi.3847s0004
OG0014792	Sp5g30020	Stapi.1371s0003
OG0014794	Sp5g29890	Stapi.1371s0011
OG0014795	Sp5g29840	Stapi.9240s0001, Stapi.18216s0001
OG0014797	Sp5g29700	Stapi.1067s0009, Stapi.5135s0002
OG0014798	Sp5g29690	Stapi.5135s0001
OG0014799	Sp5g29680	Stapi.0244s0047
OG0014800	Sp5g29660	Stapi.3894s0003, Stapi.0244s0049
OG0014801	Sp5g29560	Stapi.2582s0002
OG0014802	Sp5g29530	Stapi.0133s0035
OG0014803	Sp5g29500	Stapi.0133s0032
OG0014805	Sp5g29400	Stapi.5652s0002, Stapi.8547s0002
OG0014806	Sp5g29340	Stapi.3709s0003
OG0014807	Sp5g29330	Stapi.1112s0006, Stapi.3709s0005
OG0014808	Sp5g29190	Stapi.0641s0008
OG0014809	Sp5g29100	Stapi.0641s0018
OG0014810	Sp5g29070	Stapi.8491s0001, Stapi.0641s0021
OG0014813	Sp5g28970	Stapi.3134s0006
OG0014814	Sp5g28930	Stapi.11057s0004
OG0014816	Sp5g28710	Stapi.4603s0002, Stapi.8118s0001, Stapi.3292s0001
OG0014818	Sp5g28180	Stapi.0665s0011
OG0014819	Sp5g28060	Stapi.3913s0009, Stapi.2029s0008
OG0014820	Sp5g28040	Stapi.3913s0007, Stapi.2029s0006
OG0014821	Sp5g28000	Stapi.3913s0003
OG0014822	Sp5g27950	Stapi.7940s0005
OG0014823	Sp5g27860	Stapi.1384s0003
OG0014824	Sp5g27800	Stapi.1384s0008
OG0014825	Sp5g27780	Stapi.2378s0006, Stapi.1384s0010
OG0014826	Sp5g27740, Sp5g23290	Stapi.7954s0001
OG0014827	Sp5g27710	Stapi.10362s0002
OG0014828	Sp5g27640	Stapi.2399s0007
OG0014829	Sp5g27570	Stapi.2050s0001
OG0014830	Sp5g27510	Stapi.2050s0010
OG0014831	Sp5g27380	Stapi.2740s0002
OG0014832	Sp5g27330	Stapi.3328s0004, Stapi.0286s0019
OG0014833	Sp5g21540	Stapi.0592s0011
OG0014834	Sp5g34020	Stapi.30333s0001
OG0014835	Sp5g34040	Stapi.11584s0001
OG0014836	Sp5g34170	Stapi.7860s0002
OG0014837	Sp5g34300	Stapi.10640s0002
OG0014842	Sp5g34490	Stapi.1941s0005
OG0014843	Sp5g34500	Stapi.0234s0012
OG0014846	Sp5g34620	Stapi.7900s0002
OG0014853	Sp5g35040	Stapi.17040s0001
OG0014855	Sp5g35160	Stapi.20331s0002
OG0014856	Sp5g35210	Stapi.5130s0002
OG0014857	Sp5g35240	Stapi.7154s0003
OG0014859	Sp5g35460	Stapi.2661s0003
OG0014861	Sp5g35630	Stapi.31131s0001
OG0014862	Sp5g35650	Stapi.4083s0003
OG0014864	Sp5g35680	Stapi.6212s0003
OG0014866	Sp5g35750	Stapi.1786s0020, Stapi.5200s0007
OG0014867	Sp5g35740	Stapi.1786s0019
OG0014868	Sp5g35850	Stapi.7665s0001
OG0014870	Sp5g35900	Stapi.7665s0006
OG0014872	Sp5g34970	Stapi.16486s0001
OG0014873	Sp5g33470	Stapi.7502s0001, Stapi.11437s0001
OG0014874	Sp5g33300	Stapi.1235s0001, Stapi.16908s0001
OG0014875	Sp5g33290	Stapi.6761s0002
OG0014876	Sp5g32660	Stapi.0148s0016
OG0014877	Sp5g32560	Stapi.10442s0003, Stapi.2312s0008
OG0014878	Sp5g32263	Stapi.3791s0007, Stapi.12870s0001
OG0014879	Sp5g31790	Stapi.9557s0003
OG0014880	SpUn0429_0010, SpUn0744_0010	Stapi.0056s0001
OG0014881	Sp2g08390	Stapi.0045s0038, Stapi.0468s0002
OG0014884	Sp5g23890	Stapi.3020s0002
OG0014885	Sp1g34410	Stapi.0596s0006
OG0014887	Sp1g34420	Stapi.0596s0008
OG0014888	Sp1g34660	Stapi.0267s0014
OG0014889	Sp1g34820, SpUn0813_0010	Stapi.0867s0003
OG0014890	Sp1g34890	Stapi.6446s0002
OG0014892	Sp1g35100	Stapi.0634s0010
OG0014893	Sp1g35220	Stapi.1953s0008
OG0014894	Sp1g35250	Stapi.11834s0002, Stapi.1959s0007
OG0014895	Sp1g35410	Stapi.2872s0010
OG0014896	Sp1g35565	Stapi.1774s0009
OG0014897	Sp1g35790	Stapi.2758s0001, Stapi.0297s0004, Stapi.0517s0023
OG0014898	Sp1g36250	Stapi.4232s0002, Stapi.6324s0001
OG0014899	Sp1g41590	Stapi.1561s0005
OG0014900	Sp1g37700	Stapi.1200s0005, Stapi.1535s0001
OG0014901	Sp1g37810	Stapi.3516s0001, Stapi.1779s0001
OG0014902	Sp5g02320	Stapi.2186s0001, Stapi.9967s0001, Stapi.11050s0001
OG0014903	Sp5g01745	Stapi.9413s0001, Stapi.21394s0001
OG0014904	Sp4g11990	Stapi.5258s0003
OG0014905	Sp4g12470	Stapi.1617s0001, Stapi.2079s0003
OG0014906	Sp4g12580	Stapi.1326s0002, Stapi.0479s0021
OG0014907	Sp4g12670	Stapi.0749s0004, Stapi.0479s0010
OG0014908	Sp4g12790	Stapi.0084s0019
OG0014909	Sp7g05990	Stapi.2546s0002
OG0014910	Sp7g05920	Stapi.0500s0004
OG0014911	Sp7g05530	Stapi.0207s0005
OG0014912	Sp7g05520	Stapi.4741s0001
OG0014914	Sp1g26710	Stapi.2196s0001, Stapi.3999s0001
OG0014915	Sp1g26810	Stapi.2874s0011, Stapi.4420s0004, Stapi.4420s0005
OG0014916	Sp1g26990	Stapi.7245s0002, Stapi.11289s0001
OG0014917	Sp1g27970	Stapi.0868s0003, Stapi.1715s0003
OG0014918	Sp1g28320	Stapi.1235s0005, Stapi.0641s0027
OG0014919	Sp1g28190	Stapi.5029s0002, Stapi.4358s0001
OG0014920	Sp1g28880	Stapi.3706s0003, Stapi.0161s0023
OG0014921	Sp1g29360	Stapi.0228s0009, Stapi.0566s0012
OG0014922	Sp2g06170	Stapi.1900s0002, Stapi.2950s0002
OG0014923	Sp2g06680	Stapi.3673s0002, Stapi.0021s0015
OG0014924	SpUn0002_0680	Stapi.0022s0050, Stapi.0275s0015
OG0014925	Sp1g24790	Stapi.2500s0003
OG0014926	Sp1g30670	Stapi.0531s0011
OG0014927	Sp1g12130	Stapi.0431s0018, Stapi.1211s0003
OG0014928	Sp1g10340	Stapi.7027s0003
OG0014929	Sp1g09890	Stapi.2130s0001
OG0014930	Sp1g09820	Stapi.1152s0004
OG0014931	Sp7g07560	Stapi.0033s0020, Stapi.0250s0001
OG0014933	Sp6g28650	Stapi.2045s0006, Stapi.1916s0008
OG0014934	Sp5g26690	Stapi.12236s0003, Stapi.0833s0011
OG0014935	SpUn0020_0130, Sp5g26840	Stapi.4125s0001
OG0014936	Sp5g27310	Stapi.1168s0012, Stapi.0286s0017, Stapi.3328s0002
OG0014938	Sp5g28900	Stapi.3134s0001, Stapi.9325s0002
OG0014939	Sp5g28940	Stapi.11057s0002
OG0014940	Sp5g29760	Stapi.1067s0014, Stapi.6037s0001
OG0014941	Sp2g08750	Stapi.1262s0001, Stapi.0322s0016
OG0014942	Sp2g09040	Stapi.4110s0002, Stapi.1923s0004
OG0014943	Sp2g09200	Stapi.0354s0002, Stapi.8076s0001
OG0014944	Sp2g09750	Stapi.4548s0002, Stapi.4963s0002
OG0014945	Sp2g09810	Stapi.1557s0002, Stapi.6505s0003
OG0014946	Sp2g09820	Stapi.1557s0003, Stapi.6505s0004
OG0014947	Sp2g09980	Stapi.1347s0005, Stapi.5022s0003
OG0014949	Sp2g10600	Stapi.0738s0013
OG0014950	Sp2g10440	Stapi.0226s0026, Stapi.0738s0005
OG0014951	Sp7g00510	Stapi.0312s0013, Stapi.0761s0010
OG0014952	Sp2g11180	Stapi.0995s0019, Stapi.0020s0007
OG0014953	Sp2g11300	Stapi.3609s0003, Stapi.0242s0015
OG0014954	Sp2g11960	Stapi.2972s0001
OG0014955	Sp2g12080	Stapi.1814s0009, Stapi.2826s0007
OG0014958	Sp2g12230	Stapi.2392s0005
OG0014959	Sp2g12350	Stapi.0549s0018, Stapi.1065s0021
OG0014960	Sp2g12410	Stapi.0549s0012
OG0014962	Sp2g12487	Stapi.0635s0019, Stapi.0222s0010
OG0014963	Sp2g12590	Stapi.2367s0010
OG0014964	Sp2g12680	Stapi.2367s0001, Stapi.7990s0004
OG0014965	Sp2g12710	Stapi.3112s0003
OG0014966	Sp2g12750	Stapi.3996s0010
OG0014967	Sp2g12780	Stapi.11084s0001, Stapi.3996s0007
OG0014968	Sp2g12940	Stapi.1083s0004
OG0014969	Sp2g13040	Stapi.1380s0008
OG0014970	Sp2g13070	Stapi.1380s0005
OG0014971	Sp2g13130	Stapi.0456s0007
OG0014972	Sp2g13180	Stapi.0772s0006
OG0014973	Sp2g13210	Stapi.0772s0010
OG0014974	Sp6g00760, Sp2g13220	Stapi.0772s0011
OG0014975	Sp2g13290	Stapi.3014s0004
OG0014976	Sp2g13300	Stapi.3014s0005
OG0014977	Sp2g13390	Stapi.2200s0001
OG0014978	Sp2g13560	Stapi.0222s0013
OG0014979	Sp2g13570	Stapi.0540s0003, Stapi.0222s0017
OG0014980	Sp2g13600	Stapi.0222s0020, Stapi.0540s0011
OG0014981	Sp2g13670	Stapi.3867s0004
OG0014982	Sp2g13680	Stapi.3867s0003
OG0014983	Sp2g13820	Stapi.1113s0011
OG0014984	Sp2g13830	Stapi.1113s0010
OG0014985	Sp2g13840	Stapi.1113s0009
OG0014986	Sp2g13850	Stapi.7784s0005
OG0014987	Sp2g13930	Stapi.11014s0001
OG0014989	Sp2g14000	Stapi.7951s0002
OG0014990	Sp2g14050	Stapi.2057s0003
OG0014992	Sp2g14090	Stapi.2057s0009
OG0014994	Sp2g14310	Stapi.6784s0003, Stapi.0356s0012
OG0014995	Sp2g14370	Stapi.0356s0020
OG0014996	Sp2g14490	Stapi.2605s0005, Stapi.5444s0001
OG0014997	Sp2g14590	Stapi.0140s0025
OG0014998	Sp2g14750	Stapi.5694s0004
OG0014999	Sp2g14820	Stapi.0551s0008
OG0015000	Sp3g20220	Stapi.1658s0008, Stapi.0126s0039
OG0015001	Sp3g21230	Stapi.0792s0015
OG0015002	Sp3g13330	Stapi.2958s0005, Stapi.0446s0037
OG0015003	Sp4g25750	Stapi.7609s0002, Stapi.7218s0001
OG0015004	Sp4g25650	Stapi.3034s0003, Stapi.0202s0017
OG0015005	Sp2g13280	Stapi.0376s0018, Stapi.3014s0003
OG0015007	Sp5g11790	Stapi.4336s0001
OG0015008	Sp5g11360	Stapi.8192s0001
OG0015009	Sp5g11340	Stapi.0573s0008
OG0015010	Sp5g11330	Stapi.0573s0007
OG0015011	Sp5g11310	Stapi.4123s0006
OG0015013	Sp5g11210	Stapi.8977s0001, Stapi.0264s0007
OG0015014	Sp5g11200	Stapi.0264s0010
OG0015015	Sp5g11180	Stapi.0264s0011
OG0015016	Sp5g11170	Stapi.0264s0013
OG0015017	Sp5g11130	Stapi.0264s0017
OG0015018	Sp5g10980	Stapi.8865s0001
OG0015019	Sp5g10840	Stapi.3682s0005
OG0015020	Sp5g10820	Stapi.3682s0003, Stapi.10890s0001
OG0015021	Sp5g10770	Stapi.0354s0008, Stapi.2129s0005
OG0015022	Sp5g10760	Stapi.0354s0007, Stapi.2129s0006
OG0015023	Sp5g10730	Stapi.2129s0009
OG0015024	Sp5g10640	Stapi.1068s0004, Stapi.4319s0005
OG0015026	Sp5g10550	Stapi.3422s0005
OG0015027	Sp5g10520	Stapi.1122s0001
OG0015028	Sp5g10490	Stapi.0307s0005
OG0015029	Sp5g10410	Stapi.0573s0014
OG0015030	Sp5g10390	Stapi.5602s0003
OG0015031	Sp5g10360	Stapi.0218s0048
OG0015033	Sp5g10340	Stapi.3364s0003, Stapi.10005s0001
OG0015034	Sp5g10300	Stapi.0218s0043
OG0015035	Sp5g10290	Stapi.0218s0042
OG0015036	Sp5g10250	Stapi.0218s0037
OG0015037	Sp5g10240	Stapi.0218s0035
OG0015038	Sp5g10190	Stapi.0218s0029
OG0015039	Sp5g10170	Stapi.0725s0002
OG0015040	Sp5g10120	Stapi.0725s0006, Stapi.0218s0021
OG0015041	Sp5g10090	Stapi.0218s0016
OG0015042	Sp5g10060	Stapi.0218s0012
OG0015043	Sp5g10040	Stapi.0218s0011
OG0015044	Sp5g09980	Stapi.0218s0004
OG0015045	Sp5g09970	Stapi.1645s0003
OG0015046	Sp5g09950	Stapi.1645s0001
OG0015047	Sp5g09910	Stapi.0758s0010
OG0015048	Sp5g09820	Stapi.0855s0003, Stapi.5087s0003
OG0015050	Sp5g09630	Stapi.4569s0003, Stapi.10559s0002
OG0015052	Sp5g09600	Stapi.7523s0001
OG0015054	Sp5g09550	Stapi.1456s0009
OG0015057	Sp5g07660	Stapi.3486s0005
OG0015058	Sp5g07710	Stapi.2869s0005
OG0015059	Sp5g07770	Stapi.0010s0009
OG0015060	Sp5g07850	Stapi.0010s0002
OG0015061	Sp5g07940	Stapi.3017s0008
OG0015062	Sp5g07950	Stapi.1198s0014
OG0015063	Sp5g07960	Stapi.1198s0013
OG0015064	Sp5g08000	Stapi.3017s0004, Stapi.1198s0009
OG0015065	Sp5g08090	Stapi.2031s0002
OG0015066	Sp5g08120	Stapi.2031s0005
OG0015067	Sp5g08140	Stapi.2031s0006
OG0015068	Sp5g08200	Stapi.5597s0003, Stapi.0831s0006
OG0015069	Sp5g08240	Stapi.6102s0002
OG0015070	Sp5g08450	Stapi.2277s0004, Stapi.5898s0004, Stapi.2298s0017
OG0015071	Sp5g08580	Stapi.0619s0002
OG0015072	Sp5g08730	Stapi.0619s0018
OG0015073	Sp5g08850	Stapi.2789s0003
OG0015074	Sp5g08930	Stapi.1322s0004
OG0015075	Sp5g08970	Stapi.3515s0003
OG0015076	Sp5g09120	Stapi.4427s0003
OG0015077	Sp5g09130	Stapi.4427s0002
OG0015078	Sp5g09180	Stapi.3215s0013
OG0015080	Sp5g07590	Stapi.2896s0010
OG0015081	Sp5g07560	Stapi.2896s0006
OG0015082	Sp5g07450	Stapi.9169s0002
OG0015083	Sp5g07440	Stapi.13401s0001
OG0015084	Sp5g07383	Stapi.4455s0006
OG0015085	Sp5g07370	Stapi.4455s0005
OG0015086	Sp3g06320	Stapi.3932s0004
OG0015087	Sp3g07530	Stapi.6930s0004
OG0015088	Sp3g07490	Stapi.0793s0015
OG0015089	Sp6g06050	Stapi.1110s0002
OG0015090	Sp3g09140	Stapi.5770s0005
OG0015091	Sp3g09210	Stapi.0910s0009, Stapi.1944s0006
OG0015092	Sp3g09370	Stapi.4119s0001, Stapi.6286s0001
OG0015093	Sp3g09720	Stapi.9121s0002
OG0015094	Sp3g11140	Stapi.1631s0008, Stapi.5925s0003
OG0015095	Sp3g11090	Stapi.8255s0004, Stapi.1631s0003
OG0015096	Sp3g10510	Stapi.6060s0004
OG0015097	Sp3g33280	Stapi.10522s0001, Stapi.1674s0006
OG0015098	Sp3g33340	Stapi.7832s0004
OG0015099	Sp3g33450	Stapi.3233s0002
OG0015101	Sp3g33620	Stapi.2986s0007
OG0015106	Sp3g33970	Stapi.6177s0005, Stapi.14121s0001
OG0015107	Sp4g05420	Stapi.3158s0002
OG0015108	Sp4g05860	Stapi.1769s0002, Stapi.0477s0010
OG0015109	Sp4g06130	Stapi.0144s0018, Stapi.0085s0021
OG0015110	Sp5g05580	Stapi.0654s0007
OG0015111	Sp4g07080	Stapi.0036s0062
OG0015112	Sp4g10130	Stapi.0092s0012, Stapi.0318s0014
OG0015113	Sp4g10400	Stapi.0037s0023, Stapi.0351s0008
OG0015114	Sp5g35940	Stapi.10400s0003, Stapi.1786s0011
OG0015115	Sp2g12830	Stapi.3996s0002, Stapi.5112s0002
OG0015116	Sp7g07190	Stapi.0151s0016
OG0015117	Sp7g14530	Stapi.0781s0007
OG0015118	Sp7g14495	Stapi.3458s0005, Stapi.1290s0007
OG0015119	Sp7g14480	Stapi.1290s0002
OG0015121	Sp7g14380	Stapi.0469s0021
OG0015122	Sp7g14240	Stapi.3839s0004
OG0015123	Sp7g14230	Stapi.0661s0018
OG0015124	Sp7g14200	Stapi.0661s0015
OG0015125	Sp7g14180	Stapi.0661s0014
OG0015126	Sp7g14170	Stapi.0661s0012
OG0015127	Sp7g13990	Stapi.3915s0001, Stapi.0831s0011
OG0015128	Sp7g13900	Stapi.4724s0003, Stapi.0736s0001
OG0015129	SpUn0297_0010	Stapi.0736s0004
OG0015132	Sp3g32780	Stapi.6870s0002
OG0015133	Sp3g32700	Stapi.6844s0004
OG0015134	Sp3g32490	Stapi.11542s0001
OG0015137	Sp3g32350	Stapi.0653s0007
OG0015138	SpUn0483_0010	Stapi.11259s0002
OG0015140	Sp3g27950, Sp6g12450, Sp3g24020, Sp1g29200	Stapi.4565s0001
OG0015142	Sp3g31680	Stapi.7967s0001
OG0015144	Sp3g31400	Stapi.1581s0009
OG0015145	Sp3g31390	Stapi.1581s0008
OG0015146	Sp3g31320	Stapi.10800s0001, Stapi.3013s0002
OG0015148	Sp7g34310	Stapi.0991s0001
OG0015149	Sp7g31570, Sp7g31560	Stapi.2419s0004
OG0015150	Sp7g30340	Stapi.0803s0010, Stapi.0253s0013
OG0015151	Sp7g29770	Stapi.0817s0002
OG0015152	Sp7g29180	Stapi.12498s0001
OG0015153	Sp7g28860	Stapi.5776s0003
OG0015154	Sp7g28600	Stapi.4588s0005
OG0015155	Sp7g28000, Sp7g27990	Stapi.3291s0002
OG0015156	Sp7g27910	Stapi.14124s0002
OG0015157	Sp7g27400	Stapi.6475s0007, Stapi.6242s0004, Stapi.6475s0006
OG0015158	Sp1g29010, Sp7g26890	Stapi.0993s0001, Stapi.17306s0001
OG0015159	Sp7g26020	Stapi.3513s0002, Stapi.1357s0010
OG0015160	Sp7g25900	Stapi.3928s0004
OG0015161	Sp7g25880	Stapi.3928s0003, Stapi.1702s0002
OG0015162	Sp7g25790	Stapi.2812s0003, Stapi.26554s0001
OG0015163	Sp7g25450	Stapi.2231s0007
OG0015164	Sp7g25405	Stapi.13928s0001, Stapi.3861s0005
OG0015165	Sp7g24900, Sp1g13240	Stapi.6569s0002, Stapi.1795s0008, Stapi.6942s0003
OG0015166	Sp7g14360	Stapi.11037s0002, Stapi.3583s0003
OG0015167	Sp7g15190	Stapi.1753s0006
OG0015168	Sp7g15260	Stapi.0754s0005
OG0015169	Sp7g17370	Stapi.5059s0001
OG0015170	Sp7g17320	Stapi.2445s0001, Stapi.2506s0002
OG0015172	Sp7g17250	Stapi.5938s0002, Stapi.1109s0005
OG0015173	Sp7g16370	Stapi.10056s0002
OG0015175	Sp5g04530	Stapi.2908s0002, Stapi.2535s0002
OG0015176	Sp5g04930	Stapi.6929s0001
OG0015177	Sp5g05560	Stapi.5909s0002
OG0015178	Sp5g05770	Stapi.7087s0001
OG0015180	Sp5g06120	Stapi.1779s0010
OG0015181	Sp5g06050	Stapi.5894s0001
OG0015182	Sp5g06150	Stapi.6990s0005
OG0015183	Sp5g06180	Stapi.6990s0004
OG0015184	Sp5g06200	Stapi.7220s0001
OG0015185	Sp5g06330	Stapi.3776s0005
OG0015186	Sp5g06400	Stapi.5154s0005
OG0015187	Sp5g06570	Stapi.5235s0003
OG0015188	Sp5g06580	Stapi.7642s0001
OG0015189	Sp5g06600	Stapi.2737s0001
OG0015190	Sp5g06640	Stapi.2737s0003
OG0015191	Sp5g06650	Stapi.2737s0004
OG0015192	Sp5g06820	Stapi.5282s0003
OG0015193	Sp5g06830	Stapi.10739s0001
OG0015195	Sp5g06970	Stapi.5498s0002
OG0015196	Sp5g07010	Stapi.6628s0002
OG0015199	Sp5g07140	Stapi.0040s0001
OG0015200	Sp5g07190	Stapi.8598s0001
OG0015201	Sp5g07200	Stapi.4545s0002
OG0015202	Sp5g07740	Stapi.5010s0001
OG0015203	Sp5g08590	Stapi.0619s0003, Stapi.6752s0002, Stapi.2158s0004
OG0015204	Sp5g09190	Stapi.3215s0012
OG0015205	Sp5g10260	Stapi.0218s0039, Stapi.2358s0004
OG0015206	Sp5g10450	Stapi.0307s0009, Stapi.2787s0004
OG0015207	Sp3g33460	Stapi.3233s0003
OG0015209	Sp3g34110	Stapi.3439s0005
OG0015210	Sp3g34120	Stapi.3439s0004
OG0015211	Sp6g31180	Stapi.0444s0017
OG0015212	Sp5g16310	Stapi.0028s0050, Stapi.4371s0002
