Orthogroup	S_diversifolius	C_amplexicaulis
OG0006483	Sdiv_ptg000022l_0273-R	Caamp.1039s0376
OG0006483	Sdiv_ptg000008l_0267-R	Caamp.0010s0138
OG0006484	Sdiv_ptg000022l_0281-R	Caamp.1039s0387
OG0006484	Sdiv_ptg000008l_0262-R	Caamp.0010s0144
OG0006485	Sdiv_ptg000022l_0282-R	Caamp.1039s0388
OG0006486	Sdiv_ptg000022l_0237-R	Caamp.1039s0324
OG0006486	Sdiv_ptg000008l_0248-R	Caamp.0010s0160
OG0006487	Sdiv_ptg000022l_0234-R	Caamp.1039s0321
OG0006487	Sdiv_ptg000008l_0246-R	Caamp.0010s0163
OG0006488	Sdiv_ptg000008l_0242-R	Caamp.0010s0166
OG0006489	Sdiv_ptg000022l_0228-R	Caamp.1039s0312
OG0006489	Sdiv_ptg000008l_0240-R	Caamp.0010s0169
OG0006490	Sdiv_ptg000008l_0238-R	Caamp.0010s0170
OG0006491	Sdiv_ptg000008l_0233-R	Caamp.0010s0175
OG0006491	Sdiv_ptg000022l_0226-R	Caamp.1039s0300
OG0006492	Sdiv_ptg000008l_0228-R	Caamp.0010s0183
OG0006493	Sdiv_ptg000022l_0222-R	Caamp.1039s0290
OG0006493	Sdiv_ptg000008l_0227-R	Caamp.0010s0184
OG0006494	Sdiv_ptg000008l_0222-R	Caamp.0010s0192, Caamp.1039s0281
OG0006495	Sdiv_ptg000008l_0218-R	Caamp.0010s0196
OG0006495	Sdiv_ptg000022l_0210-R	Caamp.1039s0278
OG0006496	Sdiv_ptg000022l_0209-R	Caamp.1039s0277
OG0006496	Sdiv_ptg000008l_0217-R	Caamp.0010s0198
OG0006497	Sdiv_ptg000008l_0215-R	Caamp.0010s0200
OG0006498	Sdiv_ptg000022l_0208-R	Caamp.1039s0273
OG0006499	Sdiv_ptg000008l_0214-R	Caamp.0010s0202
OG0006500	Sdiv_ptg000008l_0209-R	Caamp.0010s0208, Caamp.1039s0266
OG0006502	Sdiv_ptg000008l_0203-R	Caamp.0010s0219
OG0006502	Sdiv_ptg000022l_0197-R	Caamp.1039s0258
OG0006503	Sdiv_ptg000022l_0194-R	Caamp.0010s0227, Caamp.1039s0253
OG0006504	Sdiv_ptg000008l_0198-R	Caamp.0010s0228
OG0006504	Sdiv_ptg000022l_0193-R	Caamp.1039s0252
OG0006505	Sdiv_ptg000008l_0192-R, Sdiv_ptg000022l_0186-R	Caamp.1039s0243, Caamp.0010s0236
OG0006507	Sdiv_ptg000008l_0182-R	Caamp.0010s0245
OG0006507	Sdiv_ptg000022l_0178-R	Caamp.1039s0232
OG0006508	Sdiv_ptg000008l_0180-R	Caamp.0010s0246
OG0006508	Sdiv_ptg000022l_0177-R	Caamp.1039s0231
OG0006509	Sdiv_ptg000022l_0175-R	Caamp.1039s0227
OG0006510	Sdiv_ptg000008l_0176-R	Caamp.1039s0226, Caamp.0010s0255
OG0006511	Sdiv_ptg000022l_0170-R	Caamp.1039s0217
OG0006511	Sdiv_ptg000008l_0170-R	Caamp.0010s0266
OG0006512	Sdiv_ptg000008l_0168-R	Caamp.0010s0271
OG0006513	Sdiv_ptg000022l_0165-R	Caamp.1039s0210
OG0006513	Sdiv_ptg000008l_0165-R	Caamp.0010s0274
OG0006514	Sdiv_ptg000022l_0163-R	Caamp.1039s0208
OG0006514	Sdiv_ptg000008l_0164-R	Caamp.0010s0275
OG0006515	Sdiv_ptg000022l_0158-R	Caamp.1039s0201
OG0006515	Sdiv_ptg000008l_0159-R	Caamp.0010s0280
OG0006516	Sdiv_ptg000008l_0153-R	Caamp.0010s0291
OG0006517	Sdiv_ptg000022l_0147-R	Caamp.1039s0190
OG0006517	Sdiv_ptg000008l_0151-R	Caamp.0010s0294
OG0006518	Sdiv_ptg000012l_1938-R	Caamp.0010s0299
OG0006519	Sdiv_ptg000022l_0142-R	Caamp.1039s0183, Caamp.0010s0304
OG0006520	Sdiv_ptg000014l_1893-R	Caamp.0035s0260, Caamp.0010s0314, Caamp.0045s0004, Caamp.0045s0007, Caamp.0019s0082, Caamp.1039s0292
OG0006523	Sdiv_ptg000005l_0153-R	Caamp.0012s0116
OG0006523	Sdiv_ptg000004l_0421-R	Caamp.0010s0329
OG0006525	Sdiv_ptg000008l_0604-R	Caamp.0101s0002
OG0006526	Sdiv_ptg000022l_0632-R	Caamp.0013s0021
OG0006527	Sdiv_ptg000022l_0606-R	Caamp.0013s0028
OG0006528	Sdiv_ptg000022l_0608-R	Caamp.0013s0031
OG0006528	Sdiv_ptg000008l_0595-R	Caamp.0101s0015
OG0006529	Sdiv_ptg000008l_0591-R	Caamp.0101s0020
OG0006529	Sdiv_ptg000022l_0612-R	Caamp.0013s0036
OG0006530	Sdiv_ptg000008l_0585-R	Caamp.0101s0032
OG0006530	Sdiv_ptg000022l_0617-R	Caamp.0013s0051
OG0006531	Sdiv_ptg000008l_0569-R	Caamp.0101s0048
OG0006532	Sdiv_ptg000008l_0568-R	Caamp.0101s0049
OG0006533	Sdiv_ptg000008l_0566-R	Caamp.0101s0051
OG0006534	Sdiv_ptg000008l_0563-R	Caamp.0101s0054
OG0006535	Sdiv_ptg000008l_0559-R	Caamp.0101s0057
OG0006535	Sdiv_ptg000022l_0595-R	Caamp.0013s0083
OG0006536	Sdiv_ptg000008l_0558-R	Caamp.0101s0058
OG0006536	Sdiv_ptg000022l_0594-R	Caamp.0013s0084
OG0006537	Sdiv_ptg000022l_0593-R	Caamp.0013s0085
OG0006537	Sdiv_ptg000008l_0557-R	Caamp.0101s0059
OG0006538	Sdiv_ptg000022l_0590-R	Caamp.0013s0093
OG0006538	Sdiv_ptg000008l_0554-R	Caamp.0101s0063
OG0006539	Sdiv_ptg000022l_0589-R	Caamp.0013s0094
OG0006540	Sdiv_ptg000022l_0581-R	Caamp.0097s0702, Caamp.0101s0073
OG0006541	Sdiv_ptg000022l_0578-R	Caamp.0003s0706, Caamp.0097s0705
OG0006542	Sdiv_ptg000008l_0542-R	Caamp.0101s0077
OG0006542	Sdiv_ptg000022l_0577-R	Caamp.0097s0706
OG0006543	Sdiv_ptg000022l_0568-R	Caamp.0097s0719
OG0006543	Sdiv_ptg000008l_0531-R	Caamp.0101s0091
OG0006544	Sdiv_ptg000008l_0526-R	Caamp.0101s0098
OG0006544	Sdiv_ptg000022l_0562-R	Caamp.0097s0727
OG0006545	Sdiv_ptg000008l_0524-R	Caamp.0101s0101
OG0006545	Sdiv_ptg000022l_0559-R	Caamp.0097s0731
OG0006546	Sdiv_ptg000008l_0523-R	Caamp.0101s0102
OG0006546	Sdiv_ptg000022l_0557-R	Caamp.0097s0732
OG0006547	Sdiv_ptg000008l_0518-R	Caamp.0101s0108
OG0006547	Sdiv_ptg000022l_0553-R	Caamp.0097s0739
OG0006548	Sdiv_ptg000001l_0487-R	Caamp.0064s0511
OG0006549	Sdiv_ptg000013l_0454-R, Sdiv_ptg000011l_0447-R	Caamp.0064s0490, Caamp.0101s0149
OG0006550	Sdiv_ptg000013l_0450-R	Caamp.0101s0159, Caamp.0069s0008
OG0006551	Sdiv_ptg000013l_0443-R, Sdiv_ptg000011l_0438-R	Caamp.0048s0023, Caamp.0101s0176
OG0006553	Sdiv_ptg000013l_0467-R	Caamp.0026s0228
OG0006554	Sdiv_ptg000001l_0499-R	Caamp.0026s0226
OG0006554	Sdiv_ptg000013l_0468-R	Caamp.0101s0189
OG0006556	Sdiv_ptg000008l_1402-R	Caamp.1031s0279
OG0006556	Sdiv_ptg000022l_1512-R	Caamp.0102s0008
OG0006557	Sdiv_ptg000022l_1509-R	Caamp.0102s0011
OG0006557	Sdiv_ptg000008l_1399-R	Caamp.1031s0276
OG0006558	Sdiv_ptg000022l_1506-R	Caamp.0102s0015, Caamp.1031s0271, Caamp.1031s0272
OG0006559	Sdiv_ptg000022l_1504-R	Caamp.0102s0019
OG0006559	Sdiv_ptg000008l_1394-R	Caamp.1031s0267
OG0006560	Sdiv_ptg000008l_1390-R	Caamp.1031s0261
OG0006560	Sdiv_ptg000022l_1501-R	Caamp.0102s0023
OG0006561	Sdiv_ptg000022l_1500-R	Caamp.1031s0259, Caamp.0102s0024
OG0006562	Sdiv_ptg000022l_1499-R	Caamp.0102s0025
OG0006562	Sdiv_ptg000008l_1388-R	Caamp.1031s0258
OG0006563	Sdiv_ptg000008l_1386-R	Caamp.1031s0256, Caamp.0102s0027
OG0006564	Sdiv_ptg000022l_1494-R	Caamp.1031s0251, Caamp.0102s0031
OG0006565	Sdiv_ptg000008l_1379-R	Caamp.1031s0247
OG0006565	Sdiv_ptg000022l_1489-R	Caamp.0102s0037
OG0006566	Sdiv_ptg000022l_1486-R	Caamp.1031s0243, Caamp.0102s0042
OG0006567	Sdiv_ptg000022l_1479-R	Caamp.1031s0235, Caamp.0102s0050
OG0006568	Sdiv_ptg000008l_1369-R, Sdiv_ptg000022l_1477-R	Caamp.1031s0234, Caamp.0102s0051
OG0006569	Sdiv_ptg000022l_1476-R	Caamp.0102s0052
OG0006569	Sdiv_ptg000008l_1368-R	Caamp.1031s0233
OG0006570	Sdiv_ptg000008l_1366-R	Caamp.1031s0230
OG0006570	Sdiv_ptg000022l_1472-R	Caamp.0102s0056
OG0006571	Sdiv_ptg000008l_1364-R	Caamp.1031s0228
OG0006571	Sdiv_ptg000022l_1470-R	Caamp.0102s0058
OG0006572	Sdiv_ptg000022l_1468-R, Sdiv_ptg000008l_1363-R	Caamp.1031s0225, Caamp.0102s0060
OG0006573	Sdiv_ptg000022l_1462-R	Caamp.0102s0065
OG0006573	Sdiv_ptg000008l_1358-R	Caamp.1031s0221
OG0006574	Sdiv_ptg000022l_1455-R	Caamp.0102s0074
OG0006574	Sdiv_ptg000008l_1350-R	Caamp.1031s0209
OG0006575	Sdiv_ptg000022l_1454-R	Caamp.0102s0075
OG0006576	Sdiv_ptg000022l_1453-R	Caamp.0102s0076
OG0006576	Sdiv_ptg000008l_1348-R	Caamp.1031s0206
OG0006577	Sdiv_ptg000008l_1345-R, Sdiv_ptg000022l_1451-R	Caamp.0102s0078
OG0006578	Sdiv_ptg000022l_1447-R	Caamp.1031s0196, Caamp.0102s0083
OG0006579	Sdiv_ptg000022l_1444-R	Caamp.0102s0086
OG0006579	Sdiv_ptg000008l_1339-R	Caamp.1031s0194
OG0006580	Sdiv_ptg000022l_1443-R	Caamp.0102s0088
OG0006580	Sdiv_ptg000008l_1338-R	Caamp.1031s0191
OG0006581	Sdiv_ptg000022l_1439-R	Caamp.0102s0092
OG0006582	Sdiv_ptg000022l_1437-R	Caamp.0102s0094
OG0006582	Sdiv_ptg000008l_1335-R	Caamp.1031s0185
OG0006583	Sdiv_ptg000008l_1330-R	Caamp.1031s0178
OG0006583	Sdiv_ptg000022l_1433-R	Caamp.0102s0101
OG0006584	Sdiv_ptg000008l_1328-R, Sdiv_ptg000022l_1430-R	Caamp.0102s0103, Caamp.1031s0176
OG0006585	Sdiv_ptg000002l_0213-R	Caamp.0095s0728, Caamp.0099s0003, Caamp.0102s0107
OG0006586	Sdiv_ptg000008l_1325-R	Caamp.1031s0171
OG0006586	Sdiv_ptg000022l_1426-R	Caamp.0102s0109
OG0006587	Sdiv_ptg000008l_1321-R	Caamp.1031s0163
OG0006588	Sdiv_ptg000008l_1311-R	Caamp.1031s0148
OG0006588	Sdiv_ptg000022l_1413-R	Caamp.0102s0128
OG0006589	Sdiv_ptg000008l_1310-R	Caamp.1031s0145
OG0006589	Sdiv_ptg000022l_1412-R	Caamp.0102s0130
OG0006590	Sdiv_ptg000008l_1306-R	Caamp.1031s0143
OG0006590	Sdiv_ptg000022l_1409-R	Caamp.0102s0133
OG0006591	Sdiv_ptg000022l_1408-R	Caamp.0102s0135
OG0006591	Sdiv_ptg000008l_1305-R	Caamp.1031s0141
OG0006592	Sdiv_ptg000008l_1302-R	Caamp.1031s0137
OG0006592	Sdiv_ptg000022l_1406-R	Caamp.0102s0138
OG0006593	Sdiv_ptg000008l_1299-R	Caamp.1031s0135
OG0006593	Sdiv_ptg000022l_1402-R	Caamp.0102s0142
OG0006594	Sdiv_ptg000022l_1400-R	Caamp.0102s0145
OG0006594	Sdiv_ptg000008l_1297-R	Caamp.1031s0132
OG0006595	Sdiv_ptg000022l_1398-R	Caamp.0102s0147
OG0006595	Sdiv_ptg000008l_1295-R	Caamp.1031s0131
OG0006597	Sdiv_ptg000008l_1283-R	Caamp.1031s0113
OG0006597	Sdiv_ptg000022l_1383-R	Caamp.0102s0172
OG0006598	Sdiv_ptg000008l_1278-R	Caamp.1031s0110, Caamp.0102s0175
OG0006599	Sdiv_ptg000008l_1266-R, Sdiv_ptg000022l_1367-R	Caamp.0102s0189, Caamp.1031s0097
OG0006600	Sdiv_ptg000008l_1264-R	Caamp.1031s0095
OG0006600	Sdiv_ptg000022l_1363-R	Caamp.0102s0191
OG0006601	Sdiv_ptg000008l_1263-R	Caamp.1031s0093
OG0006601	Sdiv_ptg000022l_1361-R	Caamp.0102s0193
OG0006602	Sdiv_ptg000022l_1359-R	Caamp.0102s0195
OG0006602	Sdiv_ptg000008l_1261-R	Caamp.1031s0091
OG0006603	Sdiv_ptg000022l_1354-R	Caamp.0102s0202
OG0006603	Sdiv_ptg000008l_1257-R	Caamp.1031s0084
OG0006604	Sdiv_ptg000022l_1352-R	Caamp.1031s0082, Caamp.0102s0204
OG0006605	Sdiv_ptg000022l_1351-R	Caamp.0102s0205
OG0006605	Sdiv_ptg000008l_1254-R	Caamp.1031s0080
OG0006606	Sdiv_ptg000008l_1246-R	Caamp.1031s0066
OG0006607	Sdiv_ptg000022l_1338-R	Caamp.0102s0220
OG0006607	Sdiv_ptg000008l_1241-R	Caamp.1031s0059
OG0006608	Sdiv_ptg000022l_1333-R	Caamp.0102s0225
OG0006608	Sdiv_ptg000008l_1237-R	Caamp.1031s0054
OG0006609	Sdiv_ptg000008l_1235-R, Sdiv_ptg000022l_1331-R	Caamp.0102s0227
OG0006610	Sdiv_ptg000008l_1236-R	Caamp.0102s0229, Caamp.1031s0053
OG0006611	Sdiv_ptg000022l_1324-R	Caamp.0102s0234
OG0006611	Sdiv_ptg000008l_1230-R	Caamp.1031s0046
OG0006612	Sdiv_ptg000022l_1318-R	Caamp.0102s0241
OG0006613	Sdiv_ptg000022l_1317-R	Caamp.0102s0242
OG0006613	Sdiv_ptg000008l_1222-R	Caamp.1031s0038
OG0006614	Sdiv_ptg000008l_1221-R	Caamp.1031s0037
OG0006614	Sdiv_ptg000022l_1316-R	Caamp.0102s0243
OG0006615	Sdiv_ptg000022l_1310-R	Caamp.0102s0247, Caamp.1031s0034
OG0006616	Sdiv_ptg000008l_1219-R	Caamp.1031s0033
OG0006616	Sdiv_ptg000022l_1309-R	Caamp.0102s0248
OG0006617	Sdiv_ptg000022l_1308-R	Caamp.0102s0249
OG0006617	Sdiv_ptg000008l_1218-R	Caamp.1031s0032
OG0006618	Sdiv_ptg000008l_1212-R	Caamp.1031s0022
OG0006618	Sdiv_ptg000022l_1303-R	Caamp.0102s0261
OG0006619	Sdiv_ptg000008l_1210-R	Caamp.1031s0011
OG0006619	Sdiv_ptg000022l_1297-R	Caamp.0102s0274
OG0006620	Sdiv_ptg000008l_1208-R	Caamp.1031s0009
OG0006620	Sdiv_ptg000022l_1296-R	Caamp.0102s0276
OG0006621	Sdiv_ptg000022l_1294-R	Caamp.1031s0006, Caamp.0102s0279
OG0006622	Sdiv_ptg000022l_1293-R	Caamp.0102s0280
OG0006622	Sdiv_ptg000008l_1204-R	Caamp.1031s0005
OG0006623	Sdiv_ptg000022l_1290-R	Caamp.0102s0284
OG0006624	Sdiv_ptg000022l_1288-R	Caamp.0102s0285
OG0006624	Sdiv_ptg000008l_1199-R	Caamp.1031s0001
OG0006625	Sdiv_ptg000008l_1198-R, Sdiv_ptg000022l_1287-R	Caamp.0105s0780, Caamp.0102s0286
OG0006626	Sdiv_ptg000022l_1276-R	Caamp.0102s0297
OG0006626	Sdiv_ptg000008l_1187-R	Caamp.0105s0768
OG0006627	Sdiv_ptg000022l_1275-R	Caamp.0102s0299
OG0006628	Sdiv_ptg000022l_1273-R	Caamp.0102s0301, Caamp.0105s0763
OG0006629	Sdiv_ptg000022l_1270-R	Caamp.0105s0757, Caamp.0102s0305
OG0006630	Sdiv_ptg000008l_1182-R	Caamp.0105s0755
OG0006630	Sdiv_ptg000022l_1269-R	Caamp.0102s0308
OG0006631	Sdiv_ptg000022l_1265-R	Caamp.0102s0311
OG0006631	Sdiv_ptg000008l_1180-R	Caamp.0105s0752
OG0006632	Sdiv_ptg000022l_1260-R	Caamp.0102s0317
OG0006632	Sdiv_ptg000008l_1174-R	Caamp.0105s0744
OG0006633	Sdiv_ptg000008l_1171-R	Caamp.0102s0320, Caamp.0105s0741
OG0006634	Sdiv_ptg000022l_1257-R	Caamp.0105s0740, Caamp.0102s0321
OG0006635	Sdiv_ptg000008l_1165-R	Caamp.0105s0735
OG0006635	Sdiv_ptg000022l_1250-R	Caamp.0102s0327
OG0006636	Sdiv_ptg000008l_1163-R	Caamp.0105s0733
OG0006636	Sdiv_ptg000022l_1248-R	Caamp.0102s0329
OG0006637	Sdiv_ptg000022l_1242-R	Caamp.0102s0334
OG0006637	Sdiv_ptg000008l_1158-R	Caamp.0105s0728
OG0006638	Sdiv_ptg000008l_1151-R	Caamp.0105s0720
OG0006638	Sdiv_ptg000022l_1233-R	Caamp.0102s0343
OG0006639	Sdiv_ptg000008l_1141-R	Caamp.0105s0711
OG0006639	Sdiv_ptg000022l_1223-R	Caamp.0102s0352
OG0006640	Sdiv_ptg000008l_1135-R, Sdiv_ptg000022l_1214-R	Caamp.0102s0361, Caamp.0105s0702
OG0006641	Sdiv_ptg000022l_1212-R	Caamp.0105s0699, Caamp.0102s0364
OG0006642	Sdiv_ptg000022l_1211-R	Caamp.0102s0365
OG0006642	Sdiv_ptg000008l_1131-R	Caamp.0105s0698
OG0006643	Sdiv_ptg000022l_1210-R	Caamp.0102s0366
OG0006643	Sdiv_ptg000008l_1130-R	Caamp.0105s0697
OG0006644	Sdiv_ptg000022l_1205-R	Caamp.0102s0371
OG0006645	Sdiv_ptg000008l_1120-R	Caamp.0105s0680
OG0006645	Sdiv_ptg000008l_1121-R	Caamp.0102s0382
OG0006646	Sdiv_ptg000008l_1118-R	Caamp.0105s0677
OG0006646	Sdiv_ptg000022l_1166-R	Caamp.0102s0384
OG0006647	Sdiv_ptg000022l_1167-R	Caamp.0102s0385
OG0006647	Sdiv_ptg000008l_1117-R	Caamp.0105s0676
OG0006648	Sdiv_ptg000008l_1108-R	Caamp.0105s0667
OG0006649	Sdiv_ptg000022l_1180-R	Caamp.0102s0403
OG0006649	Sdiv_ptg000008l_1104-R	Caamp.0105s0659
OG0006650	Sdiv_ptg000008l_1099-R	Caamp.0105s0655
OG0006651	Sdiv_ptg000022l_1188-R	Caamp.0102s0411
OG0006651	Sdiv_ptg000008l_1097-R	Caamp.0105s0654
OG0006652	Sdiv_ptg000022l_1190-R	Caamp.0102s0412
OG0006653	Sdiv_ptg000008l_1090-R	Caamp.0105s0645
OG0006653	Sdiv_ptg000022l_1193-R	Caamp.0102s0417
OG0006654	Sdiv_ptg000008l_1088-R	Caamp.0105s0643
OG0006655	Sdiv_ptg000022l_1197-R	Caamp.0102s0424
OG0006655	Sdiv_ptg000008l_1084-R	Caamp.0105s0639
OG0006656	Sdiv_ptg000022l_1200-R	Caamp.0102s0427
OG0006657	Sdiv_ptg000022l_1154-R	Caamp.0102s0436
OG0006658	Sdiv_ptg000022l_1150-R	Caamp.0102s0445
OG0006658	Sdiv_ptg000008l_1071-R	Caamp.0105s0619
OG0006659	Sdiv_ptg000022l_1149-R	Caamp.0102s0446
OG0006659	Sdiv_ptg000008l_1069-R	Caamp.0105s0617
OG0006660	Sdiv_ptg000022l_1144-R	Caamp.0102s0455
OG0006661	Sdiv_ptg000008l_1056-R	Caamp.0105s0599
OG0006661	Sdiv_ptg000022l_1136-R	Caamp.0102s0468
OG0006662	Sdiv_ptg000022l_1134-R	Caamp.0102s0470
OG0006663	Sdiv_ptg000022l_1129-R	Caamp.0105s0590, Caamp.0102s0476
OG0006664	Sdiv_ptg000022l_1122-R	Caamp.0102s0485, Caamp.0105s0587
OG0006665	Sdiv_ptg000022l_1121-R	Caamp.0105s0585, Caamp.0102s0487
OG0006666	Sdiv_ptg000022l_1120-R	Caamp.0102s0489
OG0006667	Sdiv_ptg000022l_1117-R	Caamp.0102s0492
OG0006668	Sdiv_ptg000022l_1115-R	Caamp.0102s0493
OG0006669	Sdiv_ptg000008l_1036-R	Caamp.0105s0571
OG0006670	Sdiv_ptg000008l_1033-R	Caamp.0105s0565
OG0006671	Sdiv_ptg000022l_1104-R	Caamp.0102s0506
OG0006672	Sdiv_ptg000008l_1027-R	Caamp.0102s0511, Caamp.0105s0557
OG0006673	Sdiv_ptg000008l_1023-R	Caamp.0105s0552
OG0006673	Sdiv_ptg000022l_1099-R	Caamp.0102s0516
OG0006674	Sdiv_ptg000008l_1018-R	Caamp.0102s0522, Caamp.0105s0545
OG0006675	Sdiv_ptg000022l_1077-R	Caamp.0105s0528, Caamp.0102s0537
OG0006677	Sdiv_ptg000008l_1001-R	Caamp.0105s0519
OG0006677	Sdiv_ptg000022l_1069-R	Caamp.0102s0548
OG0006678	Sdiv_ptg000008l_0993-R, Sdiv_ptg000022l_1062-R	Caamp.0102s0559, Caamp.0105s0507
OG0006679	Sdiv_ptg000008l_0987-R	Caamp.0105s0500
OG0006679	Sdiv_ptg000022l_1060-R	Caamp.0102s0567
OG0006680	Sdiv_ptg000022l_1055-R	Caamp.0102s0574
OG0006681	Sdiv_ptg000008l_0978-R	Caamp.0105s0493
OG0006682	Sdiv_ptg000008l_0976-R	Caamp.0105s0491
OG0006682	Sdiv_ptg000022l_1053-R	Caamp.0102s0577
OG0006683	Sdiv_ptg000022l_1046-R	Caamp.0105s0484, Caamp.0102s0581
OG0006684	Sdiv_ptg000022l_1045-R	Caamp.0105s0483, Caamp.0102s0582
OG0006685	Sdiv_ptg000022l_1041-R	Caamp.0102s0586
OG0006685	Sdiv_ptg000008l_0970-R	Caamp.0110s0029
OG0006686	Sdiv_ptg000022l_1036-R	Caamp.0102s0592
OG0006687	Sdiv_ptg000022l_1030-R	Caamp.1033s0609, Caamp.0102s0598
OG0006688	Sdiv_ptg000022l_1025-R	Caamp.0102s0604
OG0006688	Sdiv_ptg000008l_0955-R	Caamp.0105s0456
OG0006689	Sdiv_ptg000005l_0613-R	Caamp.0102s0608, Caamp.0003s0625
OG0006690	Sdiv_ptg000022l_1010-R	Caamp.0102s0622
OG0006690	Sdiv_ptg000008l_0942-R	Caamp.0105s0440
OG0006691	Sdiv_ptg000022l_1009-R	Caamp.0102s0623
OG0006691	Sdiv_ptg000008l_0940-R	Caamp.0105s0439
OG0006692	Sdiv_ptg000022l_1000-R	Caamp.0102s0633
OG0006694	Sdiv_ptg000022l_0990-R	Caamp.0105s0414, Caamp.0102s0645
OG0006695	Sdiv_ptg000008l_0919-R	Caamp.0105s0408
OG0006695	Sdiv_ptg000022l_0987-R	Caamp.0102s0650
OG0006696	Sdiv_ptg000022l_0986-R	Caamp.0102s0651
OG0006697	Sdiv_ptg000022l_0985-R	Caamp.0102s0652
OG0006698	Sdiv_ptg000022l_0984-R	Caamp.0105s0405, Caamp.0102s0653
OG0006699	Sdiv_ptg000008l_0913-R	Caamp.0102s0658
OG0006700	Sdiv_ptg000008l_0912-R	Caamp.0105s0398, Caamp.0102s0660
OG0006701	Sdiv_ptg000022l_0975-R	Caamp.0105s0393, Caamp.0102s0666
OG0006702	Sdiv_ptg000008l_0904-R	Caamp.0105s0391
OG0006702	Sdiv_ptg000022l_0973-R	Caamp.0102s0668
OG0006703	Sdiv_ptg000022l_0972-R	Caamp.0102s0669
OG0006703	Sdiv_ptg000008l_0903-R	Caamp.0105s0390
OG0006704	Sdiv_ptg000022l_0970-R	Caamp.0102s0671
OG0006704	Sdiv_ptg000008l_0901-R	Caamp.0105s0388
OG0006705	Sdiv_ptg000008l_0899-R	Caamp.0105s0386
OG0006705	Sdiv_ptg000022l_0967-R	Caamp.0102s0673
OG0006706	Sdiv_ptg000022l_0960-R	Caamp.0102s0678
OG0006707	Sdiv_ptg000022l_0950-R	Caamp.0102s0689
OG0006708	Sdiv_ptg000022l_0945-R	Caamp.0102s0693
OG0006708	Sdiv_ptg000008l_0880-R	Caamp.0105s0366
OG0006709	Sdiv_ptg000022l_0942-R	Caamp.0102s0696
OG0006710	Sdiv_ptg000009l_1604-R	Caamp.0102s0699
OG0006710	Sdiv_ptg000010l_1643-R	Caamp.0028s0243
OG0006711	Sdiv_ptg000009l_1606-R	Caamp.0028s0241, Caamp.0102s0701
OG0006712	Sdiv_ptg000010l_1638-R	Caamp.0028s0236
OG0006713	Sdiv_ptg000009l_1624-R	Caamp.0102s0722
OG0006713	Sdiv_ptg000010l_1623-R	Caamp.0028s0218
OG0006714	Sdiv_ptg000010l_1621-R	Caamp.0028s0215
OG0006715	Sdiv_ptg000009l_1630-R	Caamp.0102s0729
OG0006715	Sdiv_ptg000010l_1619-R	Caamp.0028s0213
OG0006716	Sdiv_ptg000010l_1618-R	Caamp.0028s0206
OG0006717	Sdiv_ptg000009l_1636-R	Caamp.0102s0739
OG0006718	Sdiv_ptg000009l_1650-R	Caamp.0102s0753
OG0006719	Sdiv_ptg000010l_1604-R	Caamp.0028s0187
OG0006720	Sdiv_ptg000009l_1655-R	Caamp.0102s0759
OG0006721	Sdiv_ptg000010l_1599-R	Caamp.0028s0181
OG0006721	Sdiv_ptg000009l_1658-R	Caamp.0102s0765
OG0006722	Sdiv_ptg000009l_1663-R	Caamp.0102s0770
OG0006722	Sdiv_ptg000010l_1596-R	Caamp.0028s0175
OG0006723	Sdiv_ptg000010l_1595-R	Caamp.0028s0173
OG0006724	Sdiv_ptg000009l_1682-R	Caamp.0102s0781
OG0006725	Sdiv_ptg000010l_1593-R	Caamp.0102s0797, Caamp.0028s0171
OG0006726	Sdiv_ptg000009l_1691-R	Caamp.0102s0813, Caamp.0028s0146
OG0006727	Sdiv_ptg000009l_1696-R	Caamp.0102s0819
OG0006728	Sdiv_ptg000009l_1699-R	Caamp.0102s0821
OG0006729	Sdiv_ptg000009l_1708-R	Caamp.0028s0128, Caamp.0102s0834
OG0006730	Sdiv_ptg000009l_1720-R	Caamp.0102s0845
OG0006731	Sdiv_ptg000009l_1728-R	Caamp.0102s0858
OG0006731	Sdiv_ptg000010l_1546-R	Caamp.0028s0105
OG0006732	Sdiv_ptg000010l_1537-R	Caamp.0028s0096
OG0006733	Sdiv_ptg000009l_1738-R	Caamp.0102s0868
OG0006734	Sdiv_ptg000009l_1756-R	Caamp.0102s0880
OG0006735	Sdiv_ptg000009l_1759-R	Caamp.0028s0080, Caamp.0102s0882
OG0006737	Sdiv_ptg000009l_1770-R	Caamp.0102s0900
OG0006737	Sdiv_ptg000010l_1513-R	Caamp.0028s0066
OG0006738	Sdiv_ptg000009l_1771-R	Caamp.0102s0901
OG0006739	Sdiv_ptg000010l_1510-R	Caamp.0028s0063
OG0006740	Sdiv_ptg000009l_1776-R	Caamp.0028s0053
OG0006740	Sdiv_ptg000010l_1502-R	Caamp.0102s0912
OG0006741	Sdiv_ptg000010l_1493-R	Caamp.0028s0046
OG0006741	Sdiv_ptg000009l_1782-R	Caamp.0102s0919
OG0006742	Sdiv_ptg000009l_1842-R	Caamp.0102s0922
OG0006742	Sdiv_ptg000010l_1449-R	Caamp.0049s0010
OG0006743	Sdiv_ptg000009l_1790-R	Caamp.0102s0924
OG0006743	Sdiv_ptg000010l_1488-R	Caamp.0028s0043
OG0006744	Sdiv_ptg000010l_1487-R	Caamp.0028s0040
