Orthogroup	C_amplexicaulis	E_salsugineum
OG0011346	Caamp.0076s1500, Caamp.1031s0462	Thhalv10017090m.g
OG0011347	Caamp.0076s1495, Caamp.1031s0467	Thhalv10016247m.g
OG0011348	Caamp.0076s1486, Caamp.1031s0477	Thhalv10017357m.g
OG0011349	Caamp.1031s0479, Caamp.0076s1484	Thhalv10016927m.g
OG0011350	Caamp.0076s1482, Caamp.1031s0481	Thhalv10017174m.g
OG0011351	Caamp.0076s1480, Caamp.1031s0483	Thhalv10016406m.g
OG0011352	Caamp.1031s0487, Caamp.0076s1474	Thhalv10017103m.g
OG0011353	Caamp.1031s0488, Caamp.0076s1472	Thhalv10017807m.g
OG0011354	Caamp.1031s0492, Caamp.0076s1468	Thhalv10017054m.g
OG0011355	Caamp.1031s0497	Thhalv10016328m.g
OG0011356	Caamp.1031s0522, Caamp.0076s1438	Thhalv10001523m.g
OG0011357	Caamp.0076s1436, Caamp.1031s0524	Thhalv10001651m.g
OG0011358	Caamp.1031s0526, Caamp.0076s1434	Thhalv10001495m.g
OG0011359	Caamp.1031s0533, Caamp.0076s1430	Thhalv10001381m.g
OG0011360	Caamp.1031s0536	Thhalv10001762m.g
OG0011361	Caamp.1031s0538, Caamp.0076s1426	Thhalv10001541m.g
OG0011362	Caamp.0076s1416, Caamp.1031s0554	Thhalv10001685m.g
OG0011363	Caamp.0076s1413, Caamp.1031s0556	Thhalv10001347m.g
OG0011364	Caamp.1031s0583, Caamp.0018s0001	Thhalv10001359m.g
OG0011365	Caamp.0018s0002, Caamp.1031s0584	Thhalv10001637m.g
OG0011366	Caamp.0018s0007, Caamp.1031s0589	Thhalv10001537m.g
OG0011367	Caamp.1031s0590, Caamp.0018s0008	Thhalv10001757m.g
OG0011368	Caamp.0018s0018, Caamp.1031s0600	Thhalv10001785m.g
OG0011369	Caamp.0018s0021, Caamp.1031s0602	Thhalv10001457m.g
OG0011370	Caamp.1031s0604	Thhalv10001769m.g
OG0011371	Caamp.1031s0606, Caamp.0018s0028	Thhalv10001674m.g
OG0011372	Caamp.1031s0619, Caamp.0018s0039	Thhalv10001461m.g
OG0011373	Caamp.0105s0564, Caamp.1031s0631, Caamp.0018s0045	Thhalv10001479m.g
OG0011374	Caamp.1031s0637, Caamp.0018s0051	Thhalv10001633m.g
OG0011375	Caamp.1031s0639, Caamp.0018s0053	Thhalv10001437m.g
OG0011376	Caamp.1031s0644, Caamp.0018s0059	Thhalv10001313m.g
OG0011377	Caamp.1031s0645, Caamp.0018s0060	Thhalv10001488m.g
OG0011378	Caamp.0018s0062, Caamp.1031s0646	Thhalv10001761m.g
OG0011379	Caamp.1031s0652	Thhalv10001642m.g
OG0011380	Caamp.0018s0071, Caamp.1031s0656	Thhalv10001758m.g, Thhalv10027189m.g
OG0011381	Caamp.0018s0084, Caamp.1031s0667	Thhalv10001339m.g
OG0011382	Caamp.1031s0671, Caamp.0018s0087	Thhalv10001591m.g
OG0011383	Caamp.1031s0676	Thhalv10001589m.g
OG0011383	Caamp.0064s0342	Thhalv10003327m.g
OG0011384	Caamp.1031s0683, Caamp.0018s0099	Thhalv10001680m.g
OG0011385	Caamp.0018s0104, Caamp.1031s0688	Thhalv10001475m.g
OG0011386	Caamp.0018s0106, Caamp.1031s0690	Thhalv10001427m.g
OG0011387	Caamp.0018s0115, Caamp.1031s0698	Thhalv10001341m.g
OG0011388	Caamp.1031s0699, Caamp.0018s0120	Thhalv10001519m.g
OG0011389	Caamp.1031s0701, Caamp.0018s0121	Thhalv10001791m.g
OG0011390	Caamp.0018s0141, Caamp.1031s0720	Thhalv10001324m.g
OG0011391	Caamp.1031s0723, Caamp.0018s0144	Thhalv10001632m.g
OG0011392	Caamp.0018s0145, Caamp.1031s0724	Thhalv10001388m.g
OG0011393	Caamp.0018s0147, Caamp.1031s0726	Thhalv10001499m.g
OG0011394	Caamp.0018s0152, Caamp.1031s0733	Thhalv10001358m.g
OG0011395	Caamp.1031s0739, Caamp.0018s0158	Thhalv10001604m.g
OG0011396	Caamp.0018s0161, Caamp.1031s0742	Thhalv10001646m.g
OG0011397	Caamp.1031s0745, Caamp.0018s0163	Thhalv10001517m.g
OG0011398	Caamp.1031s0746, Caamp.0018s0164	Thhalv10001707m.g
OG0011399	Caamp.1031s0750, Caamp.0018s0168	Thhalv10001338m.g
OG0011400	Caamp.1031s0752, Caamp.0018s0169	Thhalv10001310m.g
OG0011401	Caamp.0018s0172, Caamp.1031s0753	Thhalv10001775m.g
OG0011402	Caamp.0018s0175, Caamp.1031s0756	Thhalv10001583m.g
OG0011403	Caamp.0018s0177, Caamp.1031s0758	Thhalv10001635m.g
OG0011404	Caamp.0018s0179, Caamp.1031s0760	Thhalv10001650m.g
OG0011405	Caamp.1031s0766, Caamp.0018s0186	Thhalv10001607m.g
OG0011406	Caamp.1031s0777, Caamp.0018s0196	Thhalv10001605m.g
OG0011407	Caamp.0018s0198, Caamp.1031s0779	Thhalv10001643m.g
OG0011408	Caamp.0190s1164, Caamp.0018s0199, Caamp.1031s0781	Thhalv10001424m.g
OG0011409	Caamp.1031s0786, Caamp.0018s0204	Thhalv10001514m.g
OG0011410	Caamp.1031s0788, Caamp.0018s0208	Thhalv10001291m.g
OG0011411	Caamp.0018s0229, Caamp.1031s0807	Thhalv10001658m.g
OG0011412	Caamp.0018s0230, Caamp.1031s0808	Thhalv10001742m.g
OG0011413	Caamp.0018s0242, Caamp.1031s0819	Thhalv10001600m.g
OG0011414	Caamp.0018s0244, Caamp.1031s0821	Thhalv10001366m.g
OG0011415	Caamp.1031s0828, Caamp.0018s0252	Thhalv10001545m.g
OG0011416	Caamp.1031s0830, Caamp.0018s0255	Thhalv10001803m.g
OG0011417	Caamp.0018s0258, Caamp.1031s0833	Thhalv10001355m.g
OG0011418	Caamp.0018s0262, Caamp.1031s0837	Thhalv10001357m.g
OG0011419	Caamp.0018s0265, Caamp.1031s0840	Thhalv10001308m.g
OG0011420	Caamp.1031s0847, Caamp.0018s0272	Thhalv10001420m.g
OG0011421	Caamp.1031s0862, Caamp.0018s0291	Thhalv10001584m.g
OG0011422	Caamp.0018s0292, Caamp.1031s0864	Thhalv10001452m.g
OG0011423	Caamp.1031s0867	Thhalv10001739m.g
OG0011423	Caamp.0018s0295	Thhalv10001346m.g
OG0011424	Caamp.0018s0298, Caamp.1031s0868	Thhalv10001802m.g
OG0011425	Caamp.1031s0872, Caamp.0018s0301	Thhalv10001438m.g
OG0011426	Caamp.1031s0881, Caamp.0018s0309	Thhalv10001281m.g
OG0011427	Caamp.0018s0310, Caamp.1031s0882	Thhalv10001522m.g
OG0011428	Caamp.1031s0884, Caamp.0018s0313	Thhalv10001498m.g
OG0011429	Caamp.0018s0316, Caamp.1031s0886	Thhalv10001673m.g
OG0011430	Caamp.0018s0320, Caamp.1031s0890	Thhalv10001362m.g
OG0011431	Caamp.0018s0324, Caamp.1031s0896	Thhalv10001442m.g
OG0011432	Caamp.1031s0909, Caamp.0018s0337	Thhalv10001368m.g
OG0011433	Caamp.1031s0910, Caamp.0018s0338	Thhalv10001458m.g
OG0011434	Caamp.1031s0911, Caamp.0018s0339	Thhalv10001647m.g
OG0011435	Caamp.0018s0340, Caamp.1031s0912	Thhalv10001614m.g
OG0011436	Caamp.0018s0341, Caamp.1031s0913	Thhalv10001494m.g
OG0011437	Caamp.1031s0916, Caamp.0018s0344	Thhalv10001431m.g
OG0011439	Caamp.1031s0925, Caamp.0018s0353	Thhalv10001715m.g
OG0011440	Caamp.0018s0354, Caamp.1031s0926	Thhalv10001363m.g
OG0011441	Caamp.0018s0356, Caamp.1031s0928	Thhalv10018568m.g
OG0011442	Caamp.0018s0360, Caamp.1031s0934	Thhalv10001446m.g
OG0011443	Caamp.0018s0364, Caamp.1031s0938	Thhalv10001455m.g
OG0011444	Caamp.0018s0372, Caamp.1031s0949	Thhalv10001800m.g
OG0011445	Caamp.1031s0950, Caamp.0018s0373	Thhalv10001654m.g
OG0011446	Caamp.1033s0002, Caamp.0190s0123	Thhalv10008998m.g
OG0011447	Caamp.0190s0124, Caamp.1033s0003	Thhalv10007934m.g
OG0011448	Caamp.0190s0126, Caamp.1033s0005	Thhalv10006893m.g
OG0011449	Caamp.0190s0127, Caamp.1033s0006	Thhalv10007813m.g
OG0011450	Caamp.1033s0010	Thhalv10006535m.g
OG0011451	Caamp.1033s0019, Caamp.0190s0138	Thhalv10008051m.g
OG0011452	Caamp.1033s0044	Thhalv10009375m.g
OG0011453	Caamp.0037s0330, Caamp.1033s0049	Thhalv10007536m.g
OG0011454	Caamp.1033s0066, Caamp.0037s0348	Thhalv10008264m.g
OG0011455	Caamp.0037s0355, Caamp.1033s0071	Thhalv10008554m.g
OG0011456	Caamp.0037s0364, Caamp.1033s0081	Thhalv10009554m.g
OG0011457	Caamp.0037s0371, Caamp.1033s0086	Thhalv10009836m.g
OG0011458	Caamp.0037s0377, Caamp.1033s0096	Thhalv10008247m.g
OG0011459	Caamp.0037s0378, Caamp.1033s0097	Thhalv10006627m.g
OG0011460	Caamp.0037s0380, Caamp.1033s0100	Thhalv10009125m.g
OG0011461	Caamp.0037s0382, Caamp.1033s0102	Thhalv10007305m.g
OG0011462	Caamp.0037s0384, Caamp.1033s0104	Thhalv10009890m.g
OG0011463	Caamp.0037s0386, Caamp.1033s0106	Thhalv10008318m.g
OG0011464	Caamp.0037s0390, Caamp.1033s0113	Thhalv10008896m.g
OG0011465	Caamp.1033s0114, Caamp.0037s0391	Thhalv10008541m.g
OG0011467	Caamp.1033s0125, Caamp.0037s0403	Thhalv10006998m.g
OG0011469	Caamp.1033s0132, Caamp.0037s0407	Thhalv10007358m.g
OG0011470	Caamp.1033s0137, Caamp.0037s0412	Thhalv10008952m.g
OG0011471	Caamp.1033s0142, Caamp.0037s0417	Thhalv10009563m.g
OG0011472	Caamp.0037s0418, Caamp.1033s0143	Thhalv10007872m.g
OG0011473	Caamp.1036s0336, Caamp.0037s0427, Caamp.1033s0147	Thhalv10008947m.g
OG0011474	Caamp.1033s0151, Caamp.0037s0432	Thhalv10007115m.g
OG0011475	Caamp.0037s0434, Caamp.1033s0152	Thhalv10006791m.g
OG0011476	Caamp.0037s0455, Caamp.1033s0171	Thhalv10008744m.g
OG0011477	Caamp.0037s0457, Caamp.1033s0174	Thhalv10007266m.g
OG0011478	Caamp.1033s0179, Caamp.0037s0463	Thhalv10008158m.g
OG0011479	Caamp.0037s0469, Caamp.1033s0187	Thhalv10009071m.g
OG0011480	Caamp.0037s0472, Caamp.1033s0190	Thhalv10007303m.g
OG0011481	Caamp.0037s0477, Caamp.1033s0194	Thhalv10008869m.g
OG0011482	Caamp.0037s0482, Caamp.1033s0199	Thhalv10007961m.g
OG0011483	Caamp.1033s0207, Caamp.0037s0492	Thhalv10008082m.g
OG0011484	Caamp.1033s0208, Caamp.0037s0493	Thhalv10008745m.g
OG0011485	Caamp.1033s0209, Caamp.0037s0494	Thhalv10007574m.g
OG0011486	Caamp.1033s0210, Caamp.0037s0496	Thhalv10007684m.g
OG0011487	Caamp.1033s0216, Caamp.0037s0500	Thhalv10007867m.g
OG0011488	Caamp.0037s0503, Caamp.1033s0218	Thhalv10009549m.g
OG0011489	Caamp.0037s0506, Caamp.1033s0221	Thhalv10007185m.g
OG0011490	Caamp.1033s0227, Caamp.0037s0510	Thhalv10008691m.g
OG0011491	Caamp.0037s0511, Caamp.1033s0228	Thhalv10006986m.g
OG0011492	Caamp.1033s0231, Caamp.0037s0514	Thhalv10007745m.g
OG0011493	Caamp.0037s0523, Caamp.1033s0238	Thhalv10008298m.g
OG0011494	Caamp.0037s0524, Caamp.1033s0239	Thhalv10008330m.g
OG0011495	Caamp.0037s0531, Caamp.1033s0246	Thhalv10009468m.g
OG0011496	Caamp.1033s0256, Caamp.0037s0542	Thhalv10008235m.g
OG0011497	Caamp.1033s0259, Caamp.0037s0546	Thhalv10008049m.g
OG0011498	Caamp.0037s0549, Caamp.1033s0262	Thhalv10007591m.g
OG0011499	Caamp.1033s0272, Caamp.0037s0560	Thhalv10008848m.g
OG0011500	Caamp.0037s0561, Caamp.1033s0273	Thhalv10008997m.g
OG0011501	Caamp.0037s0563, Caamp.1033s0275	Thhalv10008165m.g
OG0011502	Caamp.0037s0569, Caamp.1033s0280	Thhalv10009562m.g
OG0011503	Caamp.0037s0572, Caamp.1033s0283	Thhalv10009046m.g
OG0011504	Caamp.0037s0574, Caamp.1033s0285	Thhalv10009723m.g
OG0011505	Caamp.0037s0575, Caamp.1033s0286	Thhalv10008445m.g
OG0011506	Caamp.1033s0287, Caamp.0037s0576	Thhalv10009087m.g
OG0011507	Caamp.1033s0295, Caamp.0037s0583	Thhalv10009081m.g
OG0011508	Caamp.1033s0296	Thhalv10006590m.g
OG0011509	Caamp.1033s0299, Caamp.0037s0586	Thhalv10007061m.g
OG0011510	Caamp.0037s0593, Caamp.1033s0305	Thhalv10008844m.g
OG0011512	Caamp.0037s0595, Caamp.1033s0308	Thhalv10008634m.g
OG0011513	Caamp.1033s0310, Caamp.0037s0597	Thhalv10008392m.g
OG0011514	Caamp.0037s0598, Caamp.1033s0311	Thhalv10006742m.g
OG0011515	Caamp.1033s0314, Caamp.0037s0601	Thhalv10009687m.g
OG0011516	Caamp.0037s0607, Caamp.1033s0318	Thhalv10007585m.g
OG0011517	Caamp.0037s0620, Caamp.1033s0331	Thhalv10007220m.g
OG0011518	Caamp.1033s0346, Caamp.0037s0634	Thhalv10008699m.g
OG0011519	Caamp.1033s0353	Thhalv10009240m.g
OG0011520	Caamp.0037s0639, Caamp.1033s0354	Thhalv10009312m.g
OG0011521	Caamp.1033s0359, Caamp.0037s0644	Thhalv10009826m.g
OG0011522	Caamp.1033s0361, Caamp.0037s0647	Thhalv10007963m.g
OG0011523	Caamp.0037s0665, Caamp.1033s0384	Thhalv10009121m.g
OG0011524	Caamp.0037s0670, Caamp.1033s0390	Thhalv10008291m.g
OG0011525	Caamp.0037s0677, Caamp.1033s0398	Thhalv10008222m.g
OG0011526	Caamp.1033s0402	Thhalv10006835m.g
OG0011527	Caamp.1033s0410, Caamp.0070s0112	Thhalv10008591m.g
OG0011528	Caamp.0070s0113, Caamp.1033s0411	Thhalv10009048m.g
OG0011529	Caamp.1033s0412, Caamp.0070s0114	Thhalv10008828m.g
OG0011530	Caamp.1033s0417, Caamp.1033s0415	Thhalv10009274m.g, Thhalv10009276m.g
OG0011531	Caamp.1033s0416	Thhalv10007553m.g
OG0011532	Caamp.1033s0422	Thhalv10008785m.g
OG0011533	Caamp.1033s0433	Thhalv10007681m.g
OG0011534	Caamp.1033s0436	Thhalv10007201m.g
OG0011535	Caamp.1033s0443, Caamp.0070s0093	Thhalv10008280m.g
OG0011536	Caamp.0214s0328, Caamp.1033s0444, Caamp.0078s0638	Thhalv10022028m.g
OG0011537	Caamp.1033s0449, Caamp.0070s0088	Thhalv10007666m.g
OG0011538	Caamp.1033s0451, Caamp.0070s0086	Thhalv10008228m.g
OG0011539	Caamp.1033s0453, Caamp.0070s0084	Thhalv10009915m.g
OG0011540	Caamp.1033s0458, Caamp.0070s0080	Thhalv10006764m.g
OG0011541	Caamp.0070s0077, Caamp.1033s0462	Thhalv10007615m.g
OG0011542	Caamp.0070s0073, Caamp.1033s0466	Thhalv10006874m.g
OG0011543	Caamp.0070s0072, Caamp.1033s0467	Thhalv10007231m.g
OG0011544	Caamp.1033s0471, Caamp.0070s0068	Thhalv10007434m.g
OG0011545	Caamp.0070s0066, Caamp.1033s0473	Thhalv10009378m.g
OG0011546	Caamp.0070s0065, Caamp.1033s0474	Thhalv10009696m.g
OG0011547	Caamp.1033s0481, Caamp.0070s0059	Thhalv10007307m.g
OG0011548	Caamp.0070s0058, Caamp.1033s0482	Thhalv10008411m.g
OG0011549	Caamp.0070s0048, Caamp.1033s0492	Thhalv10007688m.g
OG0011550	Caamp.1033s0493, Caamp.0070s0047	Thhalv10009673m.g
OG0011551	Caamp.1033s0501, Caamp.0070s0041	Thhalv10008551m.g
OG0011552	Caamp.0070s0034, Caamp.1033s0510	Thhalv10009947m.g
OG0011553	Caamp.1033s0518, Caamp.0070s0028	Thhalv10009195m.g
OG0011554	Caamp.0070s0026, Caamp.1033s0520	Thhalv10008438m.g
OG0011555	Caamp.0070s0017, Caamp.1033s0530	Thhalv10007091m.g
OG0011556	Caamp.1033s0544, Caamp.0078s0612	Thhalv10009467m.g
OG0011557	Caamp.1033s0545, Caamp.0078s0611	Thhalv10009513m.g
OG0011558	Caamp.1033s0549, Caamp.0078s0609	Thhalv10009067m.g
OG0011560	Caamp.1033s0559, Caamp.0078s0598	Thhalv10007736m.g
OG0011561	Caamp.0078s0591, Caamp.1033s0563	Thhalv10008237m.g
OG0011562	Caamp.0078s0589, Caamp.1033s0566	Thhalv10007360m.g
OG0011563	Caamp.1033s0571, Caamp.0078s0585	Thhalv10008510m.g
OG0011564	Caamp.0078s0576, Caamp.1033s0580	Thhalv10008700m.g
OG0011565	Caamp.1033s0581, Caamp.0078s0575	Thhalv10006838m.g
OG0011566	Caamp.1033s0600	Thhalv10009455m.g
OG0011567	Caamp.1033s0606, Caamp.0007s0014	Thhalv10007234m.g
OG0011568	Caamp.1033s0607, Caamp.0007s0015	Thhalv10009499m.g
OG0011569	Caamp.0002s0172, Caamp.1033s0608, Caamp.0007s0016	Thhalv10002347m.g
OG0011570	Caamp.0007s0018, Caamp.1033s0612	Thhalv10009586m.g
OG0011571	Caamp.0007s0019, Caamp.1033s0613	Thhalv10009741m.g
OG0011572	Caamp.0007s0020, Caamp.1033s0614	Thhalv10009162m.g
OG0011573	Caamp.1033s0617, Caamp.0007s0023	Thhalv10008867m.g
OG0011574	Caamp.1033s0630, Caamp.0007s0033	Thhalv10009888m.g
OG0011575	Caamp.0007s0041, Caamp.1033s0641	Thhalv10007824m.g
OG0011576	Caamp.1033s0644, Caamp.0007s0044	Thhalv10007818m.g
OG0011577	Caamp.1033s0649, Caamp.0007s0049	Thhalv10009598m.g
OG0011578	Caamp.0007s0059, Caamp.1033s0660	Thhalv10007605m.g
OG0011579	Caamp.0007s0060, Caamp.1033s0661	Thhalv10006807m.g
OG0011580	Caamp.1033s0675, Caamp.0007s0065	Thhalv10007346m.g
OG0011581	Caamp.0007s0077, Caamp.1033s0685	Thhalv10009012m.g
OG0011582	Caamp.1033s0690, Caamp.0007s0083	Thhalv10022832m.g
OG0011583	Caamp.0007s0085, Caamp.1033s0691	Thhalv10006779m.g
OG0011584	Caamp.1033s0694	Thhalv10006799m.g
OG0011585	Caamp.1033s0695	Thhalv10006701m.g
OG0011586	Caamp.1033s0704, Caamp.0007s0096	Thhalv10009324m.g, Thhalv10007337m.g
OG0011587	Caamp.1033s0721, Caamp.0007s0109	Thhalv10009135m.g
OG0011588	Caamp.0097s0845, Caamp.0097s0844, Caamp.1033s0732	Thhalv10016034m.g
OG0011589	Caamp.0007s0140, Caamp.1033s0744	Thhalv10006741m.g
OG0011590	Caamp.0007s0151, Caamp.1033s0751	Thhalv10009264m.g
OG0011591	Caamp.1033s0757	Thhalv10007222m.g
OG0011592	Caamp.1033s0769	Thhalv10008873m.g
OG0011593	Caamp.0007s0172, Caamp.1033s0772	Thhalv10006871m.g
OG0011594	Caamp.1033s0781, Caamp.0007s0179	Thhalv10009206m.g
OG0011595	Caamp.1033s0782	Thhalv10009580m.g
OG0011596	Caamp.1033s0792, Caamp.0007s0184	Thhalv10008095m.g
OG0011597	Caamp.1033s0795	Thhalv10007477m.g
OG0011598	Caamp.0007s0189, Caamp.1033s0798	Thhalv10009222m.g
OG0011599	Caamp.1033s0802	Thhalv10009399m.g
OG0011599	Caamp.0007s0193	Thhalv10010009m.g
OG0011600	Caamp.1033s0804	Thhalv10007571m.g, Thhalv10007559m.g, Thhalv10009366m.g, Thhalv10007570m.g
OG0011601	Caamp.1033s0807, Caamp.0007s0196	Thhalv10008400m.g
OG0011603	Caamp.0007s0223, Caamp.1033s0834	Thhalv10009342m.g
OG0011604	Caamp.1033s0837	Thhalv10009100m.g
OG0011605	Caamp.0007s0230, Caamp.1033s0843	Thhalv10006886m.g
OG0011606	Caamp.0007s0238, Caamp.1033s0852	Thhalv10009466m.g
OG0011607	Caamp.1033s0853	Thhalv10008641m.g
OG0011608	Caamp.1033s0854	Thhalv10006944m.g
OG0011609	Caamp.0007s0242, Caamp.1033s0857	Thhalv10009848m.g
OG0011610	Caamp.1033s0858	Thhalv10009407m.g
OG0011611	Caamp.1033s0861, Caamp.0007s0246	Thhalv10007075m.g
OG0011612	Caamp.1033s0865	Thhalv10009443m.g
OG0011613	Caamp.1033s0868	Thhalv10008345m.g
OG0011614	Caamp.1033s0870, Caamp.0007s0254	Thhalv10009787m.g
OG0011615	Caamp.1033s0876, Caamp.0007s0263	Thhalv10007671m.g
OG0011616	Caamp.1033s0891, Caamp.0007s0273	Thhalv10009221m.g
OG0011617	Caamp.1033s0904	Thhalv10007949m.g, Thhalv10016033m.g
OG0011618	Caamp.1033s0906, Caamp.0007s0293	Thhalv10009208m.g
OG0011619	Caamp.0007s0295, Caamp.1033s0908	Thhalv10007003m.g
OG0011620	Caamp.0007s0308, Caamp.1033s0926	Thhalv10008295m.g
OG0011621	Caamp.0007s0316, Caamp.1033s0934	Thhalv10010002m.g
OG0011622	Caamp.1033s0940	Thhalv10008214m.g
OG0011623	Caamp.1033s0943	Thhalv10007891m.g
OG0011624	Caamp.0007s0352, Caamp.1033s0960	Thhalv10007233m.g
OG0011625	Caamp.1033s0975, Caamp.0007s0363	Thhalv10009525m.g
OG0011626	Caamp.1033s0983, Caamp.0007s0372	Thhalv10008072m.g
OG0011627	Caamp.0007s0390, Caamp.1033s0996	Thhalv10001858m.g
OG0011628	Caamp.1033s1005, Caamp.0007s0396	Thhalv10001837m.g
OG0011629	Caamp.0007s0398, Caamp.1033s1011	Thhalv10001870m.g
OG0011630	Caamp.0007s0399, Caamp.1033s1023	Thhalv10001823m.g
OG0011631	Caamp.0007s0401, Caamp.1033s1024	Thhalv10001819m.g
OG0011632	Caamp.1033s1063, Caamp.0008s0041	Thhalv10001873m.g
OG0011633	Caamp.0008s0054, Caamp.1033s1076, Caamp.0021s0002	Thhalv10004887m.g
OG0011634	Caamp.0033s0378, Caamp.1035s0013	Thhalv10004742m.g
OG0011635	Caamp.1035s0016, Caamp.0033s0374	Thhalv10004143m.g
OG0011636	Caamp.1035s0026, Caamp.0033s0364	Thhalv10003834m.g
OG0011637	Caamp.0033s0357, Caamp.1035s0034	Thhalv10005011m.g
OG0011638	Caamp.1035s0036, Caamp.0033s0355	Thhalv10004637m.g
OG0011639	Caamp.0033s0353, Caamp.1035s0038	Thhalv10004811m.g
OG0011640	Caamp.1035s0042, Caamp.0033s0348	Thhalv10003621m.g
OG0011641	Caamp.1035s0049, Caamp.0033s0343	Thhalv10004148m.g
OG0011642	Caamp.0033s0342, Caamp.1035s0050	Thhalv10005509m.g
OG0011643	Caamp.0033s0321, Caamp.1035s0068	Thhalv10005299m.g
OG0011644	Caamp.0033s0318, Caamp.1035s0074	Thhalv10004176m.g
OG0011645	Caamp.1039s0153, Caamp.0033s0314, Caamp.1035s0082	Thhalv10003723m.g
OG0011646	Caamp.0033s0311, Caamp.1035s0085	Thhalv10004732m.g
OG0011647	Caamp.0033s0304, Caamp.1035s0092	Thhalv10003865m.g
OG0011648	Caamp.0033s0301, Caamp.1035s0095	Thhalv10005529m.g
OG0011650	Caamp.0033s0299, Caamp.1035s0098	Thhalv10005325m.g
OG0011651	Caamp.1035s0100, Caamp.0033s0297	Thhalv10005077m.g
OG0011652	Caamp.0033s0292, Caamp.1035s0106	Thhalv10004644m.g
OG0011653	Caamp.1035s0107, Caamp.0033s0291	Thhalv10005568m.g
OG0011654	Caamp.0033s0290, Caamp.1035s0108	Thhalv10005471m.g
OG0011655	Caamp.1035s0115, Caamp.0033s0280	Thhalv10003703m.g
OG0011656	Caamp.0033s0279, Caamp.1035s0116	Thhalv10004256m.g
OG0011657	Caamp.0033s0275, Caamp.1035s0120	Thhalv10004756m.g
OG0011658	Caamp.1035s0132	Thhalv10005362m.g
OG0011659	Caamp.0033s0265, Caamp.1035s0133	Thhalv10004405m.g
OG0011660	Caamp.1035s0134, Caamp.0033s0264	Thhalv10005326m.g
OG0011661	Caamp.1035s0135, Caamp.0033s0263	Thhalv10004547m.g
OG0011662	Caamp.1035s0136, Caamp.0033s0262	Thhalv10003747m.g
OG0011663	Caamp.1035s0138, Caamp.0033s0260	Thhalv10004049m.g
OG0011664	Caamp.0033s0249, Caamp.1035s0151	Thhalv10003690m.g
OG0011665	Caamp.1035s0156	Thhalv10005173m.g
OG0011666	Caamp.1035s0165, Caamp.0033s0240	Thhalv10004519m.g
OG0011667	Caamp.1035s0175, Caamp.0033s0222, Caamp.0033s0233	Thhalv10005395m.g
OG0011668	Caamp.0033s0229, Caamp.1035s0182	Thhalv10004738m.g
OG0011669	Caamp.1035s0192, Caamp.0033s0221	Thhalv10003640m.g
OG0011670	Caamp.0033s0215, Caamp.1035s0198	Thhalv10005594m.g
OG0011671	Caamp.1035s0199, Caamp.0033s0214	Thhalv10004273m.g
OG0011672	Caamp.0033s0213, Caamp.1035s0200	Thhalv10004097m.g
OG0011673	Caamp.0033s0211, Caamp.1035s0202	Thhalv10004332m.g
OG0011674	Caamp.1035s0210, Caamp.0033s0201	Thhalv10004095m.g
OG0011675	Caamp.0033s0197, Caamp.1035s0213	Thhalv10005425m.g
OG0011676	Caamp.1035s0218	Thhalv10003922m.g
OG0011677	Caamp.0033s0187, Caamp.1035s0222	Thhalv10004470m.g
OG0011678	Caamp.0033s0184, Caamp.1035s0225	Thhalv10005697m.g
OG0011679	Caamp.0033s0183, Caamp.1035s0226	Thhalv10004709m.g
OG0011680	Caamp.0033s0180, Caamp.1035s0230	Thhalv10004872m.g
OG0011681	Caamp.0033s0179, Caamp.1035s0231	Thhalv10004403m.g
OG0011682	Caamp.0033s0167, Caamp.1035s0239	Thhalv10003654m.g
OG0011683	Caamp.1035s0240, Caamp.0033s0166	Thhalv10004337m.g
OG0011684	Caamp.1035s0243, Caamp.0033s0164	Thhalv10004421m.g
OG0011685	Caamp.1035s0244, Caamp.0033s0163	Thhalv10004312m.g
OG0011686	Caamp.0033s0161, Caamp.1035s0246	Thhalv10003565m.g
OG0011687	Caamp.1035s0249, Caamp.0033s0159	Thhalv10003727m.g
OG0011688	Caamp.1035s0252, Caamp.0033s0157	Thhalv10005134m.g
OG0011689	Caamp.1035s0254, Caamp.0033s0154	Thhalv10004899m.g
OG0011690	Caamp.1035s0261, Caamp.0033s0144	Thhalv10003705m.g
OG0011691	Caamp.0033s0142, Caamp.1035s0263	Thhalv10004786m.g
OG0011692	Caamp.0033s0130, Caamp.1035s0273	Thhalv10003672m.g
OG0011693	Caamp.0033s0128, Caamp.1035s0275	Thhalv10004142m.g
OG0011695	Caamp.0033s0113, Caamp.1035s0291	Thhalv10004858m.g
OG0011696	Caamp.1035s0302	Thhalv10005605m.g
OG0011697	Caamp.0033s0103, Caamp.1035s0303	Thhalv10004112m.g
OG0011698	Caamp.1035s0305, Caamp.0033s0101	Thhalv10005223m.g
OG0011699	Caamp.1035s0320	Thhalv10004783m.g
OG0011700	Caamp.1035s0322, Caamp.0033s0080	Thhalv10004444m.g
OG0011701	Caamp.1035s0324, Caamp.1035s0323	Thhalv10004952m.g
OG0011702	Caamp.0033s0078, Caamp.1035s0326	Thhalv10004944m.g
OG0011703	Caamp.0033s0076, Caamp.1035s0328	Thhalv10004507m.g
OG0011704	Caamp.1035s0329, Caamp.0033s0074	Thhalv10005662m.g
OG0011705	Caamp.0033s0071, Caamp.1035s0333	Thhalv10004568m.g
OG0011706	Caamp.0033s0064, Caamp.1035s0339	Thhalv10004703m.g
