Orthogroup	S_pinnata	S_diversifolius
OG0008988	Stapi.2716s0010	Sdiv_ptg000004l_0711-R
OG0008989	Stapi.0575s0009, Stapi.2716s0007	Sdiv_ptg000005l_0409-R
OG0008990	Stapi.0575s0005	Sdiv_ptg000005l_0411-R
OG0008991	Stapi.0575s0002	Sdiv_ptg000005l_0413-R
OG0008992	Stapi.2716s0001, Stapi.5332s0004	Sdiv_ptg000005l_0415-R
OG0008993	Stapi.3087s0002	Sdiv_ptg000004l_0719-R
OG0008993	Stapi.5332s0003	Sdiv_ptg000005l_0416-R
OG0008994	Stapi.0231s0022	Sdiv_ptg000022l_0923-R
OG0008994	Stapi.0681s0001	Sdiv_ptg000022l_0922-R
OG0008995	Stapi.5922s0001, Stapi.0492s0004, Stapi.0231s0012	Sdiv_ptg000022l_0932-R
OG0008997	Stapi.0288s0003	Sdiv_ptg000007l_0468-R
OG0008998	Stapi.0078s0005	Sdiv_ptg000012l_1872-R
OG0008999	Stapi.0054s0080	Sdiv_ptg000007l_0459-R
OG0009000	Stapi.0078s0002	Sdiv_ptg000007l_0458-R, Sdiv_ptg000012l_1861-R
OG0009001	Stapi.0567s0011	Sdiv_ptg000012l_2012-R
OG0009002	Stapi.0567s0005	Sdiv_ptg000012l_2010-R
OG0009003	Stapi.1711s0002, Stapi.2214s0001	Sdiv_ptg000012l_2023-R
OG0009004	Stapi.2664s0001	Sdiv_ptg000012l_2045-R, Sdiv_ptg000007l_0313-R
OG0009005	Stapi.0145s0019	Sdiv_ptg000012l_2047-R
OG0009006	Stapi.0145s0022	Sdiv_ptg000012l_2050-R, Sdiv_ptg000007l_0309-R
OG0009007	Stapi.1222s0002	Sdiv_ptg000012l_2059-R
OG0009008	Stapi.1436s0005	Sdiv_ptg000007l_0296-R, Sdiv_ptg000012l_2062-R
OG0009009	Stapi.5027s0003	Sdiv_ptg000012l_2063-R
OG0009011	Stapi.0837s0004	Sdiv_ptg000012l_2076-R, Sdiv_ptg000007l_0282-R
OG0009012	Stapi.0138s0002	Sdiv_ptg000012l_2087-R
OG0009013	Stapi.1955s0007	Sdiv_ptg000012l_2091-R
OG0009014	Stapi.1955s0004	Sdiv_ptg000007l_0267-R
OG0009015	Stapi.2662s0002	Sdiv_ptg000012l_2101-R
OG0009016	Stapi.0991s0011, Stapi.3132s0002, Stapi.10365s0001	Sdiv_ptg000012l_2109-R
OG0009017	Stapi.2658s0005	Sdiv_ptg000012l_2137-R
OG0009019	Stapi.8877s0002	Sdiv_ptg000012l_2127-R
OG0009020	Stapi.3284s0001, Stapi.0848s0004	Sdiv_ptg000012l_2123-R
OG0009021	Stapi.14214s0002	Sdiv_ptg000012l_2120-R
OG0009022	Stapi.6598s0003	Sdiv_ptg000012l_2118-R
OG0009023	Stapi.0450s0010	Sdiv_ptg000012l_2146-R, Sdiv_ptg000007l_0211-R
OG0009024	Stapi.1557s0011	Sdiv_ptg000012l_2157-R
OG0009025	Stapi.6002s0004	Sdiv_ptg000012l_2161-R
OG0009026	Stapi.0533s0003	Sdiv_ptg000012l_2165-R, Sdiv_ptg000007l_0202-R
OG0009027	Stapi.2421s0005	Sdiv_ptg000012l_2168-R, Sdiv_ptg000007l_0196-R
OG0009029	Stapi.5208s0004	Sdiv_ptg000012l_2176-R
OG0009030	Stapi.5765s0004	Sdiv_ptg000012l_2179-R
OG0009032	Stapi.11469s0001	Sdiv_ptg000012l_2187-R
OG0009033	Stapi.3302s0003	Sdiv_ptg000007l_0170-R, Sdiv_ptg000012l_2198-R
OG0009034	Stapi.0137s0004	Sdiv_ptg000007l_0153-R
OG0009035	Stapi.10732s0001	Sdiv_ptg000012l_2213-R
OG0009036	Stapi.10819s0001	Sdiv_ptg000012l_2220-R, Sdiv_ptg000007l_0144-R
OG0009037	Stapi.5221s0001	Sdiv_ptg000007l_0140-R
OG0009038	Stapi.5221s0002	Sdiv_ptg000012l_2223-R, Sdiv_ptg000007l_0139-R
OG0009039	Stapi.5803s0001	Sdiv_ptg000012l_2234-R
OG0009040	Stapi.3187s0002	Sdiv_ptg000012l_2252-R
OG0009041	Stapi.0654s0002, Stapi.0507s0011	Sdiv_ptg000015l_1318-R
OG0009042	Stapi.1137s0001	Sdiv_ptg000012l_2273-R
OG0009043	Stapi.7203s0001	Sdiv_ptg000012l_2274-R
OG0009044	Stapi.7203s0002	Sdiv_ptg000012l_2275-R
OG0009045	Stapi.9106s0001	Sdiv_ptg000012l_2276-R, Sdiv_ptg000007l_0079-R
OG0009047	Stapi.11261s0002, Stapi.0080s0017	Sdiv_ptg000015l_1046-R
OG0009048	Stapi.0690s0009	Sdiv_ptg000015l_1047-R
OG0009050	Stapi.0249s0014	Sdiv_ptg000002l_1067-R
OG0009050	Stapi.3070s0001	Sdiv_ptg000015l_1049-R
OG0009051	Stapi.3070s0002, Stapi.0693s0002	Sdiv_ptg000002l_1066-R
OG0009052	Stapi.0617s0002	Sdiv_ptg000002l_1057-R
OG0009053	Stapi.0482s0012, Stapi.0717s0004	Sdiv_ptg000002l_1054-R
OG0009054	Stapi.0167s0002	Sdiv_ptg000002l_1043-R
OG0009055	Stapi.0503s0003	Sdiv_ptg000002l_1038-R, Sdiv_ptg000015l_1078-R
OG0009056	Stapi.3739s0001	Sdiv_ptg000002l_1037-R
OG0009057	Stapi.8860s0001	Sdiv_ptg000015l_1087-R
OG0009058	Stapi.0501s0005	Sdiv_ptg000015l_1093-R
OG0009059	Stapi.1831s0007	Sdiv_ptg000015l_1098-R
OG0009060	Stapi.0726s0004	Sdiv_ptg000002l_1022-R, Sdiv_ptg000015l_1104-R
OG0009061	Stapi.12007s0002	Sdiv_ptg000015l_1108-R
OG0009062	Stapi.5655s0002	Sdiv_ptg000002l_1000-R
OG0009063	Stapi.0423s0004	Sdiv_ptg000002l_1005-R, Sdiv_ptg000015l_1124-R
OG0009064	Stapi.0765s0007, Stapi.1513s0003	Sdiv_ptg000002l_1011-R
OG0009066	Stapi.0036s0048	Sdiv_ptg000008l_0426-R
OG0009067	Stapi.0036s0049	Sdiv_ptg000008l_0425-R
OG0009068	Stapi.0153s0013, Stapi.0166s0001	Sdiv_ptg000022l_0457-R
OG0009069	Stapi.0024s0015, Stapi.0299s0001	Sdiv_ptg000008l_0421-R
OG0009071	Stapi.0591s0003, Stapi.4742s0006	Sdiv_ptg000008l_0436-R
OG0009072	Stapi.0321s0007	Sdiv_ptg000022l_0455-R
OG0009073	Stapi.0216s0006	Sdiv_ptg000022l_0472-R
OG0009074	Stapi.0409s0009, Stapi.0291s0031	Sdiv_ptg000004l_0395-R
OG0009075	Stapi.0160s0001	Sdiv_ptg000004l_0396-R
OG0009076	Stapi.8136s0004	Sdiv_ptg000022l_1777-R
OG0009077	Stapi.0019s0048, Stapi.0019s0047	Sdiv_ptg000022l_1829-R
OG0009078	Stapi.6453s0007	Sdiv_ptg000022l_1839-R
OG0009079	Stapi.6453s0003, Stapi.6453s0005, Stapi.6453s0004	Sdiv_ptg000022l_1840-R
OG0009081	Stapi.8858s0001	Sdiv_ptg000013l_2194-R, Sdiv_ptg000001l_2309-R
OG0009082	Stapi.6785s0002	Sdiv_ptg000001l_2308-R
OG0009083	Stapi.9525s0004, Stapi.8839s0005	Sdiv_ptg000001l_2291-R
OG0009084	Stapi.5214s0001	Sdiv_ptg000014l_0497-R, Sdiv_ptg000003l_2445-R
OG0009085	Stapi.10760s0005	Sdiv_ptg000014l_0500-R
OG0009086	Stapi.10760s0001	Sdiv_ptg000014l_0502-R
OG0009087	Stapi.2886s0004	Sdiv_ptg000003l_2433-R, Sdiv_ptg000014l_0507-R
OG0009088	Stapi.4082s0002, Stapi.2886s0010	Sdiv_ptg000014l_0511-R
OG0009089	Stapi.4082s0006	Sdiv_ptg000014l_0515-R, Sdiv_ptg000003l_2426-R
OG0009090	Stapi.6084s0006	Sdiv_ptg000014l_0518-R
OG0009091	Stapi.5429s0006	Sdiv_ptg000014l_0521-R
OG0009093	Stapi.13939s0001	Sdiv_ptg000014l_0531-R, Sdiv_ptg000003l_2409-R
OG0009095	Stapi.4125s0005	Sdiv_ptg000003l_2406-R, Sdiv_ptg000014l_0537-R
OG0009096	Stapi.4536s0007	Sdiv_ptg000003l_2400-R
OG0009097	Stapi.9374s0001	Sdiv_ptg000014l_0547-R, Sdiv_ptg000003l_2399-R
OG0009098	Stapi.3509s0001	Sdiv_ptg000003l_2395-R
OG0009099	Stapi.0382s0001	Sdiv_ptg000003l_2391-R
OG0009100	Stapi.2957s0008	Sdiv_ptg000003l_2384-R, Sdiv_ptg000014l_0557-R
OG0009101	Stapi.2957s0007	Sdiv_ptg000003l_2383-R
OG0009102	Stapi.2957s0006, Stapi.5223s0008	Sdiv_ptg000003l_2382-R
OG0009103	Stapi.5223s0007	Sdiv_ptg000014l_0559-R, Sdiv_ptg000003l_2381-R
OG0009104	Stapi.5223s0005, Stapi.15093s0002	Sdiv_ptg000003l_2379-R
OG0009105	Stapi.5223s0003	Sdiv_ptg000014l_0561-R
OG0009106	Stapi.5223s0002	Sdiv_ptg000014l_0562-R, Sdiv_ptg000003l_2377-R
OG0009107	Stapi.7546s0002	Sdiv_ptg000003l_2375-R
OG0009108	Stapi.7791s0003	Sdiv_ptg000003l_2370-R
OG0009109	Stapi.5877s0003	Sdiv_ptg000003l_2365-R
OG0009110	Stapi.13820s0001	Sdiv_ptg000003l_2364-R
OG0009111	Stapi.3163s0002	Sdiv_ptg000003l_2360-R
OG0009112	Stapi.11677s0001	Sdiv_ptg000003l_2358-R, Sdiv_ptg000014l_0576-R
OG0009114	Stapi.2518s0003, Stapi.2436s0001	Sdiv_ptg000014l_0584-R
OG0009115	Stapi.2544s0004	Sdiv_ptg000014l_0586-R, Sdiv_ptg000003l_2119-R
OG0009116	Stapi.2544s0003	Sdiv_ptg000003l_2121-R
OG0009117	Stapi.2436s0008	Sdiv_ptg000014l_0588-R
OG0009118	Stapi.2436s0011	Sdiv_ptg000014l_0591-R, Sdiv_ptg000003l_2123-R
OG0009119	Stapi.2924s0008	Sdiv_ptg000003l_2126-R
OG0009120	Stapi.7541s0003	Sdiv_ptg000014l_0598-R, Sdiv_ptg000003l_2130-R
OG0009121	Stapi.2794s0004	Sdiv_ptg000003l_2135-R, Sdiv_ptg000014l_0602-R
OG0009122	Stapi.8548s0002, Stapi.8548s0003	Sdiv_ptg000014l_0604-R
OG0009123	Stapi.4891s0002	Sdiv_ptg000003l_2140-R
OG0009125	Stapi.1725s0005	Sdiv_ptg000003l_2145-R, Sdiv_ptg000014l_0610-R
OG0009127	Stapi.5621s0004	Sdiv_ptg000003l_2149-R, Sdiv_ptg000014l_0619-R
OG0009128	Stapi.6775s0002	Sdiv_ptg000003l_2155-R
OG0009129	Stapi.6775s0001	Sdiv_ptg000003l_2156-R, Sdiv_ptg000014l_0629-R
OG0009130	Stapi.2820s0006	Sdiv_ptg000014l_0630-R
OG0009131	Stapi.3570s0001	Sdiv_ptg000014l_0631-R, Sdiv_ptg000003l_2159-R
OG0009132	Stapi.3570s0002	Sdiv_ptg000003l_2160-R
OG0009133	Stapi.3570s0007	Sdiv_ptg000014l_0638-R, Sdiv_ptg000003l_2167-R
OG0009134	Stapi.3570s0009	Sdiv_ptg000003l_2169-R
OG0009135	Stapi.0898s0012	Sdiv_ptg000003l_2171-R
OG0009136	Stapi.0898s0004	Sdiv_ptg000003l_2177-R
OG0009137	Stapi.2721s0004	Sdiv_ptg000003l_2183-R
OG0009137	Stapi.12607s0001	Sdiv_ptg000014l_0660-R
OG0009138	Stapi.1724s0009	Sdiv_ptg000003l_2189-R
OG0009139	Stapi.1724s0007	Sdiv_ptg000003l_2190-R
OG0009140	Stapi.1724s0006	Sdiv_ptg000003l_2191-R
OG0009141	Stapi.1152s0007	Sdiv_ptg000014l_0691-R, Sdiv_ptg000003l_2219-R
OG0009142	Stapi.1873s0015	Sdiv_ptg000003l_2238-R
OG0009142	Stapi.12381s0001	Sdiv_ptg000003l_2237-R
OG0009143	Stapi.12381s0003	Sdiv_ptg000014l_0705-R
OG0009144	Stapi.1873s0011	Sdiv_ptg000014l_0709-R
OG0009145	Stapi.1873s0009	Sdiv_ptg000003l_2246-R
OG0009146	Stapi.1873s0005	Sdiv_ptg000003l_2251-R
OG0009147	Stapi.11367s0001	Sdiv_ptg000003l_2253-R, Sdiv_ptg000014l_0715-R
OG0009149	Stapi.5867s0003	Sdiv_ptg000003l_2270-R, Sdiv_ptg000014l_0731-R
OG0009150	Stapi.1930s0001	Sdiv_ptg000003l_2272-R
OG0009151	Stapi.1810s0007	Sdiv_ptg000003l_2274-R, Sdiv_ptg000014l_0734-R
OG0009153	Stapi.2902s0005	Sdiv_ptg000003l_2282-R
OG0009154	Stapi.1184s0016	Sdiv_ptg000003l_2285-R, Sdiv_ptg000014l_0745-R
OG0009155	Stapi.1184s0010	Sdiv_ptg000003l_2294-R, Sdiv_ptg000014l_0751-R
OG0009156	Stapi.1184s0005, Stapi.2008s0013	Sdiv_ptg000003l_2299-R
OG0009157	Stapi.1184s0004	Sdiv_ptg000014l_0755-R
OG0009158	Stapi.1184s0002, Stapi.2008s0015	Sdiv_ptg000014l_0758-R
OG0009159	Stapi.12895s0002	Sdiv_ptg000003l_2313-R
OG0009159	Stapi.0089s0013	Sdiv_ptg000014l_0768-R
OG0009160	Stapi.0089s0008	Sdiv_ptg000003l_2317-R
OG0009161	Stapi.4738s0003	Sdiv_ptg000003l_2320-R, Sdiv_ptg000014l_0775-R
OG0009162	Stapi.4738s0005, Stapi.0089s0003	Sdiv_ptg000014l_0777-R
OG0009163	Stapi.4338s0002	Sdiv_ptg000014l_0783-R, Sdiv_ptg000003l_2328-R
OG0009164	Stapi.2541s0002	Sdiv_ptg000003l_2334-R, Sdiv_ptg000014l_0794-R
OG0009165	Stapi.2541s0010	Sdiv_ptg000003l_2342-R, Sdiv_ptg000014l_0801-R
OG0009166	Stapi.2541s0011	Sdiv_ptg000014l_0802-R
OG0009167	Stapi.3361s0001	Sdiv_ptg000003l_2346-R, Sdiv_ptg000014l_0804-R
OG0009168	Stapi.3361s0002	Sdiv_ptg000014l_0805-R
OG0009169	Stapi.1284s0008	Sdiv_ptg000003l_2115-R
OG0009170	Stapi.2518s0007	Sdiv_ptg000014l_0810-R
OG0009171	Stapi.0112s0001	Sdiv_ptg000014l_0811-R, Sdiv_ptg000003l_2109-R
OG0009172	Stapi.0112s0002	Sdiv_ptg000003l_2108-R, Sdiv_ptg000014l_0812-R
OG0009173	Stapi.0112s0003	Sdiv_ptg000003l_2107-R
OG0009174	Stapi.5837s0002	Sdiv_ptg000003l_2102-R
OG0009175	Stapi.5837s0001	Sdiv_ptg000003l_2101-R, Sdiv_ptg000014l_0818-R
OG0009176	Stapi.1193s0001	Sdiv_ptg000014l_0828-R, Sdiv_ptg000003l_2089-R
OG0009177	Stapi.0741s0008	Sdiv_ptg000014l_0829-R
OG0009178	Stapi.1193s0007	Sdiv_ptg000003l_2059-R
OG0009179	Stapi.1193s0011	Sdiv_ptg000003l_2061-R
OG0009180	Stapi.1193s0015	Sdiv_ptg000003l_2064-R
OG0009181	Stapi.2693s0007, Stapi.1193s0016	Sdiv_ptg000003l_2065-R
OG0009182	Stapi.3133s0005	Sdiv_ptg000003l_2072-R, Sdiv_ptg000014l_0850-R
OG0009183	Stapi.14823s0001	Sdiv_ptg000014l_0860-R
OG0009184	Stapi.14648s0001	Sdiv_ptg000014l_0861-R
OG0009185	Stapi.3177s0007	Sdiv_ptg000014l_0864-R
OG0009186	Stapi.16608s0001, Stapi.1095s0014	Sdiv_ptg000014l_0865-R
OG0009187	Stapi.1095s0013	Sdiv_ptg000003l_2083-R, Sdiv_ptg000014l_0867-R
OG0009188	Stapi.1095s0006, Stapi.1933s0004	Sdiv_ptg000014l_0874-R
OG0009189	Stapi.2473s0003	Sdiv_ptg000003l_2049-R
OG0009190	Stapi.0431s0004	Sdiv_ptg000014l_0882-R
OG0009191	Stapi.2595s0003, Stapi.0431s0007	Sdiv_ptg000014l_0883-R
OG0009192	Stapi.0431s0008	Sdiv_ptg000014l_0884-R
OG0009193	Stapi.0431s0015	Sdiv_ptg000003l_2042-R, Sdiv_ptg000014l_0888-R
OG0009194	Stapi.1211s0001	Sdiv_ptg000014l_0890-R
OG0009195	Stapi.1211s0005, Stapi.0431s0020	Sdiv_ptg000014l_0891-R
OG0009196	Stapi.0431s0022	Sdiv_ptg000014l_0893-R
OG0009196	Stapi.1211s0007	Sdiv_ptg000003l_2035-R
OG0009197	Stapi.14866s0001, Stapi.1211s0011, Stapi.0431s0025	Sdiv_ptg000014l_0896-R
OG0009198	Stapi.1211s0012, Stapi.0431s0026	Sdiv_ptg000003l_2032-R
OG0009199	Stapi.1211s0014	Sdiv_ptg000003l_2031-R
OG0009200	Stapi.5791s0003	Sdiv_ptg000003l_2025-R, Sdiv_ptg000014l_0905-R
OG0009201	Stapi.5791s0005	Sdiv_ptg000014l_0909-R
OG0009202	Stapi.7885s0005	Sdiv_ptg000014l_0913-R
OG0009203	Stapi.4887s0002	Sdiv_ptg000003l_2017-R, Sdiv_ptg000014l_0915-R
OG0009204	Stapi.6191s0004, Stapi.10210s0001	Sdiv_ptg000003l_2006-R
OG0009205	Stapi.2346s0001	Sdiv_ptg000003l_1999-R, Sdiv_ptg000014l_0931-R
OG0009206	Stapi.3465s0003	Sdiv_ptg000003l_1997-R
OG0009207	Stapi.2346s0005, Stapi.3465s0005	Sdiv_ptg000014l_0935-R
OG0009208	Stapi.4098s0003, Stapi.5747s0003	Sdiv_ptg000014l_0945-R
OG0009209	Stapi.4098s0001	Sdiv_ptg000014l_0947-R
OG0009210	Stapi.0390s0004	Sdiv_ptg000003l_1978-R, Sdiv_ptg000014l_0949-R
OG0009212	Stapi.1514s0009	Sdiv_ptg000014l_0956-R
OG0009213	Stapi.1514s0006	Sdiv_ptg000014l_0959-R
OG0009214	Stapi.1514s0001	Sdiv_ptg000014l_0963-R, Sdiv_ptg000003l_1964-R
OG0009215	Stapi.1036s0009, Stapi.1982s0003	Sdiv_ptg000014l_0966-R
OG0009216	Stapi.1982s0005	Sdiv_ptg000014l_0968-R
OG0009217	Stapi.1982s0006	Sdiv_ptg000014l_0969-R
OG0009218	Stapi.1982s0007, Stapi.1036s0004	Sdiv_ptg000014l_0970-R
OG0009219	Stapi.3681s0003	Sdiv_ptg000014l_0971-R
OG0009220	Stapi.2920s0005	Sdiv_ptg000014l_0983-R
OG0009221	Stapi.3336s0001, Stapi.1563s0005	Sdiv_ptg000014l_0992-R
OG0009222	Stapi.1563s0008, Stapi.1420s0002	Sdiv_ptg000014l_0995-R
OG0009224	Stapi.3560s0003	Sdiv_ptg000014l_1003-R
OG0009225	Stapi.6492s0003	Sdiv_ptg000014l_1009-R
OG0009226	Stapi.8874s0002	Sdiv_ptg000003l_1917-R
OG0009227	Stapi.8874s0001	Sdiv_ptg000003l_1916-R
OG0009228	Stapi.2918s0002	Sdiv_ptg000014l_1011-R
OG0009229	Stapi.2918s0007	Sdiv_ptg000014l_1015-R
OG0009230	Stapi.2918s0010, Stapi.2660s0010	Sdiv_ptg000003l_1910-R
OG0009231	Stapi.2660s0005	Sdiv_ptg000003l_1909-R
OG0009232	Stapi.2033s0003	Sdiv_ptg000003l_1905-R, Sdiv_ptg000014l_1026-R
OG0009233	Stapi.1172s0001	Sdiv_ptg000014l_1031-R
OG0009233	Stapi.1019s0001	Sdiv_ptg000003l_1899-R
OG0009234	Stapi.1172s0006, Stapi.1019s0005	Sdiv_ptg000014l_1033-R
OG0009235	Stapi.1172s0012, Stapi.1894s0003	Sdiv_ptg000014l_1035-R
OG0009236	Stapi.3493s0008	Sdiv_ptg000003l_1882-R
OG0009237	Stapi.1293s0014, Stapi.3493s0007	Sdiv_ptg000003l_1881-R
OG0009238	Stapi.3493s0002, Stapi.0125s0033	Sdiv_ptg000003l_1875-R
OG0009239	Stapi.3788s0005, Stapi.1293s0008	Sdiv_ptg000003l_0120-R
OG0009240	Stapi.8223s0004, Stapi.17744s0001	Sdiv_ptg000003l_0141-R
OG0009242	Stapi.15570s0001, Stapi.4234s0002	Sdiv_ptg000014l_1073-R
OG0009243	Stapi.4234s0005, Stapi.4476s0003	Sdiv_ptg000003l_0146-R
OG0009244	Stapi.4476s0006	Sdiv_ptg000003l_0147-R, Sdiv_ptg000014l_1075-R
OG0009245	Stapi.4476s0008	Sdiv_ptg000003l_0148-R, Sdiv_ptg000014l_1076-R
OG0009246	Stapi.9917s0001	Sdiv_ptg000003l_0156-R
OG0009247	Stapi.0701s0012	Sdiv_ptg000014l_1085-R, Sdiv_ptg000003l_0158-R
OG0009248	Stapi.26963s0001	Sdiv_ptg000003l_2677-R, Sdiv_ptg000014l_0289-R
OG0009249	Stapi.9145s0002	Sdiv_ptg000003l_2680-R
OG0009252	Stapi.5366s0003	Sdiv_ptg000003l_2689-R
OG0009253	Stapi.5169s0005	Sdiv_ptg000014l_0275-R, Sdiv_ptg000003l_2691-R
OG0009255	Stapi.9119s0004	Sdiv_ptg000003l_2699-R
OG0009256	Stapi.9119s0003	Sdiv_ptg000003l_2700-R
OG0009257	Stapi.5033s0002	Sdiv_ptg000014l_0260-R
OG0009258	Stapi.29145s0001	Sdiv_ptg000014l_0244-R
OG0009259	Stapi.5056s0003	Sdiv_ptg000014l_0241-R
OG0009260	Stapi.16249s0002	Sdiv_ptg000003l_2730-R, Sdiv_ptg000014l_0231-R
OG0009262	Stapi.1713s0006	Sdiv_ptg000014l_0219-R
OG0009263	Stapi.1713s0005	Sdiv_ptg000014l_0217-R
OG0009264	Stapi.5204s0002	Sdiv_ptg000014l_0207-R
OG0009265	Stapi.10938s0001	Sdiv_ptg000014l_0206-R
OG0009266	Stapi.4267s0002	Sdiv_ptg000014l_0201-R, Sdiv_ptg000003l_2760-R
OG0009267	Stapi.4267s0003	Sdiv_ptg000003l_2761-R
OG0009268	Stapi.4267s0005	Sdiv_ptg000014l_0198-R, Sdiv_ptg000003l_2763-R
OG0009270	Stapi.18263s0001	Sdiv_ptg000003l_2895-R
OG0009272	Stapi.14143s0001	Sdiv_ptg000003l_2910-R, Sdiv_ptg000014l_0047-R
OG0009273	Stapi.6934s0004	Sdiv_ptg000014l_0024-R, Sdiv_ptg000003l_2934-R
OG0009274	Stapi.4500s0004	Sdiv_ptg000014l_0014-R
OG0009275	Stapi.4500s0005	Sdiv_ptg000014l_0013-R, Sdiv_ptg000003l_2944-R
OG0009276	Stapi.4504s0001, Stapi.2253s0003	Sdiv_ptg000003l_2948-R
OG0009277	Stapi.4504s0002	Sdiv_ptg000003l_2949-R
OG0009278	Stapi.2523s0008	Sdiv_ptg000003l_2956-R, Sdiv_ptg000014l_0006-R
OG0009279	Stapi.2523s0007	Sdiv_ptg000014l_0005-R
OG0009280	Stapi.2523s0003	Sdiv_ptg000014l_0001-R
OG0009282	Stapi.0115s0016	Sdiv_ptg000002l_0985-R
OG0009283	Stapi.0671s0004, Stapi.6843s0001	Sdiv_ptg000015l_1148-R
OG0009284	Stapi.4152s0003, Stapi.0018s0033	Sdiv_ptg000015l_1145-R
OG0009285	Stapi.0300s0006	Sdiv_ptg000002l_1018-R
OG0009287	Stapi.0849s0004	Sdiv_ptg000014l_1315-R, Sdiv_ptg000003l_0377-R
OG0009289	Stapi.0849s0009	Sdiv_ptg000014l_1321-R
OG0009291	Stapi.0184s0014, Stapi.5681s0004	Sdiv_ptg000014l_1324-R
OG0009292	Stapi.2470s0006	Sdiv_ptg000003l_0402-R, Sdiv_ptg000014l_1334-R
OG0009293	Stapi.1663s0009	Sdiv_ptg000003l_0414-R
OG0009294	Stapi.2505s0004	Sdiv_ptg000003l_0416-R, Sdiv_ptg000014l_1352-R
OG0009295	Stapi.26088s0001	Sdiv_ptg000003l_0419-R, Sdiv_ptg000014l_1355-R
OG0009296	Stapi.6741s0001	Sdiv_ptg000014l_1357-R
OG0009297	Stapi.1128s0008	Sdiv_ptg000014l_1365-R, Sdiv_ptg000003l_0427-R
OG0009298	Stapi.1128s0009	Sdiv_ptg000003l_0428-R
OG0009298	Stapi.1319s0011	Sdiv_ptg000014l_1366-R
OG0009299	Stapi.1319s0003	Sdiv_ptg000003l_0435-R, Sdiv_ptg000014l_1372-R
OG0009300	Stapi.5888s0001	Sdiv_ptg000003l_0450-R
OG0009301	Stapi.3118s0002	Sdiv_ptg000014l_1404-R, Sdiv_ptg000003l_0456-R
OG0009302	Stapi.14145s0001	Sdiv_ptg000003l_0460-R
OG0009303	Stapi.7858s0002	Sdiv_ptg000014l_1410-R
OG0009304	Stapi.3000s0003	Sdiv_ptg000003l_0462-R, Sdiv_ptg000014l_1411-R
OG0009305	Stapi.7595s0001	Sdiv_ptg000003l_0470-R, Sdiv_ptg000014l_1418-R
OG0009306	Stapi.5461s0003	Sdiv_ptg000014l_1419-R
OG0009307	Stapi.8571s0002	Sdiv_ptg000003l_0472-R
OG0009309	Stapi.3516s0003	Sdiv_ptg000014l_1501-R
OG0009310	Stapi.1702s0007	Sdiv_ptg000004l_1534-R
OG0009311	Stapi.1986s0002	Sdiv_ptg000005l_1223-R
OG0009312	Stapi.1761s0007	Sdiv_ptg000004l_1527-R
OG0009313	Stapi.1986s0004	Sdiv_ptg000005l_1221-R, Sdiv_ptg000004l_1526-R
OG0009314	Stapi.1761s0015, Stapi.1986s0009	Sdiv_ptg000005l_1214-R
OG0009316	Stapi.2699s0007	Sdiv_ptg000005l_1208-R, Sdiv_ptg000004l_1514-R
OG0009317	Stapi.2985s0005	Sdiv_ptg000005l_1205-R, Sdiv_ptg000004l_1511-R
OG0009319	Stapi.2231s0008	Sdiv_ptg000004l_1505-R
OG0009320	Stapi.2231s0009	Sdiv_ptg000004l_1504-R
OG0009321	Stapi.3861s0003	Sdiv_ptg000004l_1502-R, Sdiv_ptg000005l_1196-R
OG0009322	Stapi.3638s0002, Stapi.5724s0001	Sdiv_ptg000004l_1498-R
OG0009323	Stapi.3638s0003	Sdiv_ptg000005l_1192-R, Sdiv_ptg000004l_1497-R
OG0009324	Stapi.3638s0004	Sdiv_ptg000004l_1496-R, Sdiv_ptg000005l_1190-R
OG0009325	Stapi.3082s0001	Sdiv_ptg000005l_1188-R, Sdiv_ptg000004l_1493-R
OG0009326	Stapi.1030s0008, Stapi.2212s0007	Sdiv_ptg000004l_1486-R
OG0009327	Stapi.1443s0014, Stapi.2137s0007	Sdiv_ptg000004l_1470-R
OG0009328	Stapi.2137s0009	Sdiv_ptg000004l_1467-R
OG0009329	Stapi.2137s0010, Stapi.7316s0002	Sdiv_ptg000004l_1466-R
OG0009330	Stapi.1742s0014	Sdiv_ptg000004l_1457-R
OG0009331	Stapi.1742s0013	Sdiv_ptg000004l_1456-R, Sdiv_ptg000005l_1154-R
OG0009332	Stapi.1742s0008	Sdiv_ptg000004l_1452-R
OG0009333	Stapi.1742s0007, Stapi.2823s0007	Sdiv_ptg000004l_1450-R
OG0009334	Stapi.1742s0003	Sdiv_ptg000005l_1143-R
OG0009335	Stapi.12986s0001	Sdiv_ptg000004l_1445-R, Sdiv_ptg000005l_1140-R
OG0009336	Stapi.0079s0002	Sdiv_ptg000004l_1440-R
OG0009337	Stapi.0340s0006, Stapi.2226s0009	Sdiv_ptg000005l_1124-R
OG0009338	Stapi.2226s0006	Sdiv_ptg000005l_1120-R
OG0009340	Stapi.2226s0001	Sdiv_ptg000005l_1116-R
OG0009341	Stapi.6068s0001	Sdiv_ptg000004l_1419-R, Sdiv_ptg000005l_1108-R
OG0009342	Stapi.9617s0002	Sdiv_ptg000004l_1412-R, Sdiv_ptg000005l_1101-R
OG0009343	Stapi.5832s0003	Sdiv_ptg000005l_1097-R
